,Unnamed: 0,City,Zip Code,Walk Score,Transit Score,Bike Score,Population,State,Walkability,Public Transportation,Bikeability
630,69,Palm Beach Gardens,,20,0,38,48452,FL,Car Dependent,Minimal,Somewhat Bikeable
631,70,Country Club,,42,39,44,47105,FL,Car Dependent,Some Transit,Somewhat Bikeable
632,71,Coral Gables,33146.0,57,38,58,46780,FL,Somewhat Walkable,Some Transit,Bikeable
633,72,Doral,,39,35,55,45704,FL,Car Dependent,Some Transit,Bikeable
634,73,Wesley Chapel,33543.0,9,0,35,44092,FL,Car Dependent,Minimal,Somewhat Bikeable
635,74,Bonita Springs,,19,0,45,43914,FL,Car Dependent,Minimal,Somewhat Bikeable
636,75,Titusville,,25,0,43,43761,FL,Car Dependent,Minimal,Somewhat Bikeable
637,76,Fort Pierce,34950.0,38,0,52,41590,FL,Car Dependent,Minimal,Bikeable
638,77,Apopka,,18,18,38,41542,FL,Car Dependent,Minimal,Somewhat Bikeable
639,78,North Miami Beach,,64,49,61,41523,FL,Somewhat Walkable,Some Transit,Bikeable
640,79,Altamonte Springs,,35,25,46,41496,FL,Car Dependent,Some Transit,Somewhat Bikeable
641,80,Oakland Park,,54,37,58,41363,FL,Somewhat Walkable,Some Transit,Bikeable
642,81,University,,48,41,64,41163,FL,Car Dependent,Some Transit,Bikeable
643,82,North Lauderdale,,41,28,48,41023,FL,Car Dependent,Some Transit,Somewhat Bikeable
644,83,Cutler Bay,,27,26,49,40286,FL,Car Dependent,Some Transit,Somewhat Bikeable
645,84,North Fort Myers,33917.0,15,0,37,39407,FL,Car Dependent,Minimal,Somewhat Bikeable
646,85,The Acreage,,4,0,30,38704,FL,Car Dependent,Minimal,Somewhat Bikeable
647,86,Ormond Beach,,21,0,43,38137,FL,Car Dependent,Minimal,Somewhat Bikeable
648,87,Greenacres,,34,0,44,37573,FL,Car Dependent,Minimal,Somewhat Bikeable
649,88,Hallandale Beach,,56,37,62,37113,FL,Somewhat Walkable,Some Transit,Bikeable
650,89,Panama City,,34,0,47,36484,FL,Car Dependent,Minimal,Somewhat Bikeable
651,90,Kendall West,,51,36,48,36154,FL,Somewhat Walkable,Some Transit,Somewhat Bikeable
652,91,Aventura,,45,45,58,35762,FL,Car Dependent,Some Transit,Bikeable
653,92,South Miami Heights,,41,35,51,35696,FL,Car Dependent,Some Transit,Bikeable
654,93,Ocoee,34761.0,21,0,39,35579,FL,Car Dependent,Minimal,Somewhat Bikeable
655,94,Valrico,,11,0,33,35545,FL,Car Dependent,Minimal,Somewhat Bikeable
656,95,Dunedin,34698.0,42,25,55,35321,FL,Car Dependent,Some Transit,Bikeable
657,96,Egypt Lake,,46,29,49,35282,FL,Car Dependent,Some Transit,Somewhat Bikeable
657,96,Leto,,46,29,49,35282,FL,Car Dependent,Some Transit,Somewhat Bikeable
658,97,St. Cloud,,27,0,46,35183,FL,Car Dependent,Minimal,Somewhat Bikeable
659,98,Lake Worth,33460.0,58,0,65,34910,FL,Somewhat Walkable,Minimal,Bikeable
660,99,Merritt Island,32952.0,23,0,37,34743,FL,Car Dependent,Minimal,Somewhat Bikeable
661,100,Plant City,33563.0,31,0,42,34721,FL,Car Dependent,Minimal,Somewhat Bikeable
662,101,West Little River,,53,46,51,34699,FL,Somewhat Walkable,Some Transit,Bikeable
663,102,Winter Garden,,29,0,43,34568,FL,Car Dependent,Minimal,Somewhat Bikeable
664,103,Royal Palm Beach,,21,0,38,34140,FL,Car Dependent,Minimal,Somewhat Bikeable
665,104,Winter Haven,,26,0,43,33874,FL,Car Dependent,Minimal,Somewhat Bikeable
666,105,Carrollwood,,29,23,47,33365,FL,Car Dependent,Minimal,Somewhat Bikeable
667,106,Oviedo,,16,0,37,33342,FL,Car Dependent,Minimal,Somewhat Bikeable
668,107,Winter Springs,,17,0,38,33282,FL,Car Dependent,Minimal,Somewhat Bikeable
669,108,Golden Glades,,50,43,48,33145,FL,Somewhat Walkable,Some Transit,Somewhat Bikeable
670,109,Lauderdale Lakes,,43,39,44,32593,FL,Car Dependent,Some Transit,Somewhat Bikeable
671,110,Riviera Beach,33404.0,35,0,52,32488,FL,Car Dependent,Minimal,Bikeable
672,111,Land O' Lakes,,12,0,35,31996,FL,Car Dependent,Minimal,Somewhat Bikeable
673,112,Richmond West,,25,24,45,31973,FL,Car Dependent,Minimal,Somewhat Bikeable
674,113,Navarre,,13,0,37,31378,FL,Car Dependent,Minimal,Somewhat Bikeable
675,114,University,,26,21,53,31084,FL,Car Dependent,Minimal,Bikeable
675,114,Central,,26,21,53,31084,FL,Car Dependent,Minimal,Bikeable
676,115,East Lake,34685.0,10,0,38,30962,FL,Car Dependent,Minimal,Somewhat Bikeable
677,116,Lakeside,32065.0,20,0,40,30943,FL,Car Dependent,Minimal,Somewhat Bikeable
678,117,Westchester,,62,38,55,29862,FL,Somewhat Walkable,Some Transit,Bikeable
679,118,Dania Beach,,52,35,61,29639,FL,Somewhat Walkable,Some Transit,Bikeable
680,119,Fruit Cove,,8,0,32,29362,FL,Car Dependent,Minimal,Somewhat Bikeable
681,120,Miami Lakes,,36,28,40,29361,FL,Car Dependent,Some Transit,Somewhat Bikeable
682,121,Ferry Pass,,23,0,45,28921,FL,Car Dependent,Minimal,Somewhat Bikeable
683,122,Clermont,,23,0,34,28742,FL,Car Dependent,Minimal,Somewhat Bikeable
684,123,Cooper City,,26,15,41,28547,FL,Car Dependent,Minimal,Somewhat Bikeable
685,124,Lake Magdalene,,26,21,40,28509,FL,Car Dependent,Minimal,Somewhat Bikeable
686,125,Winter Park,32789.0,44,28,53,27852,FL,Car Dependent,Some Transit,Bikeable
687,126,Fleming Island,32003.0,11,0,36,27126,FL,Car Dependent,Minimal,Somewhat Bikeable
688,127,DeLand,,35,0,51,27031,FL,Car Dependent,Minimal,Bikeable
689,128,University Park,,57,39,58,26995,FL,Somewhat Walkable,Some Transit,Bikeable
690,129,Casselberry,,34,22,49,26241,FL,Car Dependent,Minimal,Somewhat Bikeable
691,130,Four Corners,,12,0,32,26116,FL,Car Dependent,Minimal,Somewhat Bikeable
692,131,Buenaventura Lakes,34743.0,17,23,32,26079,FL,Car Dependent,Minimal,Somewhat Bikeable
693,132,Meadow Woods,,13,22,33,25558,FL,Car Dependent,Minimal,Somewhat Bikeable
694,133,Rockledge,,20,22,37,24926,FL,Car Dependent,Minimal,Somewhat Bikeable
695,134,Key West,,63,0,86,24649,FL,Somewhat Walkable,Minimal,Very Bikeable
696,135,Temple Terrace,,37,32,48,24541,FL,Car Dependent,Some Transit,Somewhat Bikeable
697,136,Coral Terrace,,60,36,52,24376,FL,Somewhat Walkable,Some Transit,Bikeable
698,137,Citrus Park,33625.0,20,14,45,24252,FL,Car Dependent,Minimal,Somewhat Bikeable
699,138,Immokalee,,26,0,44,24154,FL,Car Dependent,Minimal,Somewhat Bikeable
700,139,Keystone,,7,0,33,24039,FL,Car Dependent,Minimal,Somewhat Bikeable
701,140,Parkland,,13,0,36,23962,FL,Car Dependent,Minimal,Somewhat Bikeable
702,141,Golden Gate,,34,0,49,23961,FL,Car Dependent,Minimal,Somewhat Bikeable
703,142,Tarpon Springs,34689.0,30,18,45,23484,FL,Car Dependent,Minimal,Somewhat Bikeable
704,143,Bayonet Point,,25,0,43,23467,FL,Car Dependent,Minimal,Somewhat Bikeable
705,144,Palmetto Bay,,30,27,44,23410,FL,Car Dependent,Some Transit,Somewhat Bikeable
706,145,Bellview,,15,0,36,23355,FL,Car Dependent,Minimal,Somewhat Bikeable
707,146,Wright,,37,0,45,23127,FL,Car Dependent,Minimal,Somewhat Bikeable
708,147,Palm City,,13,0,37,23120,FL,Car Dependent,Minimal,Somewhat Bikeable
709,148,Vero Beach South,,20,0,38,23092,FL,Car Dependent,Minimal,Somewhat Bikeable
710,149,The Crossings,,49,32,47,22758,FL,Car Dependent,Some Transit,Somewhat Bikeable
711,150,East Lake,,26,28,45,22753,FL,Car Dependent,Some Transit,Somewhat Bikeable
711,150,Orient Park,,26,28,45,22753,FL,Car Dependent,Some Transit,Somewhat Bikeable
712,151,Bloomingdale,,17,0,37,22711,FL,Car Dependent,Minimal,Somewhat Bikeable
713,152,Oak Ridge,,40,39,55,22685,FL,Car Dependent,Some Transit,Bikeable
714,153,Leisure City,,41,32,46,22655,FL,Car Dependent,Some Transit,Somewhat Bikeable
715,154,Estero,,13,0,41,22612,FL,Car Dependent,Minimal,Somewhat Bikeable
716,155,New Smyrna Beach,,23,0,46,22464,FL,Car Dependent,Minimal,Somewhat Bikeable
717,156,Holiday,,25,0,41,22403,FL,Car Dependent,Minimal,Somewhat Bikeable
718,157,South Bradenton,,43,31,46,22178,FL,Car Dependent,Some Transit,Somewhat Bikeable
719,158,Northdale,,14,0,40,22079,FL,Car Dependent,Minimal,Somewhat Bikeable
720,159,Princeton,,29,29,38,22038,FL,Car Dependent,Some Transit,Somewhat Bikeable
721,160,Wekiwa Springs,,17,0,36,21998,FL,Car Dependent,Minimal,Somewhat Bikeable
722,161,Sebastian,,14,0,32,21929,FL,Car Dependent,Minimal,Somewhat Bikeable
723,162,Brent,,23,0,42,21804,FL,Car Dependent,Minimal,Somewhat Bikeable
724,163,Westchase,,22,0,44,21747,FL,Car Dependent,Minimal,Somewhat Bikeable
725,164,Hialeah Gardens,,52,26,46,21744,FL,Somewhat Walkable,Some Transit,Somewhat Bikeable
726,165,Jacksonville Beach,32250.0,51,0,55,21362,FL,Somewhat Walkable,Minimal,Bikeable
727,166,West Pensacola,,35,0,49,21339,FL,Car Dependent,Minimal,Somewhat Bikeable
728,167,Palm River,,28,24,45,21024,FL,Car Dependent,Minimal,Somewhat Bikeable
728,167,Clair Mel,,28,24,45,21024,FL,Car Dependent,Minimal,Somewhat Bikeable
729,168,Crestview,,17,0,29,20978,FL,Car Dependent,Minimal,Somewhat Bikeable
730,169,Sunny Isles Beach,,59,45,59,20832,FL,Somewhat Walkable,Some Transit,Bikeable
731,170,Edgewater,,15,0,43,20750,FL,Car Dependent,Minimal,Somewhat Bikeable
732,171,Venice,34285.0,33,19,55,20748,FL,Car Dependent,Minimal,Bikeable
733,172,Ensley,,16,0,38,20602,FL,Car Dependent,Minimal,Somewhat Bikeable
734,173,Haines City,,26,0,38,20535,FL,Car Dependent,Minimal,Somewhat Bikeable
735,174,Oakleaf Plantation,,6,0,30,20315,FL,Car Dependent,Minimal,Somewhat Bikeable
736,175,Leesburg,,27,0,43,20117,FL,Car Dependent,Minimal,Somewhat Bikeable
737,176,Pace,,13,0,35,20039,FL,Car Dependent,Minimal,Somewhat Bikeable
738,177,Palm Valley,,16,0,40,20019,FL,Car Dependent,Minimal,Somewhat Bikeable
739,178,Lealman,,47,32,55,19879,FL,Car Dependent,Some Transit,Bikeable
740,179,Naples,34102.0,36,0,47,19537,FL,Car Dependent,Minimal,Somewhat Bikeable
741,180,Ives Estates,,42,31,44,19525,FL,Car Dependent,Some Transit,Somewhat Bikeable
742,181,Fort Walton Beach,,39,0,47,19507,FL,Car Dependent,Minimal,Somewhat Bikeable
743,182,Lutz,33548.0,9,0,33,19344,FL,Car Dependent,Minimal,Somewhat Bikeable
744,183,DeBary,32713.0,15,0,38,19320,FL,Car Dependent,Minimal,Somewhat Bikeable
745,184,Sun City Center,33573.0,10,0,36,19258,FL,Car Dependent,Minimal,Somewhat Bikeable
746,185,Jasmine Estates,,41,0,48,18989,FL,Car Dependent,Minimal,Somewhat Bikeable
747,186,Palm Springs,,44,31,46,18928,FL,Car Dependent,Some Transit,Somewhat Bikeable
748,187,Eustis,,28,0,37,18558,FL,Car Dependent,Minimal,Somewhat Bikeable
749,188,Lynn Haven,,25,0,41,18493,FL,Car Dependent,Minimal,Somewhat Bikeable
750,189,West Melbourne,,22,0,43,18355,FL,Car Dependent,Minimal,Somewhat Bikeable
751,190,Pinecrest,,29,33,47,18223,FL,Car Dependent,Some Transit,Somewhat Bikeable
752,191,Florida Ridge,,10,0,33,18164,FL,Car Dependent,Minimal,Somewhat Bikeable
753,192,Ojus,,40,45,46,18036,FL,Car Dependent,Some Transit,Somewhat Bikeable
754,193,Belle Glade,,38,0,43,17467,FL,Car Dependent,Minimal,Somewhat Bikeable
755,194,Bartow,,28,0,45,17298,FL,Car Dependent,Minimal,Somewhat Bikeable
756,195,Seminole,,38,29,53,17233,FL,Car Dependent,Some Transit,Bikeable
757,196,Ruskin,,13,0,37,17208,FL,Car Dependent,Minimal,Somewhat Bikeable
758,197,Cocoa,32922.0,35,26,46,17140,FL,Car Dependent,Some Transit,Somewhat Bikeable
759,198,Glenvar Heights,,45,39,52,16898,FL,Car Dependent,Some Transit,Bikeable
760,199,Safety Harbor,34695.0,22,19,44,16884,FL,Car Dependent,Minimal,Somewhat Bikeable
761,200,San Carlos Park,,14,0,37,16824,FL,Car Dependent,Minimal,Somewhat Bikeable
762,201,Punta Gorda,,15,0,42,16641,FL,Car Dependent,Minimal,Somewhat Bikeable
763,0,Atlanta,30318.0,48,47,45,420003,GA,Car Dependent,Some Transit,Somewhat Bikeable
764,1,Augusta,30906.0,22,0,33,195844,GA,Car Dependent,Minimal,Somewhat Bikeable
764,1,Richmond County,30906.0,22,0,33,195844,GA,Car Dependent,Minimal,Somewhat Bikeable
765,2,Columbus,31907.0,26,0,31,189885,GA,Car Dependent,Minimal,Somewhat Bikeable
766,3,Savannah,,43,0,53,136286,GA,Car Dependent,Minimal,Bikeable
767,4,Athens,30605.0,27,0,34,115452,GA,Car Dependent,Minimal,Somewhat Bikeable
767,4,Clarke County,30605.0,27,0,34,115452,GA,Car Dependent,Minimal,Somewhat Bikeable
768,5,Sandy Springs,30350.0,27,27,20,93853,GA,Car Dependent,Some Transit,Somewhat Bikeable
769,6,Macon,31204.0,31,0,32,91351,GA,Car Dependent,Minimal,Somewhat Bikeable
770,7,Roswell,30076.0,22,14,22,88346,GA,Car Dependent,Minimal,Somewhat Bikeable
771,8,Albany,,25,0,40,77434,GA,Car Dependent,Minimal,Somewhat Bikeable
772,9,Johns Creek,,18,0,21,76728,GA,Car Dependent,Minimal,Somewhat Bikeable
773,10,Warner Robins,,22,0,37,66588,GA,Car Dependent,Minimal,Somewhat Bikeable
774,11,Alpharetta,,21,16,26,57551,GA,Car Dependent,Minimal,Somewhat Bikeable
775,12,Marietta,,35,20,30,56579,GA,Car Dependent,Minimal,Somewhat Bikeable
776,13,Valdosta,,30,0,47,54518,GA,Car Dependent,Minimal,Somewhat Bikeable
777,14,Smyrna,,34,21,28,51271,GA,Car Dependent,Minimal,Somewhat Bikeable
778,15,Dunwoody,30338.0,32,27,28,46267,GA,Car Dependent,Some Transit,Somewhat Bikeable
779,16,North Atlanta,,46,37,29,40456,GA,Car Dependent,Some Transit,Somewhat Bikeable
780,17,Mableton,,15,16,19,37115,GA,Car Dependent,Minimal,Somewhat Bikeable
781,18,Rome,,27,0,38,36303,GA,Car Dependent,Minimal,Somewhat Bikeable
782,19,Martinez,,20,0,27,35795,GA,Car Dependent,Minimal,Somewhat Bikeable
783,20,Peachtree City,30269.0,19,0,26,34364,GA,Car Dependent,Minimal,Somewhat Bikeable
784,21,Gainesville,,31,0,23,33804,GA,Car Dependent,Minimal,Somewhat Bikeable
785,22,East Point,30344.0,31,43,28,33712,GA,Car Dependent,Some Transit,Somewhat Bikeable
786,23,Hinesville,,18,0,37,33437,GA,Car Dependent,Minimal,Somewhat Bikeable
787,24,Dalton,,31,0,34,33128,GA,Car Dependent,Minimal,Somewhat Bikeable
788,25,Newnan,,25,0,27,33039,GA,Car Dependent,Minimal,Somewhat Bikeable
789,26,Redan,,17,29,24,33015,GA,Car Dependent,Some Transit,Somewhat Bikeable
790,27,Milton,,12,10,20,32661,GA,Car Dependent,Minimal,Somewhat Bikeable
791,28,Douglasville,,18,0,20,30961,GA,Car Dependent,Minimal,Somewhat Bikeable
792,29,Kennesaw,,25,0,25,29783,GA,Car Dependent,Minimal,Somewhat Bikeable
793,30,LaGrange,,26,0,28,29588,GA,Car Dependent,Minimal,Somewhat Bikeable
794,31,Evans,,9,0,19,29011,GA,Car Dependent,Minimal,Somewhat Bikeable
795,32,Lawrenceville,,29,16,30,28546,GA,Car Dependent,Minimal,Somewhat Bikeable
796,33,Statesboro,,31,0,49,28422,GA,Car Dependent,Minimal,Somewhat Bikeable
797,34,Tucker,,22,31,25,27581,GA,Car Dependent,Some Transit,Somewhat Bikeable
798,35,Duluth,,30,0,24,26600,GA,Car Dependent,Minimal,Somewhat Bikeable
799,36,Stockbridge,,21,0,24,25636,GA,Car Dependent,Minimal,Somewhat Bikeable
800,37,Carrollton,,24,0,38,24388,GA,Car Dependent,Minimal,Somewhat Bikeable
801,38,Woodstock,,21,0,22,23896,GA,Car Dependent,Minimal,Somewhat Bikeable
802,39,Griffin,,32,0,36,23643,GA,Car Dependent,Minimal,Somewhat Bikeable
803,40,Candler,,26,39,23,23025,GA,Car Dependent,Some Transit,Somewhat Bikeable
803,40,McAfee,,26,39,23,23025,GA,Car Dependent,Some Transit,Somewhat Bikeable
804,41,Canton,,22,0,14,22958,GA,Car Dependent,Minimal,Somewhat Bikeable
805,42,McDonough,,21,0,30,22084,GA,Car Dependent,Minimal,Somewhat Bikeable
806,43,Acworth,,24,0,32,20425,GA,Car Dependent,Minimal,Somewhat Bikeable
807,44,Cartersville,,27,0,29,19731,GA,Car Dependent,Minimal,Somewhat Bikeable
808,45,Union City,30291.0,10,22,20,19456,GA,Car Dependent,Minimal,Somewhat Bikeable
809,46,Decatur,,60,49,69,19335,GA,Somewhat Walkable,Some Transit,Bikeable
810,47,Pooler,31322.0,12,0,33,19140,GA,Car Dependent,Minimal,Somewhat Bikeable
811,48,North Druid Hills,,43,35,28,18947,GA,Car Dependent,Some Transit,Somewhat Bikeable
812,49,Sugar Hill,,9,0,13,18522,GA,Car Dependent,Minimal,Somewhat Bikeable
813,50,Forest Park,,35,28,39,18468,GA,Car Dependent,Some Transit,Somewhat Bikeable
814,51,Thomasville,,29,0,44,18413,GA,Car Dependent,Minimal,Somewhat Bikeable
815,52,Snellville,,17,0,26,18242,GA,Car Dependent,Minimal,Somewhat Bikeable
816,53,Milledgeville,,25,0,30,17715,GA,Car Dependent,Minimal,Somewhat Bikeable
817,54,St. Marys,,11,0,36,17121,GA,Car Dependent,Minimal,Somewhat Bikeable
818,55,Americus,,25,0,36,17041,GA,Car Dependent,Minimal,Somewhat Bikeable
819,56,North Decatur,,43,34,41,16698,GA,Car Dependent,Some Transit,Somewhat Bikeable
820,0,Honolulu,96817.0,65,57,51,337256,HI,Somewhat Walkable,Good Transit,Bikeable
821,1,East Honolulu,96825.0,20,34,22,49914,HI,Car Dependent,Some Transit,Somewhat Bikeable
822,2,Pearl City,,26,37,23,47698,HI,Car Dependent,Some Transit,Somewhat Bikeable
823,3,Hilo,,23,0,31,43263,HI,Car Dependent,Minimal,Somewhat Bikeable
824,4,Kailua,,39,32,43,38635,HI,Car Dependent,Some Transit,Somewhat Bikeable
825,5,Waipahu,,48,53,42,38216,HI,Car Dependent,Good Transit,Somewhat Bikeable
826,6,Kaneohe,,36,33,29,34597,HI,Car Dependent,Some Transit,Somewhat Bikeable
827,7,Mililani Town,,33,38,32,27629,HI,Car Dependent,Some Transit,Somewhat Bikeable
828,8,Kahului,96732.0,29,0,40,26337,HI,Car Dependent,Minimal,Somewhat Bikeable
829,9,Ewa Gentry,,34,39,43,22690,HI,Car Dependent,Some Transit,Somewhat Bikeable
830,10,Mililani Mauka,,17,29,18,21039,HI,Car Dependent,Some Transit,Somewhat Bikeable
831,11,Kihei,,42,0,47,20881,HI,Car Dependent,Minimal,Somewhat Bikeable
832,12,Makakilo,,12,33,7,18248,HI,Car Dependent,Some Transit,Somewhat Bikeable
833,13,Wahiawa,,40,36,34,17821,HI,Car Dependent,Some Transit,Somewhat Bikeable
834,0,Boise City,83704.0,39,23,62,205671,ID,Car Dependent,Minimal,Bikeable
835,1,Nampa,,30,0,46,81557,ID,Car Dependent,Minimal,Somewhat Bikeable
836,2,Meridian,,26,0,41,75092,ID,Car Dependent,Minimal,Somewhat Bikeable
837,3,Idaho Falls,,40,0,51,56813,ID,Car Dependent,Minimal,Bikeable
838,4,Pocatello,,38,0,42,54255,ID,Car Dependent,Minimal,Somewhat Bikeable
839,5,Caldwell,,26,0,39,46237,ID,Car Dependent,Minimal,Somewhat Bikeable
840,6,Coeur d'Alene,,36,0,50,44137,ID,Car Dependent,Minimal,Bikeable
841,7,Twin Falls,,38,0,55,44125,ID,Car Dependent,Minimal,Bikeable
842,8,Lewiston,,35,0,41,31894,ID,Car Dependent,Minimal,Somewhat Bikeable
843,9,Post Falls,,22,0,41,27574,ID,Car Dependent,Minimal,Somewhat Bikeable
844,10,Rexburg,,44,0,56,25484,ID,Car Dependent,Minimal,Bikeable
845,11,Moscow,,47,0,55,23800,ID,Car Dependent,Minimal,Bikeable
846,12,Eagle,,18,0,38,19908,ID,Car Dependent,Minimal,Somewhat Bikeable
847,0,Chicago,60629.0,77,65,73,2695598,IL,Very Walkable,Good Transit,Very Bikeable
848,1,Aurora,60505.0,40,22,54,197899,IL,Car Dependent,Minimal,Bikeable
849,2,Rockford,61104.0,42,0,46,152871,IL,Car Dependent,Minimal,Somewhat Bikeable
850,3,Joliet,,35,17,46,147433,IL,Car Dependent,Minimal,Somewhat Bikeable
851,4,Naperville,,34,21,47,141853,IL,Car Dependent,Minimal,Somewhat Bikeable
852,5,Springfield,62704.0,35,0,48,116250,IL,Car Dependent,Minimal,Somewhat Bikeable
853,6,Peoria,61614.0,39,0,44,115007,IL,Car Dependent,Minimal,Somewhat Bikeable
854,7,Elgin,,42,29,53,108188,IL,Car Dependent,Some Transit,Bikeable
855,8,Waukegan,,49,30,45,89078,IL,Car Dependent,Some Transit,Somewhat Bikeable
856,9,Cicero,60804.0,73,52,57,83891,IL,Very Walkable,Good Transit,Bikeable
857,10,Champaign,61820.0,50,47,65,81055,IL,Somewhat Walkable,Some Transit,Bikeable
858,11,Bloomington,61701.0,35,27,49,76610,IL,Car Dependent,Some Transit,Somewhat Bikeable
859,12,Decatur,62523.0,32,0,43,76122,IL,Car Dependent,Minimal,Somewhat Bikeable
860,13,Arlington Heights,60004.0,46,0,60,75101,IL,Car Dependent,Minimal,Bikeable
861,14,Evanston,60201.0,74,50,88,74486,IL,Very Walkable,Good Transit,Very Bikeable
862,15,Schaumburg,60193.0,42,0,67,74227,IL,Car Dependent,Minimal,Bikeable
863,16,Bolingbrook,60440.0,33,0,48,73366,IL,Car Dependent,Minimal,Somewhat Bikeable
864,17,Palatine,,39,0,53,68557,IL,Car Dependent,Minimal,Bikeable
865,18,Skokie,60076.0,66,42,70,64784,IL,Somewhat Walkable,Some Transit,Very Bikeable
866,19,Des Plaines,,53,36,57,58364,IL,Somewhat Walkable,Some Transit,Bikeable
867,20,Orland Park,,28,0,44,56767,IL,Car Dependent,Minimal,Somewhat Bikeable
868,21,Tinley Park,,33,0,44,56703,IL,Car Dependent,Minimal,Somewhat Bikeable
869,22,Oak Lawn,60453.0,57,35,51,56690,IL,Somewhat Walkable,Some Transit,Bikeable
870,23,Berwyn,,73,45,58,56657,IL,Very Walkable,Some Transit,Bikeable
871,24,Mount Prospect,60056.0,51,28,61,54167,IL,Somewhat Walkable,Some Transit,Bikeable
872,25,Wheaton,,40,24,53,52894,IL,Car Dependent,Minimal,Bikeable
873,26,Normal,,38,37,50,52497,IL,Car Dependent,Some Transit,Bikeable
874,27,Hoffman Estates,60192.0,34,0,56,51895,IL,Car Dependent,Minimal,Bikeable
875,28,Oak Park,60302.0,78,62,66,51878,IL,Very Walkable,Good Transit,Bikeable
876,29,Downers Grove,,44,27,50,47833,IL,Car Dependent,Some Transit,Bikeable
877,30,Glenview,,37,31,44,44692,IL,Car Dependent,Some Transit,Somewhat Bikeable
878,31,Belleville,,38,30,45,44478,IL,Car Dependent,Some Transit,Somewhat Bikeable
879,32,Elmhurst,60126.0,48,25,53,44121,IL,Car Dependent,Some Transit,Bikeable
880,33,DeKalb,,37,0,60,43862,IL,Car Dependent,Minimal,Bikeable
881,34,Moline,,43,37,43,43483,IL,Car Dependent,Some Transit,Somewhat Bikeable
882,35,Lombard,,44,21,53,43165,IL,Car Dependent,Minimal,Bikeable
883,36,Buffalo Grove,60089.0,39,0,56,41496,IL,Car Dependent,Minimal,Bikeable
884,37,Urbana,61801.0,51,52,70,41250,IL,Somewhat Walkable,Good Transit,Very Bikeable
885,38,Bartlett,,21,0,50,41208,IL,Car Dependent,Minimal,Bikeable
886,39,Crystal Lake,,29,0,46,40743,IL,Car Dependent,Minimal,Somewhat Bikeable
887,40,Quincy,62301.0,42,0,46,40633,IL,Car Dependent,Minimal,Somewhat Bikeable
888,41,Streamwood,60107.0,34,0,49,39858,IL,Car Dependent,Minimal,Somewhat Bikeable
889,42,Carol Stream,60188.0,35,0,53,39711,IL,Car Dependent,Minimal,Bikeable
890,43,Romeoville,60446.0,24,0,41,39680,IL,Car Dependent,Minimal,Somewhat Bikeable
891,44,Plainfield,,20,4,46,39581,IL,Car Dependent,Minimal,Somewhat Bikeable
892,45,Rock Island,61201.0,45,0,47,39018,IL,Car Dependent,Minimal,Somewhat Bikeable
893,46,Hanover Park,,44,0,57,37973,IL,Car Dependent,Minimal,Bikeable
894,47,Carpentersville,,30,0,41,37691,IL,Car Dependent,Minimal,Somewhat Bikeable
895,48,Wheeling,60090.0,42,23,50,37648,IL,Car Dependent,Minimal,Bikeable
896,49,Park Ridge,60068.0,53,40,55,37480,IL,Somewhat Walkable,Some Transit,Bikeable
897,50,Calumet City,60409.0,55,30,52,37042,IL,Somewhat Walkable,Some Transit,Bikeable
898,51,Addison,60101.0,46,0,52,36942,IL,Car Dependent,Minimal,Bikeable
899,52,Glendale Heights,60139.0,38,0,47,34208,IL,Car Dependent,Minimal,Somewhat Bikeable
900,53,Pekin,,39,0,46,34094,IL,Car Dependent,Minimal,Somewhat Bikeable
901,54,Northbrook,,35,21,46,33170,IL,Car Dependent,Minimal,Somewhat Bikeable
902,55,Elk Grove Village,,40,0,53,33127,IL,Car Dependent,Minimal,Bikeable
903,56,Danville,,32,0,42,33027,IL,Car Dependent,Minimal,Somewhat Bikeable
904,57,St. Charles,,36,0,51,32974,IL,Car Dependent,Minimal,Bikeable
905,58,Woodridge,60517.0,31,0,53,32971,IL,Car Dependent,Minimal,Bikeable
906,59,North Chicago,60064.0,38,28,46,32574,IL,Car Dependent,Some Transit,Somewhat Bikeable
907,60,Galesburg,,37,0,47,32195,IL,Car Dependent,Minimal,Somewhat Bikeable
908,61,Gurnee,,22,21,37,31295,IL,Car Dependent,Minimal,Somewhat Bikeable
909,62,Mundelein,,37,0,51,31064,IL,Car Dependent,Minimal,Bikeable
910,63,Oswego,,23,0,51,30355,IL,Car Dependent,Minimal,Bikeable
911,64,Chicago Heights,,49,33,55,30276,IL,Car Dependent,Some Transit,Bikeable
912,65,Algonquin,,25,0,50,30046,IL,Car Dependent,Minimal,Bikeable
913,66,Granite City,,33,0,47,29849,IL,Car Dependent,Minimal,Somewhat Bikeable
914,67,Niles,60714.0,62,42,57,29803,IL,Somewhat Walkable,Some Transit,Bikeable
915,68,Highland Park,60035.0,41,29,53,29763,IL,Car Dependent,Some Transit,Bikeable
916,69,Lake in the Hills,,20,0,49,28965,IL,Car Dependent,Minimal,Somewhat Bikeable
917,70,Burbank,60459.0,58,35,50,28925,IL,Somewhat Walkable,Some Transit,Bikeable
918,71,Lansing,,47,16,53,28331,IL,Car Dependent,Minimal,Bikeable
919,72,O'Fallon,,23,0,36,28281,IL,Car Dependent,Minimal,Somewhat Bikeable
920,73,Round Lake Beach,,39,0,45,28175,IL,Car Dependent,Minimal,Somewhat Bikeable
921,74,Oak Forest,,35,21,40,27962,IL,Car Dependent,Minimal,Somewhat Bikeable
