Job Title,Company,Location,Posting Date,Extract Date,Summary,Salary,Job Url
Principal Statistical Programmer (Ref: LM),PHASTAR,"Atlanta, GA",Active 4 days ago,2021-03-23,"Responsibility for overall project delivery, including clinical trial reports and other regulatory submission deliverables.
CDISC (SDTM and ADaM) experience.",,https://www.indeed.com/company/Phastar/jobs/Principal-Statistical-Programmer-0d96813a3e9de6f0?fccid=6c4c1b43a0cb41ab&vjs=3
Machine Learning Architect,CEDENT,"Alpharetta, GA",30+ days ago,2021-03-23,"Engineer large scale development systems using full-stack, distributed shallow and deep-learning technologies and big data technologies.",,https://www.indeed.com/rc/clk?jk=e6c32716061a2780&fccid=2ecf4575019bf07a&vjs=3
Data Science Architect,Rackspace,"Atlanta, GA",30+ days ago,2021-03-23,"3+ years experience with analytics/data management strategy formulation, architectural blueprinting, business case development and effort estimation of…",,https://www.indeed.com/rc/clk?jk=409b74291fff12d5&fccid=b60c9324aeb7df96&vjs=3
Principal Data Center IP Architect,Cox Communications Inc,"Atlanta, GA",30+ days ago,2021-03-23,"Capable of collaborating and working closely with cross-functional teams – data scientists, engineers, business and solution architects and partners to identify…",,https://www.indeed.com/rc/clk?jk=40139e2bc20538ab&fccid=c7e6b037b4d816c9&vjs=3
Lead Machine Learning Engineer,Macy’s,"Johns Creek, GA",12 days ago,2021-03-23,"Ability and desire to take product/project ownership.
Must have Java in depth knowledge - as well as an ability in mastering other tools of the trade, including…",,https://www.indeed.com/rc/clk?jk=2f3a625e60025cad&fccid=6df24d87c9f05a07&vjs=3
"Data Governance and Quality – Analytics & Cognitive, Senior Consultant",Deloitte,"Atlanta, GA",20 days ago,2021-03-23,"3+ years of relevant data management consulting or industry experience (master data, metadata, data architecture, data governance, data quality, data modeling).",,https://www.indeed.com/rc/clk?jk=1073f6f5e90a63bb&fccid=9e215d88a6b33622&vjs=3
Principal Data Science Engineer,System Soft Technologies,"Atlanta, GA",30+ days ago,2021-03-23,"Expand our suite of data products via data mining and scientific analysis of internal and external data sources.
8-10 years of data scientist experience.",,https://www.indeed.com/rc/clk?jk=63c43cee94c12d8c&fccid=b1ebd4394b578316&vjs=3
"Artificial Intelligence Architect, Senior Manager - Applied Artificial Intelligence",Deloitte,"Atlanta, GA",30+ days ago,2021-03-23,"Demonstrated expertise in at least one of the following: machine learning, deep learning, time-series modeling, propensity and prediction, behavioral nudges,…",,https://www.indeed.com/rc/clk?jk=8d595dee0ab03157&fccid=9e215d88a6b33622&vjs=3
"Senior Manager, Online Data Science - Search",Home Depot / THD,"Atlanta, GA",30+ days ago,2021-03-23,The Senior Manager will lead a team of data scientists creating machine learning and data mining solutions to improve digital experience for our customers;…,,https://www.indeed.com/rc/clk?jk=8743a1cec988a23c&fccid=82e58e9861d48566&vjs=3
"Senior Associate, Conversational AI Developer",KPMG,"Atlanta, GA",30+ days ago,2021-03-23,"4+ years of knowledge of conversational dialog systems, machine learning, and cloud computing, preferably with hands-on experience with one or more of: Google…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CzN6uX84z9wq8HaOCWH9ZvJLeemKyVc3gCGVrPSg-ucI9H6BgA8rDcXux5vfMF3jd2HQE-Q1VIGcvJPpqEKRErRASZTXHB8ZKQLB0sXySGB3DDSOTMzYIl5GxMMZuKM25R3J0KetdDXV3yHm2CDTgjuXZJyzx6DzPYwEW1vSKpiEvIMSCymy3VCra6ElZHEWheI9ZAS5WaqbjLzvdPl_Ii4wKzpo1T5D_KXEqmtQnZLXQYRC0Ydt6-94heegLN_bnsl-82pcBES4brWxKK5zJbbFKRqMdOaMoTlEFI1S3VdAxKh0L3W9LHOVt3APwnBBcGlhi_Y2BFxPtc2TMjHP4Bf5KuLS6FN4YDp8e6dWw12Q9nCM1OtYW-0ABrO2La_5YRBVCd-rgKdpWO_FqJgdOVMzC3nuTBmZ8xBp04ZICzshbZjffby2MknXK8evcsGFaTdXx35Nh9BRPpIn16NVRdnQ_wLqxagV7sr0coilrl2xhbwQaKfTT8QWI0o76VxHnSc3pk59XkKg4zcZgQHI4W1Rf0gsFhMN8uysVXFyzO1PxiN96X-9PelTKL9iauklruJ0eIqd2WzbieKBnO0viFerv4y5EqB1dnCMJ_9DRwjmJcyoSzjeQM4Z9W_xfbtqbEb0MlfPcJT-9Ch-di9gMzyJn48jMoE0iSgz-iBe3JDHc518qv4iysEPAlTX_RTWTiHoK9XFHWKfDTk_-F-B7K5ZqxT-uGSTxa9nK1gKEweXuyAdwodn05Vsfpurfojhmv4sYTeDYSV9dIGSospt-Svg_e54RcPL_P-sDXgxp_TqgkfhqQS9jnS5y_pJ2fG-PbcdH89tOhztJ1a0aafTW_Lu1EGhXS7vYngl4KvhngLX-8ckJwz92bn-HvIC3CWAgSB7PDYdgdA1_Gp6L1ZvrsR7YFtdlIMRwmBUE43QK8P8PbhBITKz3KilcLOqfPRduMAHESH81yeNWdSGKoUf0TW_CuL25I8mAHssXYHc2lrpqUZUX0ImiKqaznV2Z-bJRXb8ZlcT1j46YhHo9gT9yhmpZ5ldi9zXQ-3F7Hg5eoKcWbaO7IlKKfNk06C8LRBP_Qp2ZHyfY2vWl4VGDVPCDf6Zc-GTUZnZM=&p=11&fvj=0&vjs=3
"GCP Cloud Enablement - Analytics & Cognitive, Senior Consultant",Deloitte,"Atlanta, GA",20 days ago,2021-03-23,"Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and…",,https://www.indeed.com/rc/clk?jk=b45cce54113f631f&fccid=9e215d88a6b33622&vjs=3
"Master Data Management, Senior Consultant - Analytics & Cognitive (Informatica MDM/360)",Deloitte,"Atlanta, GA",20 days ago,2021-03-23,"3+ years of relevant data management consulting or industry experience (master data, metadata, data architecture, data governance, data quality, data modeling,…",,https://www.indeed.com/rc/clk?jk=ce0795433f7f3849&fccid=9e215d88a6b33622&vjs=3
Job Title,Company,Location,Posting Date,Extract Date,Summary,Salary,Job Url
Data Scientist,"E-Logic, Inc.","Atlanta, GA",Active 4 days ago,2021-03-23,"Collaborate with a number of external and internal subject matter experts in public health microbiology, epidemiology, bioinformatics, proteomics, metagenomics,…",,"https://www.indeed.com/company/E--Logic,-Inc./jobs/Data-Scientist-d6ba29ef92113457?fccid=91e20fe0fb9a642f&vjs=3"
Associate Data Scientist - Decision Analytics,Home Depot / THD,"Atlanta, GA",6 days ago,2021-03-23,"Experience in predictive modeling, data mining, and data analysis Experience with data visualization software (preferably Tableau).",,https://www.indeed.com/rc/clk?jk=dfa4f103ec6c56ed&fccid=82e58e9861d48566&vjs=3
Data Scientist/Analyst (USC-W2 Only),PartnerCubed,"Atlanta, GA",Active 4 days ago,2021-03-23,Data Scientist/Analyst who could help them build a data analytics model to analyze their data and build/write algorithms and other queries/functionality that…,,https://www.indeed.com/company/Partner-Cubed/jobs/Data-Scientist-Analyst-1146d700dd3daacf?fccid=e11a77a04f4b5018&vjs=3
Data Scientist,AditTech Consultants,"Atlanta, GA",Today,2021-03-23,"Code, unit test, train data and create documentation for analytical applications according to the data and analytics blueprint.
Job Types: Full-time, Contract.",,https://www.indeed.com/company/AditTech-Consultants/jobs/Data-Scientist-91a9855eb1fc0cde?fccid=f545261579729af0&vjs=3
Wealth Data & Analytics Data Scientist,Truist Financial,"Atlanta, GA",Today,2021-03-23,"3-5 years of relevant financial services, data & analytics experience, and experience developing statistics and machine learning models.",,https://www.indeed.com/rc/clk?jk=b43ea34d267dac2d&fccid=035229327af06091&vjs=3
Data Scientist,Catalina Marketing,"Atlanta, GA",8 days ago,2021-03-23,"We use advanced machine learning, data science, operations research, statistics, and related analytics methodologies, operating on big data and delivered on a…",,https://www.indeed.com/rc/clk?jk=db16e01cbd8d6378&fccid=7cb8926c790321ab&vjs=3
Data Scientist,Daimler,"Atlanta, GA",30+ days ago,2021-03-23,"Conducting data analysis on large data sets, helping team members with complex algorithms, working together with other data scientists in an agile environment.",,https://www.indeed.com/rc/clk?jk=9533458eaaa62700&fccid=b25343f021fb51d7&vjs=3
"Analytics Specialist, Data Science",Delta,"Atlanta, GA",3 days ago,2021-03-23,"Use data and analysis to convey solution impact and to support process driven solutions.
An appropriate candidate will have great analytical and organizational…",,https://www.indeed.com/rc/clk?jk=850a0c02cdda19d0&fccid=3f721eb1d31080a6&vjs=3
Data Scientist,Cypress.io,"Atlanta, GA",30+ days ago,2021-03-23,"As a Data Scientist at Cypress, you will be part of a high-impact team focused on using statistical methods and machine learning models to analyze data and…",,https://www.indeed.com/rc/clk?jk=94bb5e4b8a02353b&fccid=c3ad0b9431cbc81b&vjs=3
"Data Scientist, Customer Intelligence - Opportunity for Working Remotely Atlanta, GA",VMware,"Atlanta, GA",3 days ago,2021-03-23,"6+ years of experience in solving complex business problems using advanced analytics, statistical analysis, machine learning, and algorithms that result in…",,https://www.indeed.com/rc/clk?jk=cf83222c94e87302&fccid=c762a27145bd166e&vjs=3
Consultant (Data Specialist)-Remote,"AVP, Inc.","Atlanta, GA",Just posted,2021-03-23,"Recent and upcoming projects include building experimental machine learning and crowdsourcing workflows for Library of Congress Labs Humans in the Loop ,…",,https://www.indeed.com/rc/clk?jk=8d220a11e18714c4&fccid=653df83cc6ec0647&vjs=3
Data Scientist Sr,Anthem,"Atlanta, GA",1 day ago,2021-03-23,"Experience leading end-to-end data science project implementation.
Provides actionable insights to output produced to ensure established targets are met.",,https://www.indeed.com/rc/clk?jk=be2b3bca63534f35&fccid=2a4da7fa99f4b9ae&vjs=3
Data Scientist,Georgia Tech,"Atlanta, GA",18 days ago,2021-03-23,"Provide data summaries, trends, and patterns by using data visualization tools and reporting tools.
This job requires expertise using statistical tools, data…",,https://www.indeed.com/rc/clk?jk=9a4ef7bcfc5b5904&fccid=db25687464a9ecf6&vjs=3
Data Scientist,IFG Companies,"Atlanta, GA",7 days ago,2021-03-23,"Prepare data for modelling and make best/creative use of applicable and available internal or external data.
Strong preference will be given to candidates with…",,https://www.indeed.com/rc/clk?jk=e62177e4726875cd&fccid=8eb89cf7f14f9913&vjs=3
Data Scientist,Booz Allen Hamilton,"Atlanta, GA",21 days ago,2021-03-23,"Provide client with a deep understanding of their data, what it means, and how it can be used.
Leverage analytical expertise to improve public health.",,https://www.indeed.com/rc/clk?jk=0b9da2b2f9cb1cbb&fccid=4e041af1d0af1bc8&vjs=3
Data Scientist,Booz Allen Hamilton,"Atlanta, GA",21 days ago,2021-03-23,"Provide client with a deep understanding of their data, what it means, and how it can be used.
Leverage analytical expertise to improve public health.",,https://www.indeed.com/rc/clk?jk=0b9da2b2f9cb1cbb&fccid=4e041af1d0af1bc8&vjs=3
"Strategy, Data Specialist",Delta,"Atlanta, GA",10 days ago,2021-03-23,"Also responsible for using advanced analytics and machine learning to develop actionable insights that drive improvement in customer satisfaction, revenue…",,https://www.indeed.com/rc/clk?jk=11763460d82e6675&fccid=3f721eb1d31080a6&vjs=3
Data Scientist,Jabo Industries,"Atlanta, GA",Active 10 days ago,2021-03-23,"Expertise developing predictive models, feature extraction, data-driven analysis, application of machine learning algorithms, text mining, decision support,…",,https://www.indeed.com/company/Jabo-Industries/jobs/Data-Scientist-3fc33cc34e94264d?fccid=002a5625d2a02ad0&vjs=3
Director/Principal Data Scientist - Healthcare Pricing and Optimization,Medxoom,"Atlanta, GA",Today,2021-03-23,"Medxoom's current customers include health plans, TPAs, and employers that are raising the bar in healthcare benefits.
Only full-time employees eligible.",,https://www.indeed.com/company/Medxoom/jobs/Director-Principal-Data-Scientist-a6991df3847d69d9?fccid=fb88c4635633078b&vjs=3
Data Scientist w/Python and/or Palantir REMOTE,Shine Systems,"Atlanta, GA",13 days ago,2021-03-23,"An ideal candidate has experience in health information/diseases, Palantir, and python coding.
They would be responsible for supporting staff inquiries for data…",,https://www.indeed.com/rc/clk?jk=949f0cbff3bd1730&fccid=71a3b3db8c603fbd&vjs=3
"Data Scientist(Machine Learning,Deep Learning,Python,R)- USC/ GC (TX,GA,NY)",Brilliant Infotech,"Atlanta, GA",Active 4 days ago,2021-03-23,"Proficiency in statistical and data mining techniques: GLM/GAM/Regression, Classifications, Random Forest, Boosting.
Expertise in various predictive modeling.",,https://www.indeed.com/company/Brilliant-Infotech-Inc./jobs/Data-Scientist-1abde5418821db73?fccid=f7e3a741e5126bf9&vjs=3
Data Analyst/Data Scientist,Vanderlande Industries,"Atlanta, GA",30+ days ago,2021-03-23,"In this role you assist the WS business continually improve through the mining, reporting, and analysis of data using various tools.",,https://www.indeed.com/rc/clk?jk=ece2f06740a3741b&fccid=9b9f0bf4b54e4b3d&vjs=3
"Data Scientist, Machine Learning Engineer",Next Insurance,"Atlanta, GA",4 days ago,2021-03-23,"5+ years of hands-on experience in the complete machine learning life-cycle: data analysis, data pipelining, machine learning modeling, model deployment &…",,https://www.indeed.com/rc/clk?jk=1f02c421ab26df8f&fccid=332867063ca4196c&vjs=3
"Data Scientist, Customer Experience",Honeywell,"Atlanta, GA",30+ days ago,2021-03-23,"The Data Scientist will provide insights, data analysis, experimentation and predictive analytics in support of customer experience initiatives.",,https://www.indeed.com/rc/clk?jk=f3c1307916749763&fccid=50208b5bf45ee3b8&vjs=3
Data Scientist,RELX Group,"Alpharetta, GA",14 days ago,2021-03-23,"3-5 years demonstrated applied modeling and analytic experience in applicable industry.
May lead projects or project steps within a broader project or have…",,https://www.indeed.com/rc/clk?jk=0eb46fa45aecb221&fccid=06206ab329e0eb22&vjs=3
Launch Data Specialist,Rubicon,"Atlanta, GA",8 days ago,2021-03-23,"Support efforts to ensure data integrity across all platforms and departments.
Extract information from customer raw data to create usable data sheets for the…",,https://www.indeed.com/rc/clk?jk=c353ac8772a7a2b9&fccid=8d8bde4f3caaae53&vjs=3
Advanced Data Scientist,Honeywell,"Atlanta, GA",8 days ago,2021-03-23,"Develop data modeling, mining, pattern analysis, data visualization and machine learning solutions to address customer needs.",,https://www.indeed.com/rc/clk?jk=f49221ac02d7ed3d&fccid=50208b5bf45ee3b8&vjs=3
"Intern - Data Science, Marketing Analytics (10 weeks)",McKinsey & Company,"Atlanta, GA",26 days ago,2021-03-23,"You will perform statistical data analyses, data mining and optimizations using multiple tools and techniques to get insights from large complex data sets.",,https://www.indeed.com/rc/clk?jk=70a071b8ad29b8ca&fccid=6576e7250aa78c3c&vjs=3
Data Scientist – Fundamental Fixed Income Associate,BlackRock,"Atlanta, GA",30+ days ago,2021-03-23,"Passion for applying software towards solving complex problems and ability to analyze large data sets, including design and testing methods in a fast-paced…",,https://www.indeed.com/rc/clk?jk=8dda4f91938d70d8&fccid=58c732f14833248a&vjs=3
Data Scientist,Purchasing Power,"Atlanta, GA",11 days ago,2021-03-23,"3 years of experience working on strategy or full-life cycle data science as well as experience working with data mining tools such as SAS, Python, SPSS, and R.",,https://www.indeed.com/rc/clk?jk=553bd93d4646a9f3&fccid=a222c072e63e774d&vjs=3
Data Scientist,Codoxo,"Atlanta, GA",30+ days ago,2021-03-23,"We are seeking a talented Data Scientist with experience in statistical data analytics, working with advanced machine learning algorithms, and solving complex…",,https://www.indeed.com/rc/clk?jk=6313e0104d6825c0&fccid=88df7112804301b7&vjs=3
Data Scientist,Purchasing Power,"Atlanta, GA",11 days ago,2021-03-23,"3 years of experience working on strategy or full-life cycle data science as well as experience working with data mining tools such as SAS, Python, SPSS, and R.",,https://www.indeed.com/rc/clk?jk=553bd93d4646a9f3&fccid=a222c072e63e774d&vjs=3
Data Scientist,Rubicon,"Atlanta, GA",13 days ago,2021-03-23,"Support efforts to ensure data integrity across all platforms and departments.
Create relationships between data and develop tabular and other multidimensional…",,https://www.indeed.com/rc/clk?jk=6cc4dd071bf71e6d&fccid=8d8bde4f3caaae53&vjs=3
Director/Principal Data Scientist - Healthcare Pricing and Optimization,Medxoom,"Atlanta, GA",Today,2021-03-23,"Medxoom's current customers include health plans, TPAs, and employers that are raising the bar in healthcare benefits.
Only full-time employees eligible.",,https://www.indeed.com/company/Medxoom/jobs/Director-Principal-Data-Scientist-a6991df3847d69d9?fccid=fb88c4635633078b&vjs=3
Senior Data Scientist,MATRIX Resources,"Atlanta, GA",Today,2021-03-23,"We are looking for a Data Scientist who applies strong expertise in machine learning, data mining, and information retrieval to design, prototype, and build…",,https://www.indeed.com/company/Thompson-Technologies/jobs/Senior-Data-Scientist-7f1ca8b94efad5e9?fccid=ea032dcf31d77250&vjs=3
Climate Data Scientist - Senior Manager,Deloitte,"Atlanta, GA",6 days ago,2021-03-23,"Support data synthesis, data visualization, writing and sharing results, and provide recommendations to clients.",,https://www.indeed.com/rc/clk?jk=7b149fc8094e0a67&fccid=9e215d88a6b33622&vjs=3
Data Scientist,Renew Financial,"Alpharetta, GA",30+ days ago,2021-03-23,"Ability to manage, create and clean data pipelines, bring together disparate data sets to help generate latent insights.
Experience in a startup environment.",,https://www.indeed.com/rc/clk?jk=fb19a862230ab3d2&fccid=17ca76175e4920db&vjs=3
Data Scientist,Contus,"Atlanta, GA",30+ days ago,2021-03-23,"Present information using data visualization techniques.
We also want to see a passion for machine-learning and research.
Good scripting and programming skills.",,https://www.indeed.com/rc/clk?jk=fbea40452ef1a258&fccid=5fe41c4185708d63&vjs=3
Data scientist,Protos IT,"Atlanta, GA",29 days ago,2021-03-23,Ability to offer creative technical solutions to data and analysis problems and ability to clearly articulate designed solutions to fellow data scientists and…,,https://www.indeed.com/company/protosit/jobs/Data-Scientist-c6d95cd918ad1764?fccid=9b65332259744a0f&vjs=3
"Data Scientist, Operations Decision Science",Delta,"Atlanta, GA",30+ days ago,2021-03-23,"An appropriate candidate will have a proven experience in data model building, optimization, machine learning techniques and other analytics solution building.",,https://www.indeed.com/rc/clk?jk=1cb59dd5ec8baf28&fccid=3f721eb1d31080a6&vjs=3
Sr VP Data Science,CEDENT,"Atlanta, GA",Just posted,2021-03-23,"We are seeking a Data Science Manager who will use their knowledge and experience applying statistical and data science methods (supervised learning,…",,https://www.indeed.com/rc/clk?jk=fcc77c2a27a5ac8a&fccid=2ecf4575019bf07a&vjs=3
Senior Data Scientist,Splunk,"Atlanta, GA",4 days ago,2021-03-23,"This will encompass identifying and parsing data, conducting exploratory analysis, identifying and visualizing trends, building and validating models, and…",,https://www.indeed.com/rc/clk?jk=85a6f6d2cc9d4bbe&fccid=aef928e89977f7f0&vjs=3
Business Marketing Data Scientist,"Serta Simmons Bedding, LLC","Doraville, GA",30+ days ago,2021-03-23,"Supporting channel and category management teams with category selling stories and product presentations * Manages the creation, update, documentation and…",,https://www.indeed.com/rc/clk?jk=0d2d76d837181c26&fccid=9f47810177ecb763&vjs=3
Statistician,Centers for Disease Control and Prevention,"Atlanta, GA",5 days ago,2021-03-23,"As a Statistician you will: Develop applications primarily in, but not limited to, the areas of statistical computing, statistical and research office…",,https://www.indeed.com/rc/clk?jk=61e276f9739c5811&fccid=3e901f592b439cea&vjs=3
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Atlanta, GA",30+ days ago,2021-03-23,Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models.,,https://www.indeed.com/rc/clk?jk=2e6228c80a1e7313&fccid=fe2d21eef233e94a&vjs=3
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Atlanta, GA",30+ days ago,2021-03-23,Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models.,,https://www.indeed.com/rc/clk?jk=2e6228c80a1e7313&fccid=fe2d21eef233e94a&vjs=3
Global Recruiting Data Scientist,The Boston Consulting Group,"Atlanta, GA",30+ days ago,2021-03-23,"Experience in research design, visualization techniques, and analysis approaches in which you manage and analyze both structured and unstructured data.",,https://www.indeed.com/rc/clk?jk=7c725dc85f6a89f9&fccid=b95f9eb47968fa13&vjs=3
"Program Manager, Data Scientist",General Dynamics Information Technology,"Atlanta, GA",1 day ago,2021-03-23,"The candidate should be knowledgeable in data science, epidemiology, public health, and/or data management to be able to effectively screen staff to be placed…",,https://www.indeed.com/rc/clk?jk=af30336b81866a65&fccid=11caadcdc98800d4&vjs=3
Sr. Financial Reporting Data Analyst/Specialist,Federal Reserve Bank of Atlanta,"Atlanta, GA",12 days ago,2021-03-23,"Prepare reports for management and identify data trends and relationships that may be useful to data users in the department, Bank, and the Board.",,https://www.indeed.com/rc/clk?jk=edb1308d0fd0818d&fccid=e71caef2ef515c40&vjs=3
2021 Data Science Intern,Cox Automotive,"Atlanta, GA",30+ days ago,2021-03-23,Our data scientists are responsible for leading the development of advanced analytics models to solve our customers’ problems through innovative products and…,,https://www.indeed.com/rc/clk?jk=bad2fe15ac82fa5a&fccid=7e465a3d521b3ac3&vjs=3
Data Scientist,Renew Financial,"Alpharetta, GA",30+ days ago,2021-03-23,"Ability to manage, create and clean data pipelines, bring together disparate data sets to help generate latent insights.
Experience in a startup environment.",,https://www.indeed.com/rc/clk?jk=fb19a862230ab3d2&fccid=17ca76175e4920db&vjs=3
Senior Data Scientist,Splunk,"Atlanta, GA",4 days ago,2021-03-23,"This will encompass identifying and parsing data, conducting exploratory analysis, identifying and visualizing trends, building and validating models, and…",,https://www.indeed.com/rc/clk?jk=85a6f6d2cc9d4bbe&fccid=aef928e89977f7f0&vjs=3
Data Scientist - Utility Analytics,Koch Engineered Solutions,"Atlanta, GA",20 days ago,2021-03-23,"1+ year experience in at least two of the following areas: advanced digital signal processing and filter design for embedded and enterprise applications,…",,https://www.indeed.com/rc/clk?jk=f12855035974a9f6&fccid=735667c8ff2f1a48&vjs=3
Senior-Data Scientist,AT&T,"Alpharetta, GA",6 days ago,2021-03-23,"Masters or PhD in a relevant quantitative field, or 1-3 years relevant applied research or industry experience preferred.",,https://www.indeed.com/rc/clk?jk=9000881d6788a58d&fccid=25b5166547bbf543&vjs=3
Senior Data Scientist,Verusen,"Atlanta, GA",20 days ago,2021-03-23,"As a Data scientist in any position at Verusen, you will be supported by several highly skilled data scientists, including those specializing in NLP.",,https://www.indeed.com/rc/clk?jk=7532d435ba081f84&fccid=4533445e9bf66d49&vjs=3
Data Scientist/Sr. Data Scientist,UCB S.A.,"Smyrna, GA",26 days ago,2021-03-23,"Hands-on experience developing data science workflows (forecasting, recommendation, prediction, testing, outlier detection, sensor analytics, NLP) experience…",,https://www.indeed.com/rc/clk?jk=8ef38725427990cd&fccid=33684b64e937e3af&vjs=3
Data Scientist,OneTrust,"Atlanta, GA",30+ days ago,2021-03-23,"Set the vision for developing complex analytics, data classification and NLP/NLU technologies.
5+ years of relevant experience in designing quantitative models…",,https://www.indeed.com/rc/clk?jk=b5b7ff83d355bafe&fccid=42362110adba23c5&vjs=3
Principal Data Scientist,Splunk,"Atlanta, GA",4 days ago,2021-03-23,This will encompass creating a collaborative environment with other scientists and engineers to use quantitative analysis and data presentation to uncover the…,,https://www.indeed.com/rc/clk?jk=2ac6ae7d2831ea3d&fccid=aef928e89977f7f0&vjs=3
Data Scientist,Seek Now,"Atlanta, GA",30+ days ago,2021-03-23,"Experience with the application of data science and machine learning algorithms including structured, unstructured, or relational and data mining and machine…",,https://www.indeed.com/rc/clk?jk=435b4e293e798125&fccid=f3318349d9a0a91f&vjs=3
Data Scientist,Cox Communications Inc,"Atlanta, GA",13 days ago,2021-03-23,"Experience in data visualization solutions and data visualization tools.
Build, test, and deploy ML (machine learning), DP (deep learning), AI (artificial…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DlW5UVUkrrTPknGvwwiIjuq5VZhzEKGt5_mzPH1VE7naLvXgDPkqfZD5dbCm11krd7u8fyHvatxH-CVhqMoWm3Zs4in70x0eg2nkwOC0yC3wcTFlAsb2gvjmSD0q5Z2DgrKTpG3uZ4UUAwHyfhb41NXuUQoAqpmRx-LVxQAm6teAtbOpcE0xnctEkPOFpqX4JiOy32FSYcoUNmNOaaZNWyORRmzv9ONtKEsEC4bliBC3uTF14NuudF9luuoDa-aCjRM0EsziJJDe7yJRsiARZfZLhCTvYvQMVcIas7PFqMZbqPp7Kzz_UtCHJClblhw1CUpBrpB_nI2Ju8wzoEsrdMYiJRBeJLFbBb_-_SFzg7wCmYr6IK2k0KHkp8wEHZUq5-8l5hw9o20o8B7vlmvB56yWu0mwK30Tt67pWHT27ZT0iwOK-iOI-hMbbJ3cE9L-25JUwxYb9pYLtTsemeW-8jc1Tel4wYAnxNvAMrk1DHIE3U91aarELRDt2MICz3uiRk3ycwTgRvsHygiLSlca6Qu3ET-GiuWXP5oGxMxTeltiiy_Y11t2YqtzQTgDGOPYIWj1e-1rGCCUQ3dXj7Q08e6Po4dKsbUcgIZubBkHOcAWDqyiuYUGk6ub5LzkPG0NrKYsRMsgV4PzHkW7KKWj5AMkJ8SXyWcwZCpj4Bwp4MEZTvEWZsvuVDxnkfm-2vqwQseuhxDdWmHvQfQa84S16N_ZDl44ZIXhAQITa2lpzCO0ybyeX015XGyQG-r9yYhnwXd462DatTjtFYVPlHa_9ZuIEKSYtk59bSvUBI3Gf-XeZ9TvfOvphxUU6K7e1-zcJkI7F-Wvnm-hgQyiVFA8SSA4Px_OMsqu0N3O2ccoyMmzLzYuNctcoKskd_lIWqErl6tY1T3GO8zK1R8CtpZeJ4XMAMm_k5LBejyAG7cxwF2onsPaDQBmcBhKV0eZ6v3D4JQXjpnq_kbSI-6OYLlwXAZobQMBssAi99jhBZjyBF8NrdaxXRFOPd&p=14&fvj=0&vjs=3
"Data Scientist, Operations Decision Science",Delta,"Atlanta, GA",30+ days ago,2021-03-23,"An appropriate candidate will have a proven experience in data model building, optimization, machine learning techniques and other analytics solution building.",,https://www.indeed.com/rc/clk?jk=1cb59dd5ec8baf28&fccid=3f721eb1d31080a6&vjs=3
Business Marketing Data Scientist,"Serta Simmons Bedding, LLC","Doraville, GA",30+ days ago,2021-03-23,"Supporting channel and category management teams with category selling stories and product presentations * Manages the creation, update, documentation and…",,https://www.indeed.com/rc/clk?jk=0d2d76d837181c26&fccid=9f47810177ecb763&vjs=3
Sr VP Data Science,CEDENT,"Atlanta, GA",Just posted,2021-03-23,"We are seeking a Data Science Manager who will use their knowledge and experience applying statistical and data science methods (supervised learning,…",,https://www.indeed.com/rc/clk?jk=fcc77c2a27a5ac8a&fccid=2ecf4575019bf07a&vjs=3
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Atlanta, GA",30+ days ago,2021-03-23,Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models.,,https://www.indeed.com/rc/clk?jk=2e6228c80a1e7313&fccid=fe2d21eef233e94a&vjs=3
Data Scientist II,Cox Automotive,"Atlanta, GA",3 days ago,2021-03-23,Our data scientists are responsible for leading the development of advanced analytics models to solve our customers’ problems through innovative products and…,,https://www.indeed.com/rc/clk?jk=fcdaa5111516e1a3&fccid=7e465a3d521b3ac3&vjs=3
"Senior Data Scientist, Online Recommendation",Home Depot / THD,"Atlanta, GA",3 days ago,2021-03-23,"20%-Assist project teams with the creation and review of relevant project artifacts, particularly in respect to I.T.
This position has no Direct Reports.",,https://www.indeed.com/rc/clk?jk=dca7782d635ea0a2&fccid=82e58e9861d48566&vjs=3
Senior-Data Scientist,AT&T,"Alpharetta, GA",6 days ago,2021-03-23,"Masters or PhD in a relevant quantitative field, or 1-3 years relevant applied research or industry experience preferred.",,https://www.indeed.com/rc/clk?jk=9000881d6788a58d&fccid=25b5166547bbf543&vjs=3
Data Scientist / Engineer - Machine Learning (Entry-Level) -- EOSL,Georgia Tech Research Institute,"Atlanta, GA",30+ days ago,2021-03-23,"Develop innovative algorithms and apply machine learning/deep learning methods to EW applications such as object detection, object recognition, and time series…",,https://www.indeed.com/rc/clk?jk=22617c9536e04c91&fccid=db25687464a9ecf6&vjs=3
