metro_code,areaname,state_alpha,2017,2018,2019,2020,2021,"city, state"
METRO19300M19300,Daphne,AL,847,762,773,749,723,"Daphne, AL"
METRO19300M19300,Fairhope,AL,847,762,773,749,723,"Fairhope, AL"
METRO19300M19300,Foley,AL,847,762,773,749,723,"Foley, AL"
METRO11500M11500,Anniston,AL,474,511,513,531,549,"Anniston, AL"
METRO11500M11500,Oxford,AL,474,511,513,531,549,"Oxford, AL"
METRO11500M11500,Jacksonville,AL,474,511,513,531,549,"Jacksonville, AL"
METRO13820N01021,Chilton County,AL,538,551,549,627,625,"Chilton County, AL"
METRO23460M23460,Gadsden,AL,545,497,500,527,560,"Gadsden, AL"
METRO20020N01067,Henry County,AL,538,554,549,520,532,"Henry County, AL"
METRO20020M20020,Dothan,AL,511,535,519,506,547,"Dothan, AL"
METRO22520M22520,Florence,AL,532,529,534,565,580,"Florence, AL"
METRO22520M22520,Muscle Shoals,AL,532,529,534,565,580,"Muscle Shoals, AL"
METRO12220M12220,Auburn,AL,600,633,627,623,625,"Auburn, AL"
METRO12220M12220,Opelika,AL,600,633,627,623,625,"Opelika, AL"
METRO26620M26620,Huntsville,AL,620,603,685,660,690,"Huntsville, AL"
METRO33660M33660,Mobile,AL,732,683,681,699,658,"Mobile, AL"
METRO33860M33860,Montgomery,AL,682,691,696,702,766,"Montgomery, AL"
METRO19460M19460,Decatur,AL,515,523,528,546,574,"Decatur, AL"
METRO46220N01107,Pickens County,AL,467,456,481,489,493,"Pickens County, AL"
METRO17980M17980,Columbus,AL,648,685,714,670,717,"Columbus, AL"
METRO13820M13820,Birmingham,AL,751,768,763,861,871,"Birmingham, AL"
METRO13820M13820,Hoover,AL,751,768,763,861,871,"Hoover, AL"
METRO46220M46220,Tuscaloosa,AL,643,660,705,737,695,"Tuscaloosa, AL"
METRO13820N01127,Walker County,AL,519,505,502,570,549,"Walker County, AL"
METRO11260M11260,Anchorage,AK,1018,1035,1005,991,926,"Anchorage, AK"
METRO21820M21820,Fairbanks,AK,953,1029,1025,1006,987,"Fairbanks, AK"
METRO11260N02170,Matanuska,AK,783,835,815,792,775,"Matanuska, AK"
METRO11260N02170,Susitna Borough,AK,783,835,815,792,775,"Susitna Borough, AK"
METRO43420M43420,Sierra Vista,AZ,598,621,642,658,667,"Sierra Vista, AZ"
METRO43420M43420,Douglas,AZ,598,621,642,658,667,"Douglas, AZ"
METRO22380M22380,Flagstaff,AZ,835,920,1007,1024,1062,"Flagstaff, AZ"
METRO29420M29420,Lake Havasu City,AZ,602,626,615,698,725,"Lake Havasu City, AZ"
METRO29420M29420,Kingman,AZ,602,626,615,698,725,"Kingman, AZ"
METRO46060M46060,Tucson,AZ,652,642,683,721,728,"Tucson, AZ"
METRO38060M38060,Phoenix,AZ,757,815,868,958,1032,"Phoenix, AZ"
METRO38060M38060,Mesa,AZ,757,815,868,958,1032,"Mesa, AZ"
METRO38060M38060,Scottsdale,AZ,757,815,868,958,1032,"Scottsdale, AZ"
METRO39140M39140,Prescott,AZ,688,670,724,781,822,"Prescott, AZ"
METRO49740M49740,Yuma,AZ,655,601,603,621,705,"Yuma, AZ"
METRO27860MM3700,Jonesboro,AR,607,613,609,628,631,"Jonesboro, AR"
METRO32820M32820,Memphis,AR,707,705,742,755,784,"Memphis, AR"
METRO26300M26300,Hot Springs,AR,576,580,587,586,606,"Hot Springs, AR"
METRO30780N05053,Grant County,AR,539,566,609,608,648,"Grant County, AR"
METRO38220M38220,Pine Bluff,AR,509,537,545,541,553,"Pine Bluff, AR"
METRO45500N05081,Little River County,AR,460,476,491,478,496,"Little River County, AR"
METRO45500M45500,Texarkana,AR,573,627,625,624,658,"Texarkana, AR"
METRO27860N05111,Poinsett County,AR,493,476,491,478,496,"Poinsett County, AR"
METRO30780M30780,Little Rock,AR,673,676,702,688,735,"Little Rock, AR"
METRO30780M30780,North Little Rock,AR,673,676,702,688,735,"North Little Rock, AR"
METRO30780M30780,Conway,AR,673,676,702,688,735,"Conway, AR"
METRO22900M22900,Fort Smith,AR,511,524,529,521,552,"Fort Smith, AR"
METRO22220M22220,Fayetteville,AR,578,558,586,630,618,"Fayetteville, AR"
METRO22220M22220,Springdale,AR,578,558,586,630,618,"Springdale, AR"
METRO22220M22220,Rogers,AR,578,558,586,630,618,"Rogers, AR"
METRO17020M17020,Chico,CA,729,785,894,842,904,"Chico, CA"
METRO41860MM5775,Oakland,CA,1723,1855,1706,1808,1934,"Oakland, CA"
METRO41860MM5775,Fremont,CA,1723,1855,1706,1808,1934,"Fremont, CA"
METRO23420M23420,Fresno,CA,709,771,769,787,851,"Fresno, CA"
METRO20940M20940,El Centro,CA,626,687,733,781,810,"El Centro, CA"
METRO12540M12540,Bakersfield,CA,650,695,711,726,743,"Bakersfield, CA"
METRO25260M25260,Hanford,CA,623,752,811,861,903,"Hanford, CA"
METRO25260M25260,Corcoran,CA,623,752,811,861,903,"Corcoran, CA"
METRO31080MM4480,Los Angeles,CA,1195,1284,1384,1517,1605,"Los Angeles, CA"
METRO31080MM4480,Long Beach,CA,1195,1284,1384,1517,1605,"Long Beach, CA"
METRO31080MM4480,Glendale,CA,1195,1284,1384,1517,1605,"Glendale, CA"
METRO31460M31460,Madera,CA,672,723,771,839,881,"Madera, CA"
METRO32900M32900,Merced,CA,602,623,680,782,882,"Merced, CA"
METRO41500M41500,Salinas,CA,1133,1146,1240,1467,1466,"Salinas, CA"
METRO34900M34900,Napa,CA,1228,1196,1289,1427,1531,"Napa, CA"
METRO31080MM5945,Santa Ana,CA,1436,1493,1632,1785,1888,"Santa Ana, CA"
METRO31080MM5945,Anaheim,CA,1436,1493,1632,1785,1888,"Anaheim, CA"
METRO31080MM5945,Irvine,CA,1436,1493,1632,1785,1888,"Irvine, CA"
METRO40900M40900,Sacramento,CA,821,860,968,1072,1188,"Sacramento, CA"
METRO40900M40900,Roseville,CA,821,860,968,1072,1188,"Roseville, CA"
METRO40900M40900,,CA,821,860,968,1072,1188,", CA"
METRO40900M40900,Arden,CA,821,860,968,1072,1188,"Arden, CA"
METRO40900M40900,Arcade,CA,821,860,968,1072,1188,"Arcade, CA"
METRO41940N06069,San Benito County,CA,1133,1277,1323,1298,1270,"San Benito County, CA"
METRO40140M40140,Riverside,CA,957,926,986,1030,1106,"Riverside, CA"
METRO40140M40140,San Bernardino,CA,957,926,986,1030,1106,"San Bernardino, CA"
METRO40140M40140,Ontario,CA,957,926,986,1030,1106,"Ontario, CA"
METRO41740M41740,San Diego,CA,1342,1400,1590,1566,1642,"San Diego, CA"
METRO41740M41740,Carlsbad,CA,1342,1400,1590,1566,1642,"Carlsbad, CA"
METRO44700M44700,Stockton,CA,733,746,826,869,964,"Stockton, CA"
METRO44700M44700,Lodi,CA,733,746,826,869,964,"Lodi, CA"
METRO42020M42020,San Luis Obispo,CA,1011,1107,1196,1275,1263,"San Luis Obispo, CA"
METRO42020M42020,Paso Robles,CA,1011,1107,1196,1275,1263,"Paso Robles, CA"
METRO42020M42020,Arroyo Grande,CA,1011,1107,1196,1275,1263,"Arroyo Grande, CA"
METRO41860MM7360,San Francisco,CA,2411,2499,2561,2720,2923,"San Francisco, CA"
METRO42200M42200,Santa Maria,CA,1323,1636,1667,1964,2015,"Santa Maria, CA"
METRO42200M42200,Santa Barbara,CA,1323,1636,1667,1964,2015,"Santa Barbara, CA"
METRO41940M41940,San Jose,CA,1773,2031,2316,2458,2558,"San Jose, CA"
METRO41940M41940,Sunnyvale,CA,1773,2031,2316,2458,2558,"Sunnyvale, CA"
METRO41940M41940,Santa Clara,CA,1773,2031,2316,2458,2558,"Santa Clara, CA"
METRO42100M42100,Santa Cruz,CA,1375,1477,1844,1913,2292,"Santa Cruz, CA"
METRO42100M42100,Watsonville,CA,1375,1477,1844,1913,2292,"Watsonville, CA"
METRO39820M39820,Redding,CA,688,713,758,744,924,"Redding, CA"
METRO46700M46700,Vallejo,CA,1035,1087,1184,1318,1351,"Vallejo, CA"
METRO46700M46700,Fairfield,CA,1035,1087,1184,1318,1351,"Fairfield, CA"
METRO42220M42220,Santa Rosa,CA,1213,1420,1447,1489,1519,"Santa Rosa, CA"
METRO33700M33700,Modesto,CA,726,809,803,885,987,"Modesto, CA"
METRO47300M47300,Visalia,CA,668,633,699,714,728,"Visalia, CA"
METRO47300M47300,Porterville,CA,668,633,699,714,728,"Porterville, CA"
METRO37100M37100,Oxnard,CA,1326,1308,1362,1503,1519,"Oxnard, CA"
METRO37100M37100,Thousand Oaks,CA,1326,1308,1362,1503,1519,"Thousand Oaks, CA"
METRO37100M37100,Ventura,CA,1326,1308,1362,1503,1519,"Ventura, CA"
METRO40900MM9270,Yolo,CA,884,905,1015,1066,1147,"Yolo, CA"
METRO49700M49700,Yuba City,CA,679,678,674,844,881,"Yuba City, CA"
METRO14500M14500,Boulder,CO,1021,1195,1242,1412,1428,"Boulder, CO"
METRO17820M17820,Colorado Springs,CO,737,793,833,897,949,"Colorado Springs, CO"
METRO22660M22660,Fort Collins,CO,817,905,1025,1014,1096,"Fort Collins, CO"
METRO24300M24300,Grand Junction,CO,601,635,637,786,772,"Grand Junction, CO"
METRO19740M19740,Denver,CO,1031,1127,1204,1260,1304,"Denver, CO"
METRO19740M19740,Aurora,CO,1031,1127,1204,1260,1304,"Aurora, CO"
METRO19740M19740,Lakewood,CO,1031,1127,1204,1260,1304,"Lakewood, CO"
METRO39380M39380,Pueblo,CO,603,579,661,636,634,"Pueblo, CO"
METRO17820N08119,Teller County,CO,779,803,807,847,875,"Teller County, CO"
METRO24540M24540,Greeley,CO,693,744,796,845,937,"Greeley, CO"
METRO14860MM1930,Danbury,CT,1103,1280,1253,1360,1350,"Danbury, CT"
METRO14860MM1160,Bridgeport,CT,990,1010,1032,1077,1156,"Bridgeport, CT"
METRO14860MM8040,Stamford,CT,1539,1571,1517,1701,1621,"Stamford, CT"
METRO14860MM8040,Norwalk,CT,1539,1571,1517,1701,1621,"Norwalk, CT"
METRO25540MM5480,Southern Middlesex County,CT,1029,1042,1079,1100,1155,"Southern Middlesex County, CT"
METRO35300MM1160,Milford,CT,1046,1063,1111,1118,1177,"Milford, CT"
METRO35300MM1160,Ansonia,CT,1046,1063,1111,1118,1177,"Ansonia, CT"
METRO35300MM1160,Seymour,CT,1046,1063,1111,1118,1177,"Seymour, CT"
METRO35300MM8880,Waterbury,CT,801,852,901,906,948,"Waterbury, CT"
METRO35300MM5480,New Haven,CT,1093,1074,1163,1162,1181,"New Haven, CT"
METRO35300MM5480,Meriden,CT,1093,1074,1163,1162,1181,"Meriden, CT"
METRO35980MM3280,Colchester,CT,865,971,957,969,1007,"Colchester, CT"
METRO35980MM3280,Lebanon,CT,865,971,957,969,1007,"Lebanon, CT"
METRO35980M35980,Norwich,CT,832,928,898,938,976,"Norwich, CT"
METRO35980M35980,New London,CT,832,928,898,938,976,"New London, CT"
METRO25540M25540,Hartford,CT,971,929,960,993,1091,"Hartford, CT"
METRO25540M25540,West Hartford,CT,971,929,960,993,1091,"West Hartford, CT"
METRO25540M25540,East Hartford,CT,971,929,960,993,1091,"East Hartford, CT"
METRO49340N09015,Windham County,CT,725,903,825,811,818,"Windham County, CT"
METRO20100M20100,Dover,DE,899,809,875,893,908,"Dover, DE"
METRO37980M37980,Philadelphia,DE,1003,1047,992,1013,1040,"Philadelphia, DE"
METRO37980M37980,Camden,DE,1003,1047,992,1013,1040,"Camden, DE"
METRO37980M37980,Wilmington,DE,1003,1047,992,1013,1040,"Wilmington, DE"
METRO41540N10005,Sussex County,DE,688,691,812,731,732,"Sussex County, DE"
METRO47900M47900,Washington,DC,1513,1561,1454,1500,1548,"Washington, DC"
METRO47900M47900,Arlington,DC,1513,1561,1454,1500,1548,"Arlington, DC"
METRO47900M47900,Alexandria,DC,1513,1561,1454,1500,1548,"Alexandria, DC"
METRO27260N12003,Baker County,FL,645,632,622,598,599,"Baker County, FL"
METRO37460M37460,Panama City,FL,813,857,867,805,933,"Panama City, FL"
METRO37460M37460,Lynn Haven,FL,813,857,867,805,933,"Lynn Haven, FL"
METRO37460M37460,Panama City Beach,FL,813,857,867,805,933,"Panama City Beach, FL"
METRO37340M37340,Palm Bay,FL,697,803,797,866,921,"Palm Bay, FL"
METRO37340M37340,Melbourne,FL,697,803,797,866,921,"Melbourne, FL"
METRO37340M37340,Titusville,FL,697,803,797,866,921,"Titusville, FL"
METRO33100MM2680,Fort Lauderdale,FL,1023,1086,1135,1208,1198,"Fort Lauderdale, FL"
METRO39460M39460,Punta Gorda,FL,661,671,760,818,866,"Punta Gorda, FL"
METRO26140M26140,Homosassa Springs,FL,580,600,640,648,679,"Homosassa Springs, FL"
METRO34940M34940,Naples,FL,973,996,1082,1126,1118,"Naples, FL"
METRO34940M34940,Immokalee,FL,973,996,1082,1126,1118,"Immokalee, FL"
METRO34940M34940,Marco Island,FL,973,996,1082,1126,1118,"Marco Island, FL"
METRO19660M37380,Palm Coast,FL,848,816,935,881,854,"Palm Coast, FL"
METRO23540M23540,Gainesville,FL,717,725,773,795,897,"Gainesville, FL"
METRO37460N12045,Gulf County,FL,749,674,700,644,764,"Gulf County, FL"
METRO42700M42700,Sebring,FL,561,594,636,643,661,"Sebring, FL"
METRO42680M42680,Sebastian,FL,701,744,802,853,881,"Sebastian, FL"
METRO42680M42680,Vero Beach,FL,701,744,802,853,881,"Vero Beach, FL"
METRO15980M15980,Cape Coral,FL,741,773,838,946,951,"Cape Coral, FL"
METRO15980M15980,Fort Myers,FL,741,773,838,946,951,"Fort Myers, FL"
METRO45220M45220,Tallahassee,FL,736,771,776,829,843,"Tallahassee, FL"
METRO36100M36100,Ocala,FL,675,674,712,730,757,"Ocala, FL"
METRO33100MM5000,Miami,FL,1020,1066,1147,1285,1231,"Miami, FL"
METRO33100MM5000,Miami Beach,FL,1020,1066,1147,1285,1231,"Miami Beach, FL"
METRO33100MM5000,Kendall,FL,1020,1066,1147,1285,1231,"Kendall, FL"
METRO18880M18880,Crestview,FL,810,858,852,947,983,"Crestview, FL"
METRO18880M18880,Fort Walton Beach,FL,810,858,852,947,983,"Fort Walton Beach, FL"
METRO18880M18880,Destin,FL,810,858,852,947,983,"Destin, FL"
METRO33100MM8960,West Palm Beach,FL,1093,1136,1145,1208,1180,"West Palm Beach, FL"
METRO33100MM8960,Boca Raton,FL,1093,1136,1145,1208,1180,"Boca Raton, FL"
METRO45300M45300,Tampa,FL,815,842,916,981,1040,"Tampa, FL"
METRO45300M45300,St. Petersburg,FL,815,842,916,981,1040,"St. Petersburg, FL"
METRO45300M45300,Clearwater,FL,815,842,916,981,1040,"Clearwater, FL"
METRO29460M29460,Lakeland,FL,640,652,708,702,799,"Lakeland, FL"
METRO29460M29460,Winter Haven,FL,640,652,708,702,799,"Winter Haven, FL"
METRO27260M27260,Jacksonville,FL,791,775,798,872,921,"Jacksonville, FL"
METRO38940M38940,Port St. Lucie,FL,831,825,873,938,932,"Port St. Lucie, FL"
METRO37860M37860,Pensacola,FL,749,706,794,803,840,"Pensacola, FL"
METRO37860M37860,Ferry Pass,FL,749,706,794,803,840,"Ferry Pass, FL"
METRO37860M37860,Brent,FL,749,706,794,803,840,"Brent, FL"
METRO35840M35840,North Port,FL,827,841,925,951,992,"North Port, FL"
METRO35840M35840,Sarasota,FL,827,841,925,951,992,"Sarasota, FL"
METRO35840M35840,Bradenton,FL,827,841,925,951,992,"Bradenton, FL"
METRO36740M36740,Orlando,FL,837,919,1004,1064,1140,"Orlando, FL"
METRO36740M36740,Kissimmee,FL,837,919,1004,1064,1140,"Kissimmee, FL"
METRO36740M36740,Sanford,FL,837,919,1004,1064,1140,"Sanford, FL"
METRO45540M45540,The Villages,FL,581,593,640,659,718,"The Villages, FL"
METRO19660M19660,Deltona,FL,764,768,868,900,856,"Deltona, FL"
METRO19660M19660,Daytona Beach,FL,764,768,868,900,856,"Daytona Beach, FL"
METRO19660M19660,Ormond Beach,FL,764,768,868,900,856,"Ormond Beach, FL"
METRO45220N12129,Wakulla County,FL,719,774,772,761,738,"Wakulla County, FL"
METRO18880N12131,Walton County,FL,715,744,718,773,847,"Walton County, FL"
METRO12060N13035,Butts County,GA,605,662,681,694,657,"Butts County, GA"
METRO42340M42340,Savannah,GA,801,926,870,887,921,"Savannah, GA"
METRO40660M40660,Rome,GA,520,561,607,613,627,"Rome, GA"
METRO23580M23580,Gainesville,GA,682,725,779,789,834,"Gainesville, GA"
METRO12060N13143,Haralson County,GA,554,625,690,697,657,"Haralson County, GA"
METRO47580M47580,Warner Robins,GA,676,705,780,786,786,"Warner Robins, GA"
METRO12060N13171,Lamar County,GA,475,540,601,673,652,"Lamar County, GA"
METRO25980M25980,Hinesville,GA,782,731,775,781,831,"Hinesville, GA"
METRO12260N13181,Lincoln County,GA,517,574,576,590,587,"Lincoln County, GA"
METRO25980N13183,Long County,GA,641,577,600,543,586,"Long County, GA"
METRO46660M46660,Valdosta,GA,542,558,536,552,591,"Valdosta, GA"
METRO15260M15260,Brunswick,GA,606,583,637,657,684,"Brunswick, GA"
METRO12060N13199,Meriwether County,GA,498,543,572,628,609,"Meriwether County, GA"
METRO31420N13207,Monroe County,GA,679,651,628,632,623,"Monroe County, GA"
METRO12060N13211,Morgan County,GA,616,697,758,806,726,"Morgan County, GA"
METRO19140N13213,Murray County,GA,471,513,532,533,555,"Murray County, GA"
METRO17980M17980,Columbus,GA,648,685,714,670,717,"Columbus, GA"
METRO12020M12020,Athens,GA,696,666,667,723,699,"Athens, GA"
METRO12020M12020,Clarke County,GA,696,666,667,723,699,"Clarke County, GA"
METRO47580N13225,Peach County,GA,547,579,587,551,556,"Peach County, GA"
METRO47580N13235,Pulaski County,GA,517,574,576,572,568,"Pulaski County, GA"
METRO12260M12260,Augusta,GA,618,636,697,722,708,"Augusta, GA"
METRO12260M12260,Richmond County,GA,618,636,697,722,708,"Richmond County, GA"
METRO16860M16860,Chattanooga,GA,661,656,694,686,694,"Chattanooga, GA"
METRO12060M12060,Atlanta,GA,858,898,966,1025,1040,"Atlanta, GA"
METRO12060M12060,Sandy Springs,GA,858,898,966,1025,1040,"Sandy Springs, GA"
METRO12060M12060,Roswell,GA,858,898,966,1025,1040,"Roswell, GA"
METRO19140M19140,Dalton,GA,550,597,635,604,607,"Dalton, GA"
METRO10500M10500,Albany,GA,616,588,567,623,645,"Albany, GA"
METRO46520M46520,Urban Honolulu,HI,1492,1527,1563,1640,1577,"Urban Honolulu, HI"
METRO38540M38540,Pocatello,ID,512,541,530,585,593,"Pocatello, ID"
METRO26820N16023,Butte County,ID,551,540,556,605,599,"Butte County, ID"
METRO30860M30860,Logan,ID,555,573,564,567,618,"Logan, ID"
METRO14260N16045,Gem County,ID,550,594,608,648,718,"Gem County, ID"
METRO26820M26820,Idaho Falls,ID,558,558,565,645,670,"Idaho Falls, ID"
METRO17660M17660,Coeur d'Alene,ID,608,641,654,726,755,"Coeur d'Alene, ID"
METRO30300M30300,Lewiston,ID,538,584,611,659,672,"Lewiston, ID"
METRO14260M14260,Boise City,ID,629,676,688,748,801,"Boise City, ID"
METRO16020M16020,Cape Girardeau,IL,554,530,565,587,612,"Cape Girardeau, IL"
METRO41180N17005,Bond County,IL,584,612,628,567,585,"Bond County, IL"
METRO16980MM2050,DeKalb County,IL,691,720,733,769,805,"DeKalb County, IL"
METRO14010N17039,De Witt County,IL,510,542,567,565,557,"De Witt County, IL"
METRO16980MM3170,Grundy County,IL,779,813,849,879,893,"Grundy County, IL"
METRO16060N17077,Jackson County,IL,582,566,563,571,580,"Jackson County, IL"
METRO28100M28100,Kankakee,IL,676,668,674,692,717,"Kankakee, IL"
METRO16980MM3780,Kendall County,IL,828,921,934,947,974,"Kendall County, IL"
METRO14010M14060,Bloomington,IL,613,677,647,648,682,"Bloomington, IL"
METRO19500M19500,Decatur,IL,531,584,571,588,614,"Decatur, IL"
METRO41180N17117,Macoupin County,IL,492,504,527,530,539,"Macoupin County, IL"
METRO16580M16580,Champaign,IL,668,695,696,730,739,"Champaign, IL"
METRO16580M16580,Urbana,IL,668,695,696,730,739,"Urbana, IL"
METRO19340M19340,Davenport,IL,578,607,648,615,626,"Davenport, IL"
METRO19340M19340,Moline,IL,578,607,648,615,626,"Moline, IL"
METRO19340M19340,Rock Island,IL,578,607,648,615,626,"Rock Island, IL"
METRO41180M41180,St. Louis,IL,690,692,713,701,731,"St. Louis, IL"
METRO44100M44100,Springfield,IL,604,636,657,627,684,"Springfield, IL"
METRO19180M19180,Danville,IL,537,568,561,572,598,"Danville, IL"
METRO16980M16980,Chicago,IL,1055,1014,1044,1076,1122,"Chicago, IL"
METRO16980M16980,Joliet,IL,1055,1014,1044,1076,1122,"Joliet, IL"
METRO16980M16980,Naperville,IL,1055,1014,1044,1076,1122,"Naperville, IL"
METRO16060N17199,Williamson County,IL,506,523,529,563,578,"Williamson County, IL"
METRO40420M40420,Rockford,IL,578,584,605,629,606,"Rockford, IL"
METRO37900M37900,Peoria,IL,604,610,629,606,675,"Peoria, IL"
METRO18020M18020,Columbus,IN,720,707,717,728,764,"Columbus, IN"
METRO29200N18015,Carroll County,IN,514,524,520,542,555,"Carroll County, IN"
METRO34620M34620,Muncie,IN,527,552,559,573,578,"Muncie, IN"
METRO21140M21140,Elkhart,IN,567,597,619,630,640,"Elkhart, IN"
METRO21140M21140,Goshen,IN,567,597,619,630,640,"Goshen, IN"
METRO31140M31140,Louisville,IN,629,656,688,713,760,"Louisville, IN"
METRO29020M29020,Kokomo,IN,561,532,556,573,579,"Kokomo, IN"
METRO16980N18073,Jasper County,IN,576,617,637,669,685,"Jasper County, IN"
METRO33140M33140,Michigan City,IN,548,572,594,607,602,"Michigan City, IN"
METRO33140M33140,La Porte,IN,548,572,594,607,602,"La Porte, IN"
METRO26900M11300,Anderson,IN,587,568,610,624,619,"Anderson, IN"
METRO14020MM1020,Bloomington,IN,688,709,736,689,748,"Bloomington, IN"
METRO17140M17140,Cincinnati,IN,613,643,670,658,698,"Cincinnati, IN"
METRO14020N18119,Owen County,IN,579,580,606,569,581,"Owen County, IN"
METRO16980MM2960,Gary,IN,710,741,751,746,749,"Gary, IN"
METRO26900N18133,Putnam County,IN,544,539,566,581,590,"Putnam County, IN"
METRO43780M43780,South Bend,IN,635,689,652,687,706,"South Bend, IN"
METRO43780M43780,Mishawaka,IN,635,689,652,687,706,"Mishawaka, IN"
METRO31140N18143,Scott County,IN,546,588,616,607,645,"Scott County, IN"
METRO26900M26900,Indianapolis,IN,689,696,751,778,781,"Indianapolis, IN"
METRO26900M26900,Carmel,IN,689,696,751,778,781,"Carmel, IN"
METRO45460N18153,Sullivan County,IN,620,586,610,601,599,"Sullivan County, IN"
METRO29200M29140,Lafayette,IN,682,690,707,721,753,"Lafayette, IN"
METRO29200M29140,West Lafayette,IN,682,690,707,721,753,"West Lafayette, IN"
METRO17140N18161,Union County,IN,577,593,588,542,571,"Union County, IN"
METRO45460M45460,Terre Haute,IN,594,607,637,625,636,"Terre Haute, IN"
METRO21780M21780,Evansville,IN,605,595,612,624,670,"Evansville, IN"
METRO31140N18175,Washington County,IN,546,556,541,542,555,"Washington County, IN"
METRO23060M23060,Fort Wayne,IN,544,590,615,611,632,"Fort Wayne, IN"
METRO16300N19011,Benton County,IA,515,517,526,535,545,"Benton County, IA"
METRO47940N19017,Bremer County,IA,529,525,564,522,578,"Bremer County, IA"
METRO20220M20220,Dubuque,IA,616,586,599,595,612,"Dubuque, IA"
METRO47940M47940,Waterloo,IA,597,603,662,604,670,"Waterloo, IA"
METRO47940M47940,Cedar Falls,IA,597,603,662,604,670,"Cedar Falls, IA"
METRO26980MM3500,Iowa City,IA,771,723,684,774,803,"Iowa City, IA"
METRO16300N19105,Jones County,IA,488,491,503,522,543,"Jones County, IA"
METRO16300M16300,Cedar Rapids,IA,575,582,614,590,602,"Cedar Rapids, IA"
METRO43580N19149,Plymouth County,IA,497,521,530,564,592,"Plymouth County, IA"
METRO36540M36540,Omaha,IA,715,744,744,762,798,"Omaha, IA"
METRO36540M36540,Council Bluffs,IA,715,744,744,762,798,"Council Bluffs, IA"
METRO19340M19340,Davenport,IA,578,607,648,615,626,"Davenport, IA"
METRO19340M19340,Moline,IA,578,607,648,615,626,"Moline, IA"
METRO19340M19340,Rock Island,IA,578,607,648,615,626,"Rock Island, IA"
METRO11180M11180,Ames,IA,663,735,760,706,752,"Ames, IA"
METRO19780M19780,Des Moines,IA,669,708,736,730,738,"Des Moines, IA"
METRO19780M19780,West Des Moines,IA,669,708,736,730,738,"West Des Moines, IA"
METRO26980N19183,Washington County,IA,603,584,554,611,621,"Washington County, IA"
METRO43580M43580,Sioux City,IA,567,606,620,610,631,"Sioux City, IA"
METRO41140M41140,St. Joseph,KS,547,576,591,610,620,"St. Joseph, KS"
METRO29940M29940,Lawrence,KS,640,640,706,733,756,"Lawrence, KS"
METRO48620N20095,Kingman County,KS,512,524,518,556,599,"Kingman County, KS"
METRO31740M31740,Manhattan,KS,631,767,727,757,720,"Manhattan, KS"
METRO48620M48620,Wichita,KS,575,609,598,630,658,"Wichita, KS"
METRO48620N20191,Sumner County,KS,512,544,531,561,576,"Sumner County, KS"
METRO45820M45820,Topeka,KS,576,594,593,598,608,"Topeka, KS"
METRO28140M28140,Kansas City,KS,772,713,786,813,857,"Kansas City, KS"
METRO14540N21003,Allen County,KY,490,529,485,497,524,"Allen County, KY"
