"city, state",ds,y
"Riverside, CA",2017,800
"San Bernardino, CA",2017,800
"Ontario, CA",2017,800
"San Diego, CA",2017,1212
"Carlsbad, CA",2017,1212
"Stockton, CA",2017,617
"Lodi, CA",2017,617
"San Luis Obispo, CA",2017,887
"Paso Robles, CA",2017,887
"Arroyo Grande, CA",2017,887
"San Francisco, CA",2017,1915
"Santa Maria, CA",2017,1131
"Santa Barbara, CA",2017,1131
"San Jose, CA",2017,1507
"Sunnyvale, CA",2017,1507
"Santa Clara, CA",2017,1507
"Santa Cruz, CA",2017,1160
"Watsonville, CA",2017,1160
"Redding, CA",2017,657
"Vallejo, CA",2017,830
"Fairfield, CA",2017,830
"Santa Rosa, CA",2017,1047
"Modesto, CA",2017,652
"Visalia, CA",2017,663
"Porterville, CA",2017,663
"Oxnard, CA",2017,1118
"Thousand Oaks, CA",2017,1118
"Ventura, CA",2017,1118
"Yolo, CA",2017,872
"Yuba City, CA",2017,663
"Boulder, CO",2017,905
"Colorado Springs, CO",2017,603
"Fort Collins, CO",2017,719
"Grand Junction, CO",2017,588
"Denver, CO",2017,844
"Aurora, CO",2017,844
"Lakewood, CO",2017,844
"Pueblo, CO",2017,599
"Teller County, CO",2017,697
"Greeley, CO",2017,599
"Danbury, CT",2017,888
"Bridgeport, CT",2017,834
"Stamford, CT",2017,1242
"Norwalk, CT",2017,1242
"Southern Middlesex County, CT",2017,886
"Milford, CT",2017,986
"Ansonia, CT",2017,986
"Seymour, CT",2017,986
"Waterbury, CT",2017,631
"New Haven, CT",2017,968
"Meriden, CT",2017,968
"Colchester, CT",2017,809
"Lebanon, CT",2017,809
"Norwich, CT",2017,748
"New London, CT",2017,748
"Hartford, CT",2017,782
"West Hartford, CT",2017,782
"East Hartford, CT",2017,782
"Windham County, CT",2017,665
"Dover, DE",2017,832
"Philadelphia, DE",2017,845
"Camden, DE",2017,845
"Wilmington, DE",2017,845
"Sussex County, DE",2017,618
"Washington, DC",2017,1440
"Arlington, DC",2017,1440
"Alexandria, DC",2017,1440
"Baker County, FL",2017,477
"Panama City, FL",2017,693
"Lynn Haven, FL",2017,693
"Panama City Beach, FL",2017,693
"Palm Bay, FL",2017,561
"Melbourne, FL",2017,561
"Titusville, FL",2017,561
"Fort Lauderdale, FL",2017,829
"Punta Gorda, FL",2017,630
"Homosassa Springs, FL",2017,576
"Naples, FL",2017,801
"Immokalee, FL",2017,801
"Marco Island, FL",2017,801
"Palm Coast, FL",2017,843
"Gainesville, FL",2017,624
"Gulf County, FL",2017,637
"Sebring, FL",2017,488
"Sebastian, FL",2017,586
"Vero Beach, FL",2017,586
"Cape Coral, FL",2017,687
"Fort Myers, FL",2017,687
"Tallahassee, FL",2017,703
"Ocala, FL",2017,633
"Miami, FL",2017,831
"Miami Beach, FL",2017,831
"Kendall, FL",2017,831
"Crestview, FL",2017,754
"Fort Walton Beach, FL",2017,754
"Destin, FL",2017,754
"West Palm Beach, FL",2017,869
"Boca Raton, FL",2017,869
"Tampa, FL",2017,714
"St. Petersburg, FL",2017,714
"Clearwater, FL",2017,714
"Lakeland, FL",2017,636
"Winter Haven, FL",2017,636
"Jacksonville, FL",2017,617
"Port St. Lucie, FL",2017,801
"Pensacola, FL",2017,741
"Ferry Pass, FL",2017,741
"Brent, FL",2017,741
"North Port, FL",2017,769
"Sarasota, FL",2017,769
"Bradenton, FL",2017,769
"Orlando, FL",2017,766
"Kissimmee, FL",2017,766
"Sanford, FL",2017,766
"The Villages, FL",2017,527
"Deltona, FL",2017,608
"Daytona Beach, FL",2017,608
"Ormond Beach, FL",2017,608
"Wakulla County, FL",2017,635
"Walton County, FL",2017,682
"Butts County, GA",2017,601
"Savannah, GA",2017,706
"Rome, GA",2017,497
"Gainesville, GA",2017,644
"Haralson County, GA",2017,550
"Warner Robins, GA",2017,644
"Lamar County, GA",2017,472
"Hinesville, GA",2017,719
"Lincoln County, GA",2017,463
"Long County, GA",2017,590
"Valdosta, GA",2017,538
"Brunswick, GA",2017,602
"Meriwether County, GA",2017,495
"Monroe County, GA",2017,562
"Morgan County, GA",2017,587
"Murray County, GA",2017,468
"Columbus, GA",2017,605
"Athens, GA",2017,625
"Clarke County, GA",2017,625
"Peach County, GA",2017,430
"Pulaski County, GA",2017,475
"Augusta, GA",2017,563
"Richmond County, GA",2017,563
"Chattanooga, GA",2017,562
"Atlanta, GA",2017,818
"Sandy Springs, GA",2017,818
"Roswell, GA",2017,818
"Dalton, GA",2017,531
"Albany, GA",2017,579
"Urban Honolulu, HI",2017,1333
"Pocatello, ID",2017,432
"Butte County, ID",2017,483
"Logan, ID",2017,440
"Gem County, ID",2017,464
"Idaho Falls, ID",2017,486
"Coeur d'Alene, ID",2017,558
"Lewiston, ID",2017,469
"Boise City, ID",2017,512
"Cape Girardeau, IL",2017,551
"Bond County, IL",2017,478
"DeKalb County, IL",2017,612
"De Witt County, IL",2017,507
"Grundy County, IL",2017,776
"Jackson County, IL",2017,465
"Kankakee, IL",2017,570
"Kendall County, IL",2017,822
"Bloomington, IL",2017,553
"Decatur, IL",2017,442
"Macoupin County, IL",2017,445
"Champaign, IL",2017,544
"Urbana, IL",2017,544
"Davenport, IL",2017,473
"Moline, IL",2017,473
"Rock Island, IL",2017,473
"St. Louis, IL",2017,609
"Springfield, IL",2017,528
"Danville, IL",2017,446
"Chicago, IL",2017,912
"Joliet, IL",2017,912
"Naperville, IL",2017,912
"Williamson County, IL",2017,503
"Rockford, IL",2017,515
"Peoria, IL",2017,525
"Columbus, IN",2017,596
"Carroll County, IN",2017,511
"Muncie, IN",2017,486
"Elkhart, IN",2017,476
"Goshen, IN",2017,476
"Louisville, IN",2017,551
"Kokomo, IN",2017,515
"Jasper County, IN",2017,573
"Michigan City, IN",2017,463
"La Porte, IN",2017,463
"Anderson, IN",2017,492
"Bloomington, IN",2017,659
"Cincinnati, IN",2017,527
"Owen County, IN",2017,479
"Gary, IN",2017,548
"Putnam County, IN",2017,540
"South Bend, IN",2017,502
"Mishawaka, IN",2017,502
"Scott County, IN",2017,509
"Indianapolis, IN",2017,594
"Carmel, IN",2017,594
"Sullivan County, IN",2017,489
"Lafayette, IN",2017,613
"West Lafayette, IN",2017,613
"Union County, IN",2017,435
"Terre Haute, IN",2017,481
"Evansville, IN",2017,566
"Washington County, IN",2017,467
"Fort Wayne, IN",2017,469
"Benton County, IA",2017,491
"Bremer County, IA",2017,461
"Dubuque, IA",2017,524
"Waterloo, IA",2017,496
"Cedar Falls, IA",2017,496
"Iowa City, IA",2017,649
"Jones County, IA",2017,412
"Cedar Rapids, IA",2017,485
"Plymouth County, IA",2017,419
"Omaha, IA",2017,568
"Council Bluffs, IA",2017,568
"Davenport, IA",2017,473
"Moline, IA",2017,473
"Rock Island, IA",2017,473
"Ames, IA",2017,526
"Des Moines, IA",2017,566
"West Des Moines, IA",2017,566
"Washington County, IA",2017,521
"Sioux City, IA",2017,478
"St. Joseph, KS",2017,498
"Lawrence, KS",2017,544
"Kingman County, KS",2017,432
"Manhattan, KS",2017,627
"Wichita, KS",2017,485
"Sumner County, KS",2017,432
"Topeka, KS",2017,482
"Kansas City, KS",2017,609
"Allen County, KY",2017,442
"Butler County, KY",2017,442
"Grant County, KY",2017,484
"Huntington, KY",2017,465
"Ashland, KY",2017,465
"Evansville, KY",2017,566
"Elizabethtown, KY",2017,530
"Owensboro, KY",2017,510
"Meade County, KY",2017,482
"Cincinnati, KY",2017,527
"Shelby County, KY",2017,514
"Clarksville, KY",2017,487
"Louisville, KY",2017,551
"Bowling Green, KY",2017,515
"Lexington, KY",2017,528
"Fayette, KY",2017,528
"Acadia Parish, LA",2017,410
"Lake Charles, LA",2017,499
"Shreveport, LA",2017,618
"Bossier City, LA",2017,618
"Iberia Parish, LA",2017,515
"Iberville Parish, LA",2017,472
"Alexandria, LA",2017,595
"St. James Parish, LA",2017,428
"Lafayette, LA",2017,588
"New Orleans, LA",2017,682
"Metairie, LA",2017,682
"Hammond, LA",2017,606
"Houma, LA",2017,662
"Thibodaux, LA",2017,662
"Monroe, LA",2017,622
"Vermilion Parish, LA",2017,436
"Webster Parish, LA",2017,435
"Baton Rouge, LA",2017,604
"Lewiston, ME",2017,583
"Auburn, ME",2017,583
"Cumberland County, ME",2017,644
"Bangor, ME",2017,623
"Penobscot County, ME",2017,536
"Sagadahoc County, ME",2017,588
"Portland, ME",2017,755
"York County, ME",2017,628
"York, ME",2017,840
"Kittery, ME",2017,840
"South Berwick, ME",2017,840
"Cumberland, MD",2017,511
"Philadelphia, MD",2017,845
"Camden, MD",2017,845
"Wilmington, MD",2017,845
"Washington, MD",2017,1440
"Arlington, MD",2017,1440
"Alexandria, MD",2017,1440
"California, MD",2017,887
"Lexington Park, MD",2017,887
"Somerset County, MD",2017,496
"Hagerstown, MD",2017,551
"Salisbury, MD",2017,639
"Worcester County, MD",2017,665
"Baltimore, MD",2017,903
"Columbia, MD",2017,903
"Towson, MD",2017,903
"Barnstable Town, MA",2017,845
"Pittsfield, MA",2017,594
"Berkshire County, MA",2017,732
"New Bedford, MA",2017,660
"Easton, MA",2017,987
"Raynham, MA",2017,987
"Taunton, MA",2017,781
"Mansfield, MA",2017,781
"Norton, MA",2017,781
"Providence, MA",2017,732
"Fall River, MA",2017,732
"Lawrence, MA",2017,890
"Springfield, MA",2017,701
"Lowell, MA",2017,826
"Brockton, MA",2017,826
"Boston, MA",2017,1194
"Cambridge, MA",2017,1194
"Quincy, MA",2017,1194
"Eastern Worcester County, MA",2017,887
"Western Worcester County, MA",2017,582
"Fitchburg, MA",2017,646
"Leominster, MA",2017,646
"Worcester, MA",2017,745
"Barry County, MI",2017,494
"Bay City, MI",2017,461
"Niles, MI",2017,453
"Benton Harbor, MI",2017,453
"Battle Creek, MI",2017,514
"Cass County, MI",2017,551
"Flint, MI",2017,468
"Lansing, MI",2017,532
"East Lansing, MI",2017,532
"Jackson, MI",2017,491
"Grand Rapids, MI",2017,549
"Wyoming, MI",2017,549
"Livingston County, MI",2017,626
"Midland, MI",2017,484
"Monroe, MI",2017,530
"Montcalm County, MI",2017,464
"Muskegon, MI",2017,503
"Holland, MI",2017,526
"Grand Haven, MI",2017,526
"Saginaw, MI",2017,479
"Kalamazoo, MI",2017,513
"Portage, MI",2017,513
"Ann Arbor, MI",2017,797
"Detroit, MI",2017,578
"Warren, MI",2017,578
"Livonia, MI",2017,578
"Fargo, MN",2017,491
"Fillmore County, MN",2017,432
"La Crosse, MN",2017,516
"Onalaska, MN",2017,516
"Le Sueur County, MN",2017,473
"Mille Lacs County, MN",2017,535
"Mankato, MN",2017,610
"North Mankato, MN",2017,610
"Rochester, MN",2017,610
"Grand Forks, MN",2017,542
"Duluth, MN",2017,520
"Sibley County, MN",2017,448
"St. Cloud, MN",2017,486
"Wabasha County, MN",2017,489
"Minneapolis, MN",2017,699
"St. Paul, MN",2017,699
"Bloomington, MN",2017,699
"Benton County, MS",2017,516
"Memphis, MS",2017,631
"Gulfport, MS",2017,642
"Biloxi, MS",2017,642
"Pascagoula, MS",2017,652
"Marshall County, MS",2017,516
"Hattiesburg, MS",2017,626
"Jackson, MS",2017,596
"Simpson County, MS",2017,500
"Tate County, MS",2017,558
"Tunica County, MS",2017,591
"Yazoo County, MS",2017,509
"Bates County, MO",2017,476
"Columbia, MO",2017,546
"Callaway County, MO",2017,482
"Cape Girardeau, MO",2017,551
"Dallas County, MO",2017,456
"St. Joseph, MO",2017,498
"McDonald County, MO",2017,466
"Moniteau County, MO",2017,404
"Joplin, MO",2017,519
"Jefferson City, MO",2017,460
"Polk County, MO",2017,456
"Kansas City, MO",2017,609
"Springfield, MO",2017,502
"St. Louis, MO",2017,609
"Great Falls, MT",2017,538
"Golden Valley County, MT",2017,434
"Missoula, MT",2017,639
"Billings, MT",2017,553
"Sioux City, NE",2017,478
"Hall County, NE",2017,449
"Hamilton County, NE",2017,410
"Howard County, NE",2017,410
"Lincoln, NE",2017,521
"Merrick County, NE",2017,410
"Saunders County, NE",2017,480
"Seward County, NE",2017,455
"Omaha, NE",2017,568
"Council Bluffs, NE",2017,568
"Las Vegas, NV",2017,630
"Henderson, NV",2017,630
"Paradise, NV",2017,630
"Reno, NV",2017,584
"Carson City, NV",2017,527
"Manchester, NH",2017,796
"Nashua, NH",2017,749
"Hillsborough County, NH",2017,633
"Western Rockingham County, NH",2017,964
"Boston, NH",2017,1194
"Cambridge, NH",2017,1194
"Quincy, NH",2017,1194
"Lawrence, NH",2017,890
"Portsmouth, NH",2017,931
"Rochester, NH",2017,931
"Atlantic City, NJ",2017,912
"Hammonton, NJ",2017,912
"Ocean City, NJ",2017,719
"Vineland, NJ",2017,809
"Bridgeton, NJ",2017,809
"Jersey City, NJ",2017,1151
"Trenton, NJ",2017,947
"Monmouth, NJ",2017,951
"Ocean, NJ",2017,951
"Bergen, NJ",2017,1178
"Passaic, NJ",2017,1178
"Philadelphia, NJ",2017,845
"Camden, NJ",2017,845
"Wilmington, NJ",2017,845
"Middlesex, NJ",2017,1054
"Somerset, NJ",2017,1054
"Hunterdon, NJ",2017,1054
"Newark, NJ",2017,1007
"Warren County, NJ",2017,795
"Las Cruces, NM",2017,491
"Farmington, NM",2017,637
"Santa Fe, NM",2017,806
"Albuquerque, NM",2017,557
"Elmira, NY",2017,577
"Watertown, NY",2017,695
"Fort Drum, NY",2017,695
"Buffalo, NY",2017,658
"Cheektowaga, NY",2017,658
"Niagara Falls, NY",2017,658
"Utica, NY",2017,634
"Rome, NY",2017,634
"Poughkeepsie, NY",2017,857
"Newburgh, NY",2017,857
"Middletown, NY",2017,857
"Syracuse, NY",2017,579
"New York, NY",2017,1352
"Albany, NY",2017,690
"Schenectady, NY",2017,690
"Troy, NY",2017,690
"Nassau, NY",2017,1230
"Suffolk, NY",2017,1230
"Binghamton, NY",2017,543
"Ithaca, NY",2017,842
"Kingston, NY",2017,724
"Glens Falls, NY",2017,563
"Rochester, NY",2017,625
"Westchester County, NY",2017,1196
"Yates County, NY",2017,493
"Burlington, NC",2017,652
"Brunswick County, NC",2017,729
"Hickory, NC",2017,562
"Lenoir, NC",2017,562
"Morganton, NC",2017,562
"Craven County, NC",2017,619
"Fayetteville, NC",2017,675
"Virginia Beach, NC",2017,934
"Norfolk, NC",2017,934
"Newport News, NC",2017,934
"Davidson County, NC",2017,524
"Gates County, NC",2017,530
"Haywood County, NC",2017,548
"Hoke County, NC",2017,508
"Iredell County, NC",2017,682
"Jones County, NC",2017,500
"Lincoln County, NC",2017,564
"Asheville, NC",2017,709
"Rocky Mount, NC",2017,585
"Wilmington, NC",2017,705
"Jacksonville, NC",2017,662
"Durham, NC",2017,710
"Chapel Hill, NC",2017,710
"Pamlico County, NC",2017,521
"Pender County, NC",2017,592
"Person County, NC",2017,445
"Greenville, NC",2017,622
"Greensboro, NC",2017,578
"High Point, NC",2017,578
"Rockingham County, NC",2017,480
"Rowan County, NC",2017,550
"Charlotte, NC",2017,703
"Concord, NC",2017,703
"Gastonia, NC",2017,703
"Raleigh, NC",2017,695
"Goldsboro, NC",2017,502
"Winston, NC",2017,597
"Salem, NC",2017,597
"Fargo, ND",2017,491
"Grand Forks, ND",2017,542
"Bismarck, ND",2017,636
"Oliver County, ND",2017,520
"Sioux County, ND",2017,520
"Lima, OH",2017,517
"Wheeling, OH",2017,625
"Brown County, OH",2017,445
"Springfield, OH",2017,486
"Hocking County, OH",2017,563
"Weirton, OH",2017,485
"Steubenville, OH",2017,485
"Huntington, OH",2017,465
"Ashland, OH",2017,465
"Cleveland, OH",2017,524
"Elyria, OH",2017,524
"Dayton, OH",2017,525
"Perry County, OH",2017,448
"Columbus, OH",2017,580
"Mansfield, OH",2017,502
"Canton, OH",2017,484
"Massillon, OH",2017,484
"Akron, OH",2017,516
"Youngstown, OH",2017,480
"Warren, OH",2017,480
"Boardman, OH",2017,480
"Union County, OH",2017,566
"Cincinnati, OH",2017,527
"Toledo, OH",2017,465
"Lawton, OK",2017,556
"Cotton County, OK",2017,512
"Grady County, OK",2017,486
"Le Flore County, OK",2017,533
"Lincoln County, OK",2017,486
"Oklahoma City, OK",2017,569
"Okmulgee County, OK",2017,442
"Pawnee County, OK",2017,450
"Fort Smith, OK",2017,493
"Tulsa, OK",2017,535
"Corvallis, OR",2017,619
"Bend, OR",2017,668
"Redmond, OR",2017,668
"Medford, OR",2017,615
"Grants Pass, OR",2017,622
"Eugene, OR",2017,564
"Springfield, OR",2017,564
"Albany, OR",2017,557
"Salem, OR",2017,546
"Portland, OR",2017,946
"Vancouver, OR",2017,946
"Hillsboro, OR",2017,946
"Gettysburg, PA",2017,626
"Armstrong County, PA",2017,488
"Reading, PA",2017,606
"Altoona, PA",2017,553
"Johnstown, PA",2017,538
"State College, PA",2017,776
"Columbia County, PA",2017,603
"Erie, PA",2017,579
"Chambersburg, PA",2017,538
"Waynesboro, PA",2017,538
"Lancaster, PA",2017,629
"Lebanon, PA",2017,609
"Williamsport, PA",2017,679
"Sharon, PA",2017,514
"East Stroudsburg, PA",2017,833
"Montour County, PA",2017,691
"Allentown, PA",2017,659
"Bethlehem, PA",2017,659
"Easton, PA",2017,659
"Harrisburg, PA",2017,609
"Carlisle, PA",2017,609
"Philadelphia, PA",2017,845
"Camden, PA",2017,845
"Wilmington, PA",2017,845
"Pike County, PA",2017,726
"Pittsburgh, PA",2017,566
"Scranton, PA",2017,553
", PA",2017,553
"Wilkes, PA",2017,553
"Barre, PA",2017,553
"York, PA",2017,570
"Hanover, PA",2017,570
"Newport, RI",2017,780
"Middleton, RI",2017,780
"Portsmouth, RI",2017,780
"Providence, RI",2017,732
"Fall River, RI",2017,732
"Westerly, RI",2017,825
"Hopkinton, RI",2017,825
"New Shoreham, RI",2017,825
"Anderson, SC",2017,538
"Beaufort County, SC",2017,876
"Chester County, SC",2017,512
"Darlington County, SC",2017,514
"Charleston, SC",2017,713
"North Charleston, SC",2017,713
"Augusta, SC",2017,563
"Richmond County, SC",2017,563
"Florence, SC",2017,543
"Myrtle Beach, SC",2017,727
"North Myrtle Beach, SC",2017,727
"Conway, SC",2017,727
"Jasper County, SC",2017,707
"Kershaw County, SC",2017,567
"Lancaster County, SC",2017,623
"Laurens County, SC",2017,490
"Greenville, SC",2017,551
"Mauldin, SC",2017,551
"Easley, SC",2017,551
"Columbia, SC",2017,592
"Spartanburg, SC",2017,449
"Sumter, SC",2017,586
"Union County, SC",2017,452
"Charlotte, SC",2017,703
"Concord, SC",2017,703
"Gastonia, SC",2017,703
"Custer County, SD",2017,519
"Meade County, SD",2017,466
"Rapid City, SD",2017,575
"Sioux Falls, SD",2017,543
"Sioux City, SD",2017,478
"Campbell County, TN",2017,389
"Crockett County, TN",2017,448
"Grainger County, TN",2017,389
"Hickman County, TN",2017,510
"Morristown, TN",2017,480
"Macon County, TN",2017,433
"Jackson, TN",2017,500
"Maury County, TN",2017,588
"Clarksville, TN",2017,487
"Morgan County, TN",2017,405
"Cleveland, TN",2017,473
"Roane County, TN",2017,461
"Chattanooga, TN",2017,562
"Smith County, TN",2017,446
"Kingsport, TN",2017,453
"Bristol, TN",2017,453
"Memphis, TN",2017,631
"Knoxville, TN",2017,520
"Johnson City, TN",2017,472
"Nashville, TN",2017,700
"Davidson, TN",2017,700
"Murfreesboro, TN",2017,700
", TN",2017,700
"Franklin, TN",2017,700
"Aransas County, TX",2017,622
"Atascosa County, TX",2017,510
"Austin County, TX",2017,630
"Texarkana, TX",2017,502
"Brazoria County, TX",2017,762
"Brownsville, TX",2017,529
"Harlingen, TX",2017,529
"Killeen, TX",2017,590
"Temple, TX",2017,590
"Odessa, TX",2017,834
"El Paso, TX",2017,546
"Falls County, TX",2017,504
"Sherman, TX",2017,508
"Denison, TX",2017,508
"McAllen, TX",2017,562
"Edinburg, TX",2017,562
"Mission, TX",2017,562
"Hood County, TX",2017,596
"Hudspeth County, TX",2017,563
"Kendall County, TX",2017,715
"Lampasas County, TX",2017,539
"Lubbock, TX",2017,545
"Lynn County, TX",2017,483
"Waco, TX",2017,517
"Martin County, TX",2017,510
"Medina County, TX",2017,456
"Midland, TX",2017,1033
"Newton County, TX",2017,450
"Oldham County, TX",2017,598
"Beaumont, TX",2017,539
"Port Arthur, TX",2017,539
"Amarillo, TX",2017,525
"College Station, TX",2017,624
"Bryan, TX",2017,624
"Dallas, TX",2017,689
"Rusk County, TX",2017,522
"Corpus Christi, TX",2017,759
"Tyler, TX",2017,626
"Somervell County, TX",2017,461
"Fort Worth, TX",2017,671
"Arlington, TX",2017,671
"Abilene, TX",2017,566
"San Angelo, TX",2017,618
"Longview, TX",2017,653
"Victoria, TX",2017,734
"Houston, TX",2017,701
"The Woodlands, TX",2017,701
"Sugar Land, TX",2017,701
"Laredo, TX",2017,598
"Wichita Falls, TX",2017,483
"Austin, TX",2017,799
"Round Rock, TX",2017,799
"San Antonio, TX",2017,623
"New Braunfels, TX",2017,623
"Wise County, TX",2017,616
"Box Elder County, UT",2017,463
"Logan, UT",2017,440
"Salt Lake City, UT",2017,642
"Tooele County, UT",2017,581
"Provo, UT",2017,605
"Orem, UT",2017,605
"St. George, UT",2017,580
"Ogden, UT",2017,557
"Clearfield, UT",2017,557
"Burlington, VT",2017,885
"South Burlington, VT",2017,885
"Buckingham County, VA",2017,436
"Culpeper County, VA",2017,824
"Floyd County, VA",2017,518
"Franklin County, VA",2017,490
"Giles County, VA",2017,443
"Pulaski County, VA",2017,522
"Rappahannock County, VA",2017,864
"Warren County, VA",2017,738
"Kingsport, VA",2017,453
"Bristol, VA",2017,453
"Charlottesville, VA",2017,714
"Harrisonburg, VA",2017,626
"Lynchburg, VA",2017,575
"Washington, VA",2017,1440
"Arlington, VA",2017,1440
"Alexandria, VA",2017,1440
"Blacksburg, VA",2017,664
"Christiansburg, VA",2017,664
"Radford, VA",2017,664
"Richmond, VA",2017,830
"Roanoke, VA",2017,572
"Staunton, VA",2017,625
"Waynesboro, VA",2017,625
"Virginia Beach, VA",2017,934
"Norfolk, VA",2017,934
"Newport News, VA",2017,934
"Winchester, VA",2017,775
"Lewiston, WA",2017,469
"Columbia County, WA",2017,486
"Longview, WA",2017,494
"Wenatchee, WA",2017,541
"Kennewick, WA",2017,565
"Richland, WA",2017,565
"Bremerton, WA",2017,659
"Silverdale, WA",2017,659
"Pend Oreille County, WA",2017,465
"Tacoma, WA",2017,766
"Mount Vernon, WA",2017,663
"Anacortes, WA",2017,663
"Portland, WA",2017,946
"Vancouver, WA",2017,946
"Hillsboro, WA",2017,946
"Seattle, WA",2017,1093
"Bellevue, WA",2017,1093
"Spokane, WA",2017,551
"Stevens County, WA",2017,528
"Olympia, WA",2017,784
"Tumwater, WA",2017,784
"Walla Walla County, WA",2017,526
"Bellingham, WA",2017,659
"Yakima, WA",2017,538
"Martinsburg, WV",2017,676
"Boone County, WV",2017,432
"Fayette County, WV",2017,432
"Winchester, WV",2017,775
"Weirton, WV",2017,485
"Steubenville, WV",2017,485
"Jefferson County, WV",2017,727
"Charleston, WV",2017,473
"Lincoln County, WV",2017,486
"Cumberland, WV",2017,511
"Wheeling, WV",2017,625
"Morgantown, WV",2017,619
"Putnam County, WV",2017,661
"Raleigh County, WV",2017,548
"Huntington, WV",2017,465
"Ashland, WV",2017,465
"Parkersburg, WV",2017,575
"Vienna, WV",2017,575
"Columbia County, WI",2017,501
"Madison, WI",2017,673
"Duluth, WI",2017,520
"Eau Claire, WI",2017,492
"Fond du Lac, WI",2017,519
"Green County, WI",2017,501
"Iowa County, WI",2017,524
"Kenosha County, WI",2017,565
"Green Bay, WI",2017,474
"La Crosse, WI",2017,516
"Onalaska, WI",2017,516
"Wausau, WI",2017,457
"Oconto County, WI",2017,539
"Appleton, WI",2017,462
"Racine, WI",2017,539
"Janesville, WI",2017,525
"Beloit, WI",2017,525
"Minneapolis, WI",2017,699
"St. Paul, WI",2017,699
"Bloomington, WI",2017,699
"Sheboygan, WI",2017,448
"Milwaukee, WI",2017,615
"Waukesha, WI",2017,615
"West Allis, WI",2017,615
"Oshkosh, WI",2017,560
"Neenah, WI",2017,560
"Cheyenne, WY",2017,607
"Casper, WY",2017,651
"Arecibo, PR",2017,323
"Fajardo, PR",2017,365
"Mayagüez, PR",2017,464
"Barranquitas, PR",2017,346
"Aibonito, PR",2017,346
"Guayama, PR",2017,357
"Quebradillas Municipio, PR",2017,357
"San German, PR",2017,357
"Caguas, PR",2017,361
"Aguadilla, PR",2017,357
"Isabela, PR",2017,357
"Utuado Municipio, PR",2017,323
"Ponce, PR",2017,377
"San Juan, PR",2017,430
"Guaynabo, PR",2017,430
"Yauco, PR",2017,357
"Daphne, AL",2018,729
"Fairhope, AL",2018,729
"Foley, AL",2018,729
"Anniston, AL",2018,477
"Oxford, AL",2018,477
"Jacksonville, AL",2018,477
"Chilton County, AL",2018,506
"Gadsden, AL",2018,494
"Henry County, AL",2018,538
"Dothan, AL",2018,531
"Florence, AL",2018,526
"Muscle Shoals, AL",2018,526
"Auburn, AL",2018,557
"Opelika, AL",2018,557
"Huntsville, AL",2018,521
"Mobile, AL",2018,679
"Montgomery, AL",2018,588
"Decatur, AL",2018,443
"Pickens County, AL",2018,451
"Columbus, AL",2018,621
"Birmingham, AL",2018,692
"Hoover, AL",2018,692
"Tuscaloosa, AL",2018,599
"Walker County, AL",2018,502
"Anchorage, AK",2018,923
"Fairbanks, AK",2018,873
"Matanuska, AK",2018,740
"Susitna Borough, AK",2018,740
"Sierra Vista, AZ",2018,617
