"city, state",ds,y
"St. Petersburg, FL",2017,815
"Clearwater, FL",2017,815
"Lakeland, FL",2017,640
"Winter Haven, FL",2017,640
"Jacksonville, FL",2017,791
"Port St. Lucie, FL",2017,831
"Pensacola, FL",2017,749
"Ferry Pass, FL",2017,749
"Brent, FL",2017,749
"North Port, FL",2017,827
"Sarasota, FL",2017,827
"Bradenton, FL",2017,827
"Orlando, FL",2017,837
"Kissimmee, FL",2017,837
"Sanford, FL",2017,837
"The Villages, FL",2017,581
"Deltona, FL",2017,764
"Daytona Beach, FL",2017,764
"Ormond Beach, FL",2017,764
"Wakulla County, FL",2017,719
"Walton County, FL",2017,715
"Butts County, GA",2017,605
"Savannah, GA",2017,801
"Rome, GA",2017,520
"Gainesville, GA",2017,682
"Haralson County, GA",2017,554
"Warner Robins, GA",2017,676
"Lamar County, GA",2017,475
"Hinesville, GA",2017,782
"Lincoln County, GA",2017,517
"Long County, GA",2017,641
"Valdosta, GA",2017,542
"Brunswick, GA",2017,606
"Meriwether County, GA",2017,498
"Monroe County, GA",2017,679
"Morgan County, GA",2017,616
"Murray County, GA",2017,471
"Columbus, GA",2017,648
"Athens, GA",2017,696
"Clarke County, GA",2017,696
"Peach County, GA",2017,547
"Pulaski County, GA",2017,517
"Augusta, GA",2017,618
"Richmond County, GA",2017,618
"Chattanooga, GA",2017,661
"Atlanta, GA",2017,858
"Sandy Springs, GA",2017,858
"Roswell, GA",2017,858
"Dalton, GA",2017,550
"Albany, GA",2017,616
"Urban Honolulu, HI",2017,1492
"Pocatello, ID",2017,512
"Butte County, ID",2017,551
"Logan, ID",2017,555
"Gem County, ID",2017,550
"Idaho Falls, ID",2017,558
"Coeur d'Alene, ID",2017,608
"Lewiston, ID",2017,538
"Boise City, ID",2017,629
"Cape Girardeau, IL",2017,554
"Bond County, IL",2017,584
"DeKalb County, IL",2017,691
"De Witt County, IL",2017,510
"Grundy County, IL",2017,779
"Jackson County, IL",2017,582
"Kankakee, IL",2017,676
"Kendall County, IL",2017,828
"Bloomington, IL",2017,613
"Decatur, IL",2017,531
"Macoupin County, IL",2017,492
"Champaign, IL",2017,668
"Urbana, IL",2017,668
"Davenport, IL",2017,578
"Moline, IL",2017,578
"Rock Island, IL",2017,578
"St. Louis, IL",2017,690
"Springfield, IL",2017,604
"Danville, IL",2017,537
"Chicago, IL",2017,1055
"Joliet, IL",2017,1055
"Naperville, IL",2017,1055
"Williamson County, IL",2017,506
"Rockford, IL",2017,578
"Peoria, IL",2017,604
"Columbus, IN",2017,720
"Carroll County, IN",2017,514
"Muncie, IN",2017,527
"Elkhart, IN",2017,567
"Goshen, IN",2017,567
"Louisville, IN",2017,629
"Kokomo, IN",2017,561
"Jasper County, IN",2017,576
"Michigan City, IN",2017,548
"La Porte, IN",2017,548
"Anderson, IN",2017,587
"Bloomington, IN",2017,688
"Cincinnati, IN",2017,613
"Owen County, IN",2017,579
"Gary, IN",2017,710
"Putnam County, IN",2017,544
"South Bend, IN",2017,635
"Mishawaka, IN",2017,635
"Scott County, IN",2017,546
"Indianapolis, IN",2017,689
"Carmel, IN",2017,689
"Sullivan County, IN",2017,620
"Lafayette, IN",2017,682
"West Lafayette, IN",2017,682
"Union County, IN",2017,577
"Terre Haute, IN",2017,594
"Evansville, IN",2017,605
"Washington County, IN",2017,546
"Fort Wayne, IN",2017,544
"Benton County, IA",2017,515
"Bremer County, IA",2017,529
"Dubuque, IA",2017,616
"Waterloo, IA",2017,597
"Cedar Falls, IA",2017,597
"Iowa City, IA",2017,771
"Jones County, IA",2017,488
"Cedar Rapids, IA",2017,575
"Plymouth County, IA",2017,497
"Omaha, IA",2017,715
"Council Bluffs, IA",2017,715
"Davenport, IA",2017,578
"Moline, IA",2017,578
"Rock Island, IA",2017,578
"Ames, IA",2017,663
"Des Moines, IA",2017,669
"West Des Moines, IA",2017,669
"Washington County, IA",2017,603
"Sioux City, IA",2017,567
"St. Joseph, KS",2017,547
"Lawrence, KS",2017,640
"Kingman County, KS",2017,512
"Manhattan, KS",2017,631
"Wichita, KS",2017,575
"Sumner County, KS",2017,512
"Topeka, KS",2017,576
"Kansas City, KS",2017,772
"Allen County, KY",2017,490
"Butler County, KY",2017,490
"Grant County, KY",2017,557
"Huntington, KY",2017,569
"Ashland, KY",2017,569
"Evansville, KY",2017,605
"Elizabethtown, KY",2017,566
"Owensboro, KY",2017,514
"Meade County, KY",2017,536
"Cincinnati, KY",2017,613
"Shelby County, KY",2017,551
"Clarksville, KY",2017,596
"Louisville, KY",2017,629
"Bowling Green, KY",2017,555
"Lexington, KY",2017,605
"Fayette, KY",2017,605
"Acadia Parish, LA",2017,454
"Lake Charles, LA",2017,630
"Shreveport, LA",2017,754
"Bossier City, LA",2017,754
"Iberia Parish, LA",2017,518
"Iberville Parish, LA",2017,501
"Alexandria, LA",2017,634
"St. James Parish, LA",2017,524
"Lafayette, LA",2017,731
"New Orleans, LA",2017,796
"Metairie, LA",2017,796
"Hammond, LA",2017,610
"Houma, LA",2017,666
"Thibodaux, LA",2017,666
"Monroe, LA",2017,626
"Vermilion Parish, LA",2017,560
"Webster Parish, LA",2017,535
"Baton Rouge, LA",2017,742
"Lewiston, ME",2017,660
"Auburn, ME",2017,660
"Cumberland County, ME",2017,688
"Bangor, ME",2017,678
"Penobscot County, ME",2017,573
"Sagadahoc County, ME",2017,720
"Portland, ME",2017,851
"York County, ME",2017,725
"York, ME",2017,893
"Kittery, ME",2017,893
"South Berwick, ME",2017,893
"Cumberland, MD",2017,592
"Philadelphia, MD",2017,1003
"Camden, MD",2017,1003
"Wilmington, MD",2017,1003
"Washington, MD",2017,1513
"Arlington, MD",2017,1513
"Alexandria, MD",2017,1513
"California, MD",2017,1080
"Lexington Park, MD",2017,1080
"Somerset County, MD",2017,636
"Hagerstown, MD",2017,658
"Salisbury, MD",2017,712
"Worcester County, MD",2017,719
"Baltimore, MD",2017,1097
"Columbia, MD",2017,1097
"Towson, MD",2017,1097
"Barnstable Town, MA",2017,933
"Pittsfield, MA",2017,733
"Berkshire County, MA",2017,768
"New Bedford, MA",2017,717
"Easton, MA",2017,1011
"Raynham, MA",2017,1011
"Taunton, MA",2017,851
"Mansfield, MA",2017,851
"Norton, MA",2017,851
"Providence, MA",2017,827
"Fall River, MA",2017,827
"Lawrence, MA",2017,1024
"Springfield, MA",2017,844
"Lowell, MA",2017,954
"Brockton, MA",2017,904
"Boston, MA",2017,1372
"Cambridge, MA",2017,1372
"Quincy, MA",2017,1372
"Eastern Worcester County, MA",2017,972
"Western Worcester County, MA",2017,680
"Fitchburg, MA",2017,774
"Leominster, MA",2017,774
"Worcester, MA",2017,839
"Barry County, MI",2017,573
"Bay City, MI",2017,546
"Niles, MI",2017,537
"Benton Harbor, MI",2017,537
"Battle Creek, MI",2017,642
"Cass County, MI",2017,555
"Flint, MI",2017,555
"Lansing, MI",2017,659
"East Lansing, MI",2017,659
"Jackson, MI",2017,604
"Grand Rapids, MI",2017,668
"Wyoming, MI",2017,668
"Livingston County, MI",2017,698
"Midland, MI",2017,577
"Monroe, MI",2017,629
"Montcalm County, MI",2017,537
"Muskegon, MI",2017,544
"Holland, MI",2017,670
"Grand Haven, MI",2017,670
"Saginaw, MI",2017,594
"Kalamazoo, MI",2017,629
"Portage, MI",2017,629
"Ann Arbor, MI",2017,850
"Detroit, MI",2017,701
"Warren, MI",2017,701
"Livonia, MI",2017,701
"Fargo, MN",2017,602
"Fillmore County, MN",2017,517
"La Crosse, MN",2017,612
"Onalaska, MN",2017,612
"Le Sueur County, MN",2017,561
"Mille Lacs County, MN",2017,675
"Mankato, MN",2017,697
"North Mankato, MN",2017,697
"Rochester, MN",2017,720
"Grand Forks, MN",2017,654
"Duluth, MN",2017,603
"Sibley County, MN",2017,522
"St. Cloud, MN",2017,598
"Wabasha County, MN",2017,606
"Minneapolis, MN",2017,862
"St. Paul, MN",2017,862
"Bloomington, MN",2017,862
"Benton County, MS",2017,590
"Memphis, MS",2017,707
"Gulfport, MS",2017,673
"Biloxi, MS",2017,673
"Pascagoula, MS",2017,684
"Marshall County, MS",2017,580
"Hattiesburg, MS",2017,721
"Jackson, MS",2017,710
"Simpson County, MS",2017,590
"Tate County, MS",2017,562
"Tunica County, MS",2017,620
"Yazoo County, MS",2017,522
"Bates County, MO",2017,479
"Columbia, MO",2017,619
"Callaway County, MO",2017,485
"Cape Girardeau, MO",2017,554
"Dallas County, MO",2017,481
"St. Joseph, MO",2017,547
"McDonald County, MO",2017,509
"Moniteau County, MO",2017,497
"Joplin, MO",2017,551
"Jefferson City, MO",2017,495
"Polk County, MO",2017,479
"Kansas City, MO",2017,772
"Springfield, MO",2017,545
"St. Louis, MO",2017,690
"Great Falls, MT",2017,542
"Golden Valley County, MT",2017,512
"Missoula, MT",2017,691
"Billings, MT",2017,646
"Sioux City, NE",2017,567
"Hall County, NE",2017,532
"Hamilton County, NE",2017,486
"Howard County, NE",2017,486
"Lincoln, NE",2017,606
"Merrick County, NE",2017,560
"Saunders County, NE",2017,557
"Seward County, NE",2017,545
"Omaha, NE",2017,715
"Council Bluffs, NE",2017,715
"Las Vegas, NV",2017,769
"Henderson, NV",2017,769
"Paradise, NV",2017,769
"Reno, NV",2017,706
"Carson City, NV",2017,645
"Manchester, NH",2017,936
"Nashua, NH",2017,895
"Hillsborough County, NH",2017,824
"Western Rockingham County, NH",2017,1011
"Boston, NH",2017,1372
"Cambridge, NH",2017,1372
"Quincy, NH",2017,1372
"Lawrence, NH",2017,1024
"Portsmouth, NH",2017,937
"Rochester, NH",2017,937
"Atlantic City, NJ",2017,1013
"Hammonton, NJ",2017,1013
"Ocean City, NJ",2017,933
"Vineland, NJ",2017,878
"Bridgeton, NJ",2017,878
"Jersey City, NJ",2017,1278
"Trenton, NJ",2017,1109
"Monmouth, NJ",2017,1156
"Ocean, NJ",2017,1156
"Bergen, NJ",2017,1328
"Passaic, NJ",2017,1328
"Philadelphia, NJ",2017,1003
"Camden, NJ",2017,1003
"Wilmington, NJ",2017,1003
"Middlesex, NJ",2017,1296
"Somerset, NJ",2017,1296
"Hunterdon, NJ",2017,1296
"Newark, NJ",2017,1063
"Warren County, NJ",2017,927
"Las Cruces, NM",2017,573
"Farmington, NM",2017,641
"Santa Fe, NM",2017,878
"Albuquerque, NM",2017,716
"Elmira, NY",2017,641
"Watertown, NY",2017,824
"Fort Drum, NY",2017,824
"Buffalo, NY",2017,666
"Cheektowaga, NY",2017,666
"Niagara Falls, NY",2017,666
"Utica, NY",2017,634
"Rome, NY",2017,634
"Poughkeepsie, NY",2017,1021
"Newburgh, NY",2017,1021
"Middletown, NY",2017,1021
"Syracuse, NY",2017,647
"New York, NY",2017,1419
"Albany, NY",2017,817
"Schenectady, NY",2017,817
"Troy, NY",2017,817
"Nassau, NY",2017,1533
"Suffolk, NY",2017,1533
"Binghamton, NY",2017,597
"Ithaca, NY",2017,911
"Kingston, NY",2017,904
"Glens Falls, NY",2017,700
"Rochester, NY",2017,737
"Westchester County, NY",2017,1401
"Yates County, NY",2017,602
"Burlington, NC",2017,668
"Brunswick County, NC",2017,765
"Hickory, NC",2017,565
"Lenoir, NC",2017,565
"Morganton, NC",2017,565
"Craven County, NC",2017,623
"Fayetteville, NC",2017,679
"Virginia Beach, NC",2017,939
"Norfolk, NC",2017,939
"Newport News, NC",2017,939
"Davidson County, NC",2017,550
"Gates County, NC",2017,533
"Haywood County, NC",2017,596
"Hoke County, NC",2017,512
"Iredell County, NC",2017,715
"Jones County, NC",2017,503
"Lincoln County, NC",2017,605
"Asheville, NC",2017,713
"Rocky Mount, NC",2017,589
"Wilmington, NC",2017,710
"Jacksonville, NC",2017,666
"Durham, NC",2017,834
"Chapel Hill, NC",2017,834
"Pamlico County, NC",2017,526
"Pender County, NC",2017,621
"Person County, NC",2017,525
"Greenville, NC",2017,626
"Greensboro, NC",2017,655
"High Point, NC",2017,655
"Rockingham County, NC",2017,483
"Rowan County, NC",2017,554
"Charlotte, NC",2017,784
"Concord, NC",2017,784
"Gastonia, NC",2017,784
"Raleigh, NC",2017,861
"Goldsboro, NC",2017,505
"Winston, NC",2017,611
"Salem, NC",2017,611
"Fargo, ND",2017,602
"Grand Forks, ND",2017,654
"Bismarck, ND",2017,649
"Oliver County, ND",2017,521
"Sioux County, ND",2017,569
"Lima, OH",2017,520
"Wheeling, OH",2017,627
"Brown County, OH",2017,512
"Springfield, OH",2017,534
"Hocking County, OH",2017,576
"Weirton, OH",2017,581
"Steubenville, OH",2017,581
"Huntington, OH",2017,569
"Ashland, OH",2017,569
"Cleveland, OH",2017,626
"Elyria, OH",2017,626
"Dayton, OH",2017,585
"Perry County, OH",2017,543
"Columbus, OH",2017,687
"Mansfield, OH",2017,512
"Canton, OH",2017,576
"Massillon, OH",2017,576
"Akron, OH",2017,594
"Youngstown, OH",2017,547
"Warren, OH",2017,547
"Boardman, OH",2017,547
"Union County, OH",2017,657
"Cincinnati, OH",2017,613
"Toledo, OH",2017,559
"Lawton, OK",2017,560
"Cotton County, OK",2017,589
"Grady County, OK",2017,524
"Le Flore County, OK",2017,540
"Lincoln County, OK",2017,562
"Oklahoma City, OK",2017,630
"Okmulgee County, OK",2017,589
"Pawnee County, OK",2017,567
"Fort Smith, OK",2017,511
"Tulsa, OK",2017,630
"Corvallis, OR",2017,750
"Bend, OR",2017,733
"Redmond, OR",2017,733
"Medford, OR",2017,649
"Grants Pass, OR",2017,626
"Eugene, OR",2017,669
"Springfield, OR",2017,669
"Albany, OR",2017,661
"Salem, OR",2017,612
"Portland, OR",2017,1053
"Vancouver, OR",2017,1053
"Hillsboro, OR",2017,1053
"Gettysburg, PA",2017,680
"Armstrong County, PA",2017,527
"Reading, PA",2017,722
"Altoona, PA",2017,589
"Johnstown, PA",2017,559
"State College, PA",2017,777
"Columbia County, PA",2017,671
"Erie, PA",2017,594
"Chambersburg, PA",2017,638
"Waynesboro, PA",2017,638
"Lancaster, PA",2017,749
"Lebanon, PA",2017,613
"Williamsport, PA",2017,683
"Sharon, PA",2017,546
"East Stroudsburg, PA",2017,943
"Montour County, PA",2017,747
"Allentown, PA",2017,815
"Bethlehem, PA",2017,815
"Easton, PA",2017,815
"Harrisburg, PA",2017,737
"Carlisle, PA",2017,737
"Philadelphia, PA",2017,1003
"Camden, PA",2017,1003
"Wilmington, PA",2017,1003
"Pike County, PA",2017,861
"Pittsburgh, PA",2017,657
"Scranton, PA",2017,657
", PA",2017,657
"Wilkes, PA",2017,657
"Barre, PA",2017,657
"York, PA",2017,686
"Hanover, PA",2017,686
"Newport, RI",2017,968
"Middleton, RI",2017,968
"Portsmouth, RI",2017,968
"Providence, RI",2017,827
"Fall River, RI",2017,827
"Westerly, RI",2017,845
"Hopkinton, RI",2017,845
"New Shoreham, RI",2017,845
"Anderson, SC",2017,543
"Beaufort County, SC",2017,939
"Chester County, SC",2017,515
"Darlington County, SC",2017,584
"Charleston, SC",2017,818
"North Charleston, SC",2017,818
"Augusta, SC",2017,618
"Richmond County, SC",2017,618
"Florence, SC",2017,547
"Myrtle Beach, SC",2017,754
"North Myrtle Beach, SC",2017,754
"Conway, SC",2017,754
"Jasper County, SC",2017,757
"Kershaw County, SC",2017,580
"Lancaster County, SC",2017,772
"Laurens County, SC",2017,507
"Greenville, SC",2017,656
"Mauldin, SC",2017,656
"Easley, SC",2017,656
"Columbia, SC",2017,759
"Spartanburg, SC",2017,575
"Sumter, SC",2017,590
"Union County, SC",2017,507
"Charlotte, SC",2017,784
"Concord, SC",2017,784
"Gastonia, SC",2017,784
"Custer County, SD",2017,588
"Meade County, SD",2017,575
"Rapid City, SD",2017,619
"Sioux Falls, SD",2017,655
"Sioux City, SD",2017,567
"Campbell County, TN",2017,457
"Crockett County, TN",2017,475
"Grainger County, TN",2017,460
"Hickman County, TN",2017,584
"Morristown, TN",2017,502
"Macon County, TN",2017,461
"Jackson, TN",2017,566
"Maury County, TN",2017,642
"Clarksville, TN",2017,596
"Morgan County, TN",2017,476
"Cleveland, TN",2017,561
"Roane County, TN",2017,542
"Chattanooga, TN",2017,661
"Smith County, TN",2017,471
"Kingsport, TN",2017,479
"Bristol, TN",2017,479
"Memphis, TN",2017,707
"Knoxville, TN",2017,669
"Johnson City, TN",2017,527
"Nashville, TN",2017,780
"Davidson, TN",2017,780
"Murfreesboro, TN",2017,780
", TN",2017,780
"Franklin, TN",2017,780
"Aransas County, TX",2017,722
"Atascosa County, TX",2017,594
"Austin County, TX",2017,663
"Texarkana, TX",2017,573
"Brazoria County, TX",2017,824
"Brownsville, TX",2017,536
"Harlingen, TX",2017,536
"Killeen, TX",2017,594
"Temple, TX",2017,594
"Odessa, TX",2017,1066
"El Paso, TX",2017,685
"Falls County, TX",2017,512
"Sherman, TX",2017,625
"Denison, TX",2017,625
"McAllen, TX",2017,566
"Edinburg, TX",2017,566
"Mission, TX",2017,566
"Hood County, TX",2017,663
"Hudspeth County, TX",2017,734
"Kendall County, TX",2017,906
"Lampasas County, TX",2017,543
"Lubbock, TX",2017,636
"Lynn County, TX",2017,572
"Waco, TX",2017,617
"Martin County, TX",2017,601
"Medina County, TX",2017,531
"Midland, TX",2017,1206
"Newton County, TX",2017,560
"Oldham County, TX",2017,717
"Beaumont, TX",2017,685
"Port Arthur, TX",2017,685
"Amarillo, TX",2017,632
"College Station, TX",2017,699
"Bryan, TX",2017,699
"Dallas, TX",2017,837
"Rusk County, TX",2017,546
"Corpus Christi, TX",2017,790
"Tyler, TX",2017,696
"Somervell County, TX",2017,551
"Fort Worth, TX",2017,770
"Arlington, TX",2017,770
"Abilene, TX",2017,617
"San Angelo, TX",2017,758
"Longview, TX",2017,720
"Victoria, TX",2017,742
"Houston, TX",2017,797
"The Woodlands, TX",2017,797
"Sugar Land, TX",2017,797
"Laredo, TX",2017,639
"Wichita Falls, TX",2017,601
"Austin, TX",2017,968
"Round Rock, TX",2017,968
"San Antonio, TX",2017,768
"New Braunfels, TX",2017,768
"Wise County, TX",2017,685
"Box Elder County, UT",2017,522
"Logan, UT",2017,555
"Salt Lake City, UT",2017,795
"Tooele County, UT",2017,694
"Provo, UT",2017,697
"Orem, UT",2017,697
"St. George, UT",2017,662
"Ogden, UT",2017,671
"Clearfield, UT",2017,671
"Burlington, VT",2017,1080
"South Burlington, VT",2017,1080
"Buckingham County, VA",2017,595
"Culpeper County, VA",2017,864
"Floyd County, VA",2017,549
"Franklin County, VA",2017,558
"Giles County, VA",2017,522
"Pulaski County, VA",2017,552
"Rappahannock County, VA",2017,870
"Warren County, VA",2017,743
"Kingsport, VA",2017,479
"Bristol, VA",2017,479
"Charlottesville, VA",2017,976
"Harrisonburg, VA",2017,630
"Lynchburg, VA",2017,634
"Washington, VA",2017,1513
"Arlington, VA",2017,1513
"Alexandria, VA",2017,1513
"Blacksburg, VA",2017,763
"Christiansburg, VA",2017,763
"Radford, VA",2017,763
"Richmond, VA",2017,871
"Roanoke, VA",2017,692
"Staunton, VA",2017,640
"Waynesboro, VA",2017,640
"Virginia Beach, VA",2017,939
"Norfolk, VA",2017,939
"Newport News, VA",2017,939
"Winchester, VA",2017,780
"Lewiston, WA",2017,538
"Columbia County, WA",2017,545
"Longview, WA",2017,605
"Wenatchee, WA",2017,608
"Kennewick, WA",2017,687
"Richland, WA",2017,687
"Bremerton, WA",2017,803
"Silverdale, WA",2017,803
"Pend Oreille County, WA",2017,551
"Tacoma, WA",2017,885
"Mount Vernon, WA",2017,728
"Anacortes, WA",2017,728
"Portland, WA",2017,1053
"Vancouver, WA",2017,1053
"Hillsboro, WA",2017,1053
"Seattle, WA",2017,1249
"Bellevue, WA",2017,1249
"Spokane, WA",2017,654
"Stevens County, WA",2017,557
"Olympia, WA",2017,866
"Tumwater, WA",2017,866
"Walla Walla County, WA",2017,576
"Bellingham, WA",2017,747
"Yakima, WA",2017,628
"Martinsburg, WV",2017,779
"Boone County, WV",2017,512
"Fayette County, WV",2017,514
"Winchester, WV",2017,780
"Weirton, WV",2017,581
"Steubenville, WV",2017,581
"Jefferson County, WV",2017,732
"Charleston, WV",2017,614
"Lincoln County, WV",2017,516
"Cumberland, WV",2017,592
"Wheeling, WV",2017,627
"Morgantown, WV",2017,719
"Putnam County, WV",2017,665
"Raleigh County, WV",2017,606
"Huntington, WV",2017,569
"Ashland, WV",2017,569
"Parkersburg, WV",2017,614
"Vienna, WV",2017,614
"Columbia County, WI",2017,594
"Madison, WI",2017,813
"Duluth, WI",2017,603
"Eau Claire, WI",2017,590
"Fond du Lac, WI",2017,575
"Green County, WI",2017,527
"Iowa County, WI",2017,555
"Kenosha County, WI",2017,670
"Green Bay, WI",2017,557
"La Crosse, WI",2017,612
"Onalaska, WI",2017,612
"Wausau, WI",2017,562
"Oconto County, WI",2017,581
"Appleton, WI",2017,575
"Racine, WI",2017,584
"Janesville, WI",2017,592
"Beloit, WI",2017,592
"Minneapolis, WI",2017,862
"St. Paul, WI",2017,862
"Bloomington, WI",2017,862
"Sheboygan, WI",2017,554
"Milwaukee, WI",2017,748
"Waukesha, WI",2017,748
"West Allis, WI",2017,748
"Oshkosh, WI",2017,592
"Neenah, WI",2017,592
"Cheyenne, WY",2017,636
"Casper, WY",2017,746
"Arecibo, PR",2017,325
"Fajardo, PR",2017,367
"Mayagüez, PR",2017,487
"Barranquitas, PR",2017,362
"Aibonito, PR",2017,362
"Guayama, PR",2017,374
"Quebradillas Municipio, PR",2017,374
"San German, PR",2017,374
"Caguas, PR",2017,389
"Aguadilla, PR",2017,374
"Isabela, PR",2017,374
"Utuado Municipio, PR",2017,325
"Ponce, PR",2017,395
"San Juan, PR",2017,459
"Guaynabo, PR",2017,459
"Yauco, PR",2017,374
"Daphne, AL",2018,762
"Fairhope, AL",2018,762
"Foley, AL",2018,762
"Anniston, AL",2018,511
"Oxford, AL",2018,511
"Jacksonville, AL",2018,511
"Chilton County, AL",2018,551
"Gadsden, AL",2018,497
"Henry County, AL",2018,554
"Dothan, AL",2018,535
"Florence, AL",2018,529
"Muscle Shoals, AL",2018,529
"Auburn, AL",2018,633
"Opelika, AL",2018,633
"Huntsville, AL",2018,603
"Mobile, AL",2018,683
"Montgomery, AL",2018,691
"Decatur, AL",2018,523
"Pickens County, AL",2018,456
"Columbus, AL",2018,685
"Birmingham, AL",2018,768
"Hoover, AL",2018,768
"Tuscaloosa, AL",2018,660
"Walker County, AL",2018,505
"Anchorage, AK",2018,1035
