,Job Title,Company,Location,Posting Date,Extract Date,Summary,Salary,Job Url,id
298,Senior Tax Associate,Berdon LLP,"New York, NY",30+ days ago,2021-03-23,"Ability to oversee, train and coach other tax associates and interns on assignments and assess their performance.
3+ years of public tax accounting experience.",,https://www.indeed.com/rc/clk?jk=8b7f743bc50ac1b4&fccid=e0b0d9e12fa85b06&vjs=3,298
299,Senior Internal Auditor,KPMG,"New York, NY",21 days ago,2021-03-23,Execute engagement planning activities for a full range of complex internal audits and participate in special projects and ongoing department-wide initiatives.,,https://www.indeed.com/rc/clk?jk=8e006de25b09da91&fccid=2dd390c3a48a7ed0&vjs=3,299
300,Sr Accountant - White Plains,"Premier Home Health Care Services, Inc.","White Plains, NY",30+ days ago,2021-03-23,"The role of the Senior Accountant is to manage general accounting duties as assigned by the Accounting leadership, including maintenance of financial datasheets…",,https://www.indeed.com/rc/clk?jk=4a7b0a61eb08e9f8&fccid=800444119700f2fd&vjs=3,300
301,"Senior Manager, U.S. Audit, Capital Markets",Scotiabank,"New York, NY",30+ days ago,2021-03-23,"Supporting the unit’s continuous monitoring program so as to understand and identify changing conditions within business, risk and corporate functions, keep…",,https://www.indeed.com/rc/clk?jk=d64194f8680b3b60&fccid=3002307a9e5b4706&vjs=3,301
302,Financial Crime Audit Senior Consultant,Crowe,"New York, NY",20 days ago,2021-03-23,"Highly effective communication with all levels of the organization including senior management.
Experience submitting written or oral reports of audit results…",,https://www.indeed.com/rc/clk?jk=4a591df4cae0734d&fccid=994b5c764776123e&vjs=3,302
303,"Senior Financial Accountant - Yonkers, NY","Westhab, Inc.","Yonkers, NY",30+ days ago,2021-03-23,"Review development project closing legal documents, review construction in progress schedules and prepare accounting entries as necessary.
CPA or MBA a plus.",,https://www.indeed.com/rc/clk?jk=4d7f86ad814ce7fd&fccid=8a823142b7758f63&vjs=3,303
304,"Senior Manager, U.S. Finance Audit",Scotiabank,"New York, NY",13 days ago,2021-03-23,"The Senior Manager will be responsible for all aspects of the audit, including the planning, execution, and reporting phases.",,https://www.indeed.com/rc/clk?jk=1dc7c19f4250b6ea&fccid=3002307a9e5b4706&vjs=3,304
305,Tax Senior,Deloitte,"New York, NY",30+ days ago,2021-03-23,Undertake tax compliance assignments for current and former executives of client corporations and partners of client organizations.,,https://www.indeed.com/rc/clk?jk=f7ca3768cca4c73a&fccid=9e215d88a6b33622&vjs=3,305
306,Senior Fund Accountant,Blue River,"New York, NY",12 days ago,2021-03-23,"Prepare and/or review financial statements, notes disclosures, and supporting schedules.
We provide innovative back-office solutions to asset managers across…",,https://www.indeed.com/rc/clk?jk=94f3d1b515384374&fccid=0247ab902658ea17&vjs=3,306
307,Senior Auditor-Financial Services,Crowe,"New York, NY",18 days ago,2021-03-23,"This includes all aspects of financial statement preparation, internal staffing of engagements, project scheduling and budgeting, planning of the engagement,…",,https://www.indeed.com/rc/clk?jk=ff307c17aafec42c&fccid=994b5c764776123e&vjs=3,307
308,"Senior Treasury Manager, Asset and Liability Management",Coinbase,"New York, NY",15 days ago,2021-03-23,"Produce key inputs and work with stakeholders on formulating business planning and stress testing strategies.
Create presentations for discussion with the Board…",,https://www.indeed.com/rc/clk?jk=08dcc30b546949bd&fccid=d2c6abf8a785fc40&vjs=3,308
309,Senior Staff Accountant,QDx Pathology Services,"Cranford, NJ",30+ days ago,2021-03-23,"Develop and implement accounting procedures by analyzing current procedures and recommending changes to the Controller.
Implementation and maintenance of KPI’s.",,https://www.indeed.com/rc/clk?jk=7cebe89ffcf2b33b&fccid=882c86269539522f&vjs=3,309
310,Audit Senior - Digital Currency,Friedman LLP,"New York, NY",3 days ago,2021-03-23,"Coordinate the day-to-day duties of planning, fieldwork and wrap-up.
3+ years’ experience in a similar role overseeing, planning, and reviewing engagements;…",,https://www.indeed.com/rc/clk?jk=77ab6b168f1cf42b&fccid=c902b575d624a64b&vjs=3,310
311,"Sr. Accountant, Financial Control Group",Argo Group,"New York, NY",30+ days ago,2021-03-23,"An inclusive culture that develops and sponsors diverse teams, encourages cross-functional engagement and collaboration, builds community through employee…",,https://www.indeed.com/rc/clk?jk=986c5552e715a4d4&fccid=f294abb5312a512f&vjs=3,311
312,"Tax Senior, Global Mobility",Mazars USA,"New York, NY",11 days ago,2021-03-23,"3-5 years of relevant global mobility tax compliance experience in a CPA firm, a professional services firm, a tax consulting practice or a law firm tax…",,https://www.indeed.com/rc/clk?jk=1d2ba1e481c0f148&fccid=cf80abde47d3bd81&vjs=3,312
313,Senior Auditor Corporate Audit,JetBlue Airways Corporation,"Long Island City, NY",27 days ago,2021-03-23,"Prepares and finalizes planning and announcement memos, assists in determining audit scope, and prepares and executes audit programs.",,https://www.indeed.com/rc/clk?jk=78fefa5c58970e99&fccid=38b8f999774b46b1&vjs=3,313
314,Senior Payroll Tax Analyst,Compass,"New York, NY",11 days ago,2021-03-23,"Ensure compliance with governmental agencies and stay current with changes in all federal, state and local payroll tax laws.",,https://www.indeed.com/rc/clk?jk=219bd6fa3564c977&fccid=3944dc0afa53bf7b&vjs=3,314
315,Senior Manager Internal Audit - Operations,Spotify,"New York, NY",30+ days ago,2021-03-23,"Drive risk assessments and dynamic audit planning, to develop and deliver a risk based Internal Audit plan, taking direction from the Board of Directors, Audit…",,https://www.indeed.com/rc/clk?jk=8f1076c04cb147f2&fccid=fe404d18bb9eef1e&vjs=3,315
316,Senior Staff Accountant,Hayward Industries,"Berkeley Heights, NJ",30+ days ago,2021-03-23,"Assist with accounting for complex and/or non-recurring transactions (acquisitions, dispositions, debt modification and/or extinguishment, accounting for leases…",,https://www.indeed.com/rc/clk?jk=bf97ec30e07c7d38&fccid=387493c6b0489ef1&vjs=3,316
317,"Tax Senior Accountant [New York, NY]",Cohen & Company,"New York, NY",27 days ago,2021-03-23,"Candidates must have recent experience in public accounting.
3+ years of Public Accounting experience focused in Tax.
CPA designation or near completion.",,https://www.indeed.com/rc/clk?jk=18021f53d66528bc&fccid=20f3e7c050037ca9&vjs=3,317
318,Senior Payroll Tax Analyst,Compass,"New York, NY",11 days ago,2021-03-23,"Ensure compliance with governmental agencies and stay current with changes in all federal, state and local payroll tax laws.",,https://www.indeed.com/rc/clk?jk=219bd6fa3564c977&fccid=3944dc0afa53bf7b&vjs=3,318
319,Senior Director Tax Reporting & Compliance,Sony Corporation of America,"New York, NY",1 day ago,2021-03-23,"Strong project management, planning, and organizational skills including the ability to prioritize multiple projects simultaneously in a fast-paced environment.",,https://www.indeed.com/rc/clk?jk=81ddce5a5e9fac90&fccid=189d9431c3c1e8ca&vjs=3,319
320,Tax Semi Senior,Friedman LLP,"New York, NY",30+ days ago,2021-03-23,"Assist with the coordination of the day-to-day duties of planning, tax work, and wrap-up.
Offering a competitive benefits package and 401k with a company match,…",,https://www.indeed.com/rc/clk?jk=6d47182e6a23819c&fccid=c902b575d624a64b&vjs=3,320
321,Senior Staff Accountant,QDx Pathology Services,"Cranford, NJ",30+ days ago,2021-03-23,"Develop and implement accounting procedures by analyzing current procedures and recommending changes to the Controller.
Implementation and maintenance of KPI’s.",,https://www.indeed.com/rc/clk?jk=7cebe89ffcf2b33b&fccid=882c86269539522f&vjs=3,321
322,"Tax Senior, Global Mobility",Mazars USA,"New York, NY",11 days ago,2021-03-23,"3-5 years of relevant global mobility tax compliance experience in a CPA firm, a professional services firm, a tax consulting practice or a law firm tax…",,https://www.indeed.com/rc/clk?jk=1d2ba1e481c0f148&fccid=cf80abde47d3bd81&vjs=3,322
323,"Senior Associate, Internal Audit",Peloton,"New York, NY",22 days ago,2021-03-23,The Senior Internal Audit Associate will participate in the planning and execution of the business process and operational audit program.,,https://www.indeed.com/rc/clk?jk=9089a4e2bc87360a&fccid=8899ecbdba2d0a5e&vjs=3,323
324,Senior Tax Accountant,Arch Insurance Group Inc (U.S.),"Jersey City, NJ",30+ days ago,2021-03-23,"Arch Insurance Group Inc., AIGI, has an opening with our Corporate Finance Division as a Senior Tax Accountant.
Assist with all taxes department duties.",,https://www.indeed.com/rc/clk?jk=1efd58c0f69a4d9b&fccid=4ddd203566acd644&vjs=3,324
325,"Tax Senior Accountant [New York, NY]",Cohen & Company,"New York, NY",27 days ago,2021-03-23,"Candidates must have recent experience in public accounting.
3+ years of Public Accounting experience focused in Tax.
CPA designation or near completion.",,https://www.indeed.com/rc/clk?jk=18021f53d66528bc&fccid=20f3e7c050037ca9&vjs=3,325
326,"Senior Manager, U.S. Internal Audit, Loan Review (New York or Houston)",Scotiabank,"New York, NY",18 days ago,2021-03-23,"Good project management, planning, and organizational skills, including managing competing project priorities and a diverse workload.",,https://www.indeed.com/rc/clk?jk=bd18f3fae8783715&fccid=3002307a9e5b4706&vjs=3,326
327,Senior Accountant-Real Estate,Acacia Network,"Bronx, NY",30+ days ago,2021-03-23,"Reporting to the Controller this position is responsible for providing financial information by recording, maintaining and reconciling financial data; preparing…",,https://www.indeed.com/rc/clk?jk=d6b35b419f07a017&fccid=bd862c0a4e8a8c37&vjs=3,327
328,"Senior Accountant, Inventory",HelloFresh,"New York, NY",11 days ago,2021-03-23,"4+ years professional accounting experience with a public accounting firm, or mid to large size company (> $100 million revenue);",,https://www.indeed.com/rc/clk?jk=256bf8012aa832a5&fccid=d945bab513bef0db&vjs=3,328
329,Sr. Tax Accountant,SGS,"Rutherford, NJ",6 days ago,2021-03-23,"Performs forecasting of tax predictions and communicates to senior managers.
Maintains tax records, prepares tax returns, tax-related schedules and reports.",,https://www.indeed.com/rc/clk?jk=9b204e7e4663c003&fccid=1272531993b16790&vjs=3,329
330,Senior Accounting Manager,Riskified,"New York, NY",30+ days ago,2021-03-23,Participate in the preparation and review of all quarterly and annual disclosures and supporting schedules of the Company's financial statements.,,https://www.indeed.com/rc/clk?jk=eb69177ccbbbb06a&fccid=777f6e070f6b7973&vjs=3,330
331,Corporate Transfer Pricing - Senior Associate,PRICE WATERHOUSE COOPERS,"New York, NY",26 days ago,2021-03-23,"You’ll focus on all aspects of documentation planning, dispute resolution, and advance pricing agreements.
Demonstrates considerable technical skills, including…",,https://www.indeed.com/rc/clk?jk=10068b04a29aefc5&fccid=5e964c4afc56b180&vjs=3,331
332,Sr. Cost Accountant,World Wide Packaging,"Florham Park, NJ",15 days ago,2021-03-23,"Public accounting firm experience a plus.
The position provides recommendations to senior management in support of achievement of Company goals.",,https://www.indeed.com/rc/clk?jk=ecb412b9088f4a8b&fccid=ed84f199673a8058&vjs=3,332
333,Sr Treasury Manager,Amazon.com Services LLC,"New York, NY",30+ days ago,2021-03-23,"Experience with multi-lateral foreign exchange netting, in-house banking solutions, and pay-on/receive-on-behalf-of cash management solutions.",,https://www.indeed.com/rc/clk?jk=66a0f240307affc7&fccid=fe2d21eef233e94a&vjs=3,333
334,Senior Financial SEC Reporting Manager,Boxed,"New York, NY",30+ days ago,2021-03-23,"Manages presentation of financials and communication to senior management.
Participates in the coordination, planning, and execution of all aspects of the…",,https://www.indeed.com/company/Boxed/jobs/Senior-Financial-Sec-Reporting-Manager-c94bc72de1196f3c?fccid=31e99608a9d5a87f&vjs=3,334
335,"Controllers, Controllers Administration, Analyst/ Senior Analyst - Salt Lake City",Goldman Sachs,"Jersey City, NJ",26 days ago,2021-03-23,"As well as managing both internal and external financial reporting, Controllers expertise plays a key role in the firm’s business planning decisions around…",,https://www.indeed.com/rc/clk?jk=1ceedc02391e2b53&fccid=16a97ed26c75bf2d&vjs=3,335
336,Assurance Senior Associate [Commercial Real Estate],CohnReznick,"New York, NY",30+ days ago,2021-03-23,"As a Senior Associate, you will serve as the engagement lead on specific client accounts, taking responsibility for pre-engagement planning, execution and final…",,https://www.indeed.com/rc/clk?jk=796b1a73cd6257b9&fccid=f0bade0760e83581&vjs=3,336
337,SEC Audit Senior Associate,Grant Thornton,"New York, NY",30+ days ago,2021-03-23,"Run client engagements from start to finish, which includes planning, executing, directing, and completing financial audits and managing to budget.",,https://www.indeed.com/rc/clk?jk=6ca0f260acfa737b&fccid=7ac82fceed64aa81&vjs=3,337
338,Tax Senior,Friedman LLP,"New York, NY",30+ days ago,2021-03-23,"Participates in planning and execution of client engagement in collaboration with the Manager and/or Partner on the job.
Trains and mentors lower level staff.",,https://www.indeed.com/rc/clk?jk=f9ff0cdb37a89c9d&fccid=c902b575d624a64b&vjs=3,338
339,Tax Senior,Mazars USA,"Woodbury, NY",30+ days ago,2021-03-23,"3-5 years of relevant tax experience working in a CPA firm, a professional services firm, a tax consulting practice or a large corporate tax department.",,https://www.indeed.com/rc/clk?jk=c5926c50bdbca4d7&fccid=cf80abde47d3bd81&vjs=3,339
340,Tax Reporting/Trust Specialist - Implementation Conversion Analyst Senior,FIS Global,"New York, NY",1 day ago,2021-03-23,"Acts as an on-site resource during conversion and answers questions, troubleshoots problems as they occur, supports implementation of new procedures, conducts…",,https://www.indeed.com/rc/clk?jk=9562affb3ddb6e30&fccid=74e36d81c894b4b7&vjs=3,340
341,Senior Tax Accountant,The Execu|Search Group,"New York, NY",30+ days ago,2021-03-23,A law firm in New York City is actively seeking a driven and analytical professional for a promising opportunity as their new Senior Tax Accountant.,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B-PqtJkJBxcFK4No1YgA2WlSENonneqf7HjiGu_Q0_hPh9jaf6ReQGK0JtjZBY42I1rxsAUv1WNSByyrYk-L4HYQq_5zkhneYz5V8qquLsd2eAZpK8V9j7au3R6p-2iJ23GcSmpbRCTm1cow_2PKOB7MH-mtUDKSbZVnARHwaho4xBYqNWu11num5BUBd2zTjEthnPrLHPsbeAbAQZaK6RGrAXJaxNxBNV8_Duq1pmHt2CflKEr9jFjtPAdD7vfth19WJmpOXXVF1HOCqzaH9lYLhrqGs3NxxMj6WiRx52W4m3Cz06yxIwXMWIRyPSTzDcjH-RkRAoTP8RChrIbNX397TCTNeB4E4cPqQujq3FSlmT-2-Y7Tdb9zAZMUfnnogVayaDwP3I-ibYS5lwjnkhHm9NhHk9Yc3v7cJV3TPebyTU4j1ezpwmA9pO_Y0MaoIJ2lG3xT9nA-OxHlOo_Sfq8eHuca3dERE=&p=8&fvj=0&vjs=3,341
342,State and Local Tax - Financial Services - Senior Associate - New York,PRICE WATERHOUSE COOPERS,"New York, NY",27 days ago,2021-03-23,"Use a broad range of tools and techniques to extract insights from current industry or sector trends.
You’ll help with assessing our client’s state and local…",,https://www.indeed.com/rc/clk?jk=16134deee0f221cb&fccid=5e964c4afc56b180&vjs=3,342
343,Senior Consultant - R&C Internal Audit (NY),CrossCountry Consulting,"New York, NY",30+ days ago,2021-03-23,"3 years + professional services experience in a client facing role at a consulting firm, Big Four accounting firm, or commensurate experience in the industry…",,https://www.indeed.com/rc/clk?jk=752c9fe2edf0b2f1&fccid=41d4f951b1ea5f2a&vjs=3,343
344,Senior Portfolio Accountant,The Execu|Search Group,"New York, NY",20 days ago,2021-03-23,"In this role, the Senior Portfolio Accountant will assist in the preparation and review of financial statements, including but not limited to, Balance Sheet,…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B-PqtJkJBxcFK4No1YgA2WlSENonneqf7HjiGu_Q0_hPh9jaf6ReQGgY4xh8Ox1OFx5l_Egb8V3Ab_cG5yaBVldUox0E_JYaRmCukYBcgFjZjTNlbXetb271qw7-K2TyxJI0wHiGxHfoXzsO1gFTKwKjJnDAMF2kJ5CCQNeopTfdd3flnC8PuUHy-ZN8GLq8d11xZ_N78Ax0NkMdIRW6Bz7dIoJAosGxaVYY8ZnMCdFRz655NpfAe-a5qcQFHWG5O-WfcBSuafBBrG5GzuTiqNbRdMHxEF7lQ3KM6XpNm_bIHTVSloNzHv-w10medIJ-3QCr7V9HCcI2TRQ9eA6CJHE_R_sAOnSsYdIvC7NEfUlLbCb62opndXnccQf22ZNtKdsoY_FOoreTnvQuk-3C5bTBGGmsri8-xokwi_MGyhUgujlkY3uA9wCP7KEnosHHmZJuOCj6-PUrA-uOsZuve7gIl9ALTjktI=&p=11&fvj=0&vjs=3,344
345,Assurance Senior Manager,BDO,"New York, NY",5 days ago,2021-03-23,"Prior experience performing SAS70 highly desired.
Exposure to industry software such as PeopleSoft, JD Edwards, SAP, Lawson, Oracle Financials, Great Plains,…",,https://www.indeed.com/rc/clk?jk=c2364892c4a4d62d&fccid=3639654bd4055c70&vjs=3,345
346,"Financial Services Tax Regulated Investment Company (""RIC"") Senior",PRICE WATERHOUSE COOPERS,"New York, NY",30+ days ago,2021-03-23,"Use a broad range of tools and techniques to extract insights from current industry or sector trends.
You’ll advise clients on their local and overseas tax…",,https://www.indeed.com/rc/clk?jk=7af3a2f70c4f1a38&fccid=5e964c4afc56b180&vjs=3,346
347,Transfer Pricing Tax Senior Associate,BDO,"New York, NY",13 days ago,2021-03-23,"In this role, the STS Transfer Pricing Senior Associate will be charged with gathering client information for appropriate tax filings and preparing tax accrual…",,https://www.indeed.com/rc/clk?jk=56afe0d3327cd9a7&fccid=3639654bd4055c70&vjs=3,347
348,Senior Tax Associate,SS&C Technologies,"New York, NY",20 days ago,2021-03-23,"Big Four accounting firm experience is highly desirable.
Our Division’s product line includes solutions for regulatory and tax reporting, risk and analytics,…",,https://www.indeed.com/rc/clk?jk=f6158dcac9586668&fccid=7ab93833a090100a&vjs=3,348
349,Senior Auditor- Investment Services,BNY Mellon,"New York, NY",30+ days ago,2021-03-23,"Viewed as an internal resource capable of creating and maintaining accurate and clear work documents, completing tasks on time, on budget, and accurately, and…",,https://www.indeed.com/rc/clk?jk=c688e12e7077e971&fccid=b4048be2884af072&vjs=3,349
350,Sr. Accountant,CareFinders,"Hasbrouck Heights, NJ",25 days ago,2021-03-23,"Assist with internal and external audits and prepare supporting schedules as required.
Perform month-end and year-end close processes in accordance with GAAP…",,https://www.indeed.com/rc/clk?jk=f009ce5547ce45ed&fccid=44fee30ec9b03612&vjs=3,350
351,Sr. Tax Accountant,SGS,"Rutherford, NJ",6 days ago,2021-03-23,"Performs forecasting of tax predictions and communicates to senior managers.
Maintains tax records, prepares tax returns, tax-related schedules and reports.",,https://www.indeed.com/rc/clk?jk=9b204e7e4663c003&fccid=1272531993b16790&vjs=3,351
352,Senior Tax Accountant,Wagner & Zwerman,"Melville, NY",30+ days ago,2021-03-23,"Answer questions and provide future tax planning to clients.
Business and trust tax experience, including projections, planning and analysis.",,https://www.indeed.com/rc/clk?jk=57b6cfdab9ac263f&fccid=db6f7210e05e286d&vjs=3,352
353,Tax Senior- High Net Worth,Marcum,"New York, NY",20 days ago,2021-03-23,"Interact closely with clients to provide innovative tax planning, consulting and compliance services in a timely and effective manner.",,https://www.indeed.com/rc/clk?jk=12077f9724ccb1d7&fccid=ffedc3e0396dbea2&vjs=3,353
354,"Senior Associate, SALT M&A Tax",KPMG,"New York, NY",Today,2021-03-23,"A minimum of three years of experience performing tax research and providing technical advice on multi-state tax issues in a public accounting firm, a corporate…",,https://www.indeed.com/rc/clk?jk=d9c83c1355c7710b&fccid=2dd390c3a48a7ed0&vjs=3,354
355,Senior - Tax and Finance Operate (TFO) & Global Operations - Global Delivery Lead,Ernst & Young,"New York, NY",Today,2021-03-23,"EY’s Tax and Finance Operate (TFO) practice serves high-profile, national and multinational clients, providing a range of domestic and international…",,https://www.indeed.com/rc/clk?jk=c3989fa9635568b6&fccid=1544766d4c2915b0&vjs=3,355
356,Senior Property Accountant,Ascendo Resources,"New York, NY",Active 6 days ago,2021-03-23,"Track escrow accounts and mortgage payments.
15+ years Commercial Real Estate Accounting.
Yardi software (must have), QuickBooks (a plus).",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cnp95dEus6hpwNZzYO14T2JYXzT_gSfUX9Wy6PXUfQDWuhabOeV2rgO87YMFMHnLe9HmZBcjD5Q7LyyBwFX7MadYr3W9AIlQkPLPE7kOhH2qIVEMhWN_puuTcy99ZlK3uaxclGf8iTw8qtnJJe8L4JqCL7NUgdcrR8pqQmoyuTGOOP0oIglDG85SFcZPDW3EnikX1OQ68AT7jEtDD_SWCWN7rn8Jazxrv8Mr__36kdslzcttF6NUGqtQ9_OA96Aa-uFj6-znufpzPgzatIuyxYdCf-elLaYZm6nOEP_yHFxhV-ulssIPpLKvSDrZH-DkHVLjCuPXgL6rhNksQjGU2OB41gPNKXNEP_CDh8QMQoZWOevW2KLLoxXd6MSMIkabjqxzIzJTu06BLsiZhHCzmEAr9x-j8xUCYu0r3NdKhsmZ4PjTwnljFXBlnhW7J-lZzpzFdt9BNF0glaYgHCh4A-x3NiOJ01UzI=&p=8&fvj=1&vjs=3,356
357,Tax Semi Senior,Friedman LLP,"New York, NY",30+ days ago,2021-03-23,"Assist with the coordination of the day-to-day duties of planning, tax work, and wrap-up.
Offering a competitive benefits package and 401k with a company match,…",,https://www.indeed.com/rc/clk?jk=6d47182e6a23819c&fccid=c902b575d624a64b&vjs=3,357
358,Senior Accounting Manager,Ro,"New York, NY",30+ days ago,2021-03-23,"Perform month- end and year- end accounting close procedures, journal entries and financial reportingPerform reconciliation of inventory monthly.",,https://www.indeed.com/company/Ro/jobs/Senior-Accounting-Manager-22e93c1c6760e669?fccid=6595db4e00c1e70f&vjs=3,358
359,Tax Services Senior- Financial Services - Private Client Services,Ernst & Young,"New York, NY",17 days ago,2021-03-23,"You will be preparing and reviewing complex individual tax returns to income tax planning and advising of high net worth individuals and families, allowing you…",,https://www.indeed.com/rc/clk?jk=ad27f3eb11c91e0b&fccid=1544766d4c2915b0&vjs=3,359
360,"Controllers, Controllers Administration, Analyst/ Senior Analyst - Salt Lake City",Goldman Sachs,"Jersey City, NJ",26 days ago,2021-03-23,"As well as managing both internal and external financial reporting, Controllers expertise plays a key role in the firm’s business planning decisions around…",,https://www.indeed.com/rc/clk?jk=1ceedc02391e2b53&fccid=16a97ed26c75bf2d&vjs=3,360
361,Senior Director Tax Reporting & Compliance,Sony Corporation of America,"New York, NY",1 day ago,2021-03-23,"Strong project management, planning, and organizational skills including the ability to prioritize multiple projects simultaneously in a fast-paced environment.",,https://www.indeed.com/rc/clk?jk=81ddce5a5e9fac90&fccid=189d9431c3c1e8ca&vjs=3,361
362,Senior Tax Associate,Gartner,"Stamford, CT",30+ days ago,2021-03-23,"Responsible for preparation of federal and consolidated provision inclusive of collaborating with wider tax team, calculating ETR, SOX, and C-Suite deliverables…",,https://www.indeed.com/rc/clk?jk=b0adec25fb95f05e&fccid=be293f1def77a963&vjs=3,362
363,Senior Tax Associate,SS&C Technologies,"New York, NY",20 days ago,2021-03-23,"Big Four accounting firm experience is highly desirable.
Our Division’s product line includes solutions for regulatory and tax reporting, risk and analytics,…",,https://www.indeed.com/rc/clk?jk=f6158dcac9586668&fccid=7ab93833a090100a&vjs=3,363
364,Internal Audit - Senior Auditor - Finance,Citi,"New York, NY",30+ days ago,2021-03-23,"Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its…",,https://www.indeed.com/rc/clk?jk=f8f1c40c0f73a073&fccid=5bcd1ef0a7f4fb99&vjs=3,364
365,Sr Auditor / Staff Auditor,CEDENT,"New York, NY",30+ days ago,2021-03-23,"At least 2 years of experience, preferably a mix of time in a Big 4 public accounting firm (or reputable accounting firm) and a large international audit ,…",,https://www.indeed.com/rc/clk?jk=c1378f37622f1188&fccid=2ecf4575019bf07a&vjs=3,365
366,Senior Tax Associate,Bessemer Trust Company,"Garden City, NY",30+ days ago,2021-03-23,"The individual will spend the majority of time working with ultra high net worth individuals and families and all the related planning, projects and compliance…",,https://www.indeed.com/rc/clk?jk=d1e67318555368fd&fccid=5b9ee8b65931d198&vjs=3,366
367,Tax Semi Senior,Friedman LLP,"New York, NY",30+ days ago,2021-03-23,"Assist with the coordination of the day-to-day duties of planning, tax work, and wrap-up.
Offering a competitive benefits package and 401k with a company match,…",,https://www.indeed.com/rc/clk?jk=6d47182e6a23819c&fccid=c902b575d624a64b&vjs=3,367
368,Senior Internal Auditor,Ashfield Healthcare Communications,"Lyndhurst, NJ",7 days ago,2021-03-23,Assess the risk environment and contributing to the audit planning process both at a US and a Divisional/Group level.,,https://www.indeed.com/rc/clk?jk=cfcdc9935f202f62&fccid=8c881a7b6c1e50ea&vjs=3,368
369,Senior Accounting Manager,Riskified,"New York, NY",30+ days ago,2021-03-23,Participate in the preparation and review of all quarterly and annual disclosures and supporting schedules of the Company's financial statements.,,https://www.indeed.com/rc/clk?jk=eb69177ccbbbb06a&fccid=777f6e070f6b7973&vjs=3,369
370,Senior Tax Accountant,Wagner & Zwerman,"Melville, NY",30+ days ago,2021-03-23,"Answer questions and provide future tax planning to clients.
Business and trust tax experience, including projections, planning and analysis.",,https://www.indeed.com/rc/clk?jk=57b6cfdab9ac263f&fccid=db6f7210e05e286d&vjs=3,370
371,Senior Accountant - Financial Services Required,Lightspeed Financial Services Group,"Morristown, NJ",Active 7 days ago,2021-03-23,"This person will report to the CFO and work closely with the Accounting Manager and Accounting Associate on all accounting, finance, audit, and tax related…",,https://www.indeed.com/company/Lightspeed-Financial-Services-Group/jobs/Senior-Accountant-57bcc4069b68006f?fccid=901feee3941cad0b&vjs=3,371
372,Senior Tax Specialist,Hudson River Trading,"New York, NY",20 days ago,2021-03-23,"Minimum of 2-3 years total tax experience, at a large public accounting firm or a large corporation.
In addition, this role will provide exposure to domestic…",,https://www.indeed.com/rc/clk?jk=48b815b450a31f62&fccid=01b91641951e8886&vjs=3,372
373,Audit & Assurance Senior,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Participate in pre-audit planning for audit engagements.
Interacting directly with senior management of the audit team and audit clients to discuss auditing…",,https://www.indeed.com/rc/clk?jk=286a647e5495a8f7&fccid=9e215d88a6b33622&vjs=3,373
374,Audit & Assurance Analytics Specialist Senior,Deloitte,"New York, NY",13 days ago,2021-03-23,"Work with Industry Professional Practice Directors (IPPD's), Deloitte’s National Office, individual audit engagement teams, client personnel, and firm…",,https://www.indeed.com/rc/clk?jk=d327c2e4409a6f6a&fccid=9e215d88a6b33622&vjs=3,374
375,"Senior Director, Tax",Danone,"White Plains, NY",25 days ago,2021-03-23,You will Identify tax planning opportunities including determination of related tax consequences and overseeing the strategic timing of realizing deferred items…,,https://www.indeed.com/rc/clk?jk=e0bae95e4fb822a0&fccid=1d449a8e14af7cf3&vjs=3,375
376,Senior Consultant - R&C Internal Audit (NY),CrossCountry Consulting,"New York, NY",30+ days ago,2021-03-23,"3 years + professional services experience in a client facing role at a consulting firm, Big Four accounting firm, or commensurate experience in the industry…",,https://www.indeed.com/rc/clk?jk=752c9fe2edf0b2f1&fccid=41d4f951b1ea5f2a&vjs=3,376
377,Senior Tax Accountant,Arch Insurance Group Inc (U.S.),"Jersey City, NJ",30+ days ago,2021-03-23,"Arch Insurance Group Inc., AIGI, has an opening with our Corporate Finance Division as a Senior Tax Accountant.
Assist with all taxes department duties.",,https://www.indeed.com/rc/clk?jk=1efd58c0f69a4d9b&fccid=4ddd203566acd644&vjs=3,377
378,Senior Financial SEC Reporting Manager,Boxed,"New York, NY",30+ days ago,2021-03-23,"Manages presentation of financials and communication to senior management.
Participates in the coordination, planning, and execution of all aspects of the…",,https://www.indeed.com/company/Boxed/jobs/Senior-Financial-Sec-Reporting-Manager-c94bc72de1196f3c?fccid=31e99608a9d5a87f&vjs=3,378
379,Senior - Tax and Finance Operate (TFO) & Global Operations - Global Delivery Lead,Ernst & Young,"New York, NY",Today,2021-03-23,"EY’s Tax and Finance Operate (TFO) practice serves high-profile, national and multinational clients, providing a range of domestic and international…",,https://www.indeed.com/rc/clk?jk=c3989fa9635568b6&fccid=1544766d4c2915b0&vjs=3,379
