,Job Title,Company,Location,Posting Date,Extract Date,Summary,Salary,Job Url,id
667,Senior Tax Associate - Trust & Estate,PKF O'Connor Davies,"Cranford, NJ",25 days ago,2021-03-23,"3+ years of progressive tax experience in a public accounting firm.
The Senior Tax Associate will work in our Trust and Estate practice, which provides clients…",,https://www.indeed.com/rc/clk?jk=1529a97c8032909c&fccid=39139820e001980d&vjs=3,667
668,Tax Senior- Business Tax,RSM US LLP,"New York, NY",30+ days ago,2021-03-23,"Interact directly with clients handling questions, planning, concerns, etc.
Experience with a national or large regional accounting firm.
CPA, JD, LLM, or EA.",,https://www.indeed.com/rc/clk?jk=b825e2e9e70b8a1c&fccid=198b7374e1f8a26f&vjs=3,668
669,Audit Sr. Manager – Real Estate,"Margolin, Winer & Evens LLP","Uniondale, NY",30+ days ago,2021-03-23,"This position is for anyone with experience managing and supervising multiple engagements, training staff, and preparing and reviewing all audit functions in…",,https://www.indeed.com/rc/clk?jk=6b06d3d1c366bcb0&fccid=0c9c7bd89e777085&vjs=3,669
670,Senior - Business Tax Services - Federal/Corporate Tax,Deloitte,"Parsippany, NJ",30+ days ago,2021-03-23,"As a Tax Senior Consultant within the Business Tax Services group, you will be a valuable member of tax engagement teams, providing and assisting with a variety…",,https://www.indeed.com/rc/clk?jk=4115db16a50e2550&fccid=9e215d88a6b33622&vjs=3,670
671,Financial Services Audit Senior Associate,RSM US LLP,"Stamford, CT",30+ days ago,2021-03-23,"3 years of current or recent experience in a public accounting environment specializing in Financial Services, specifically Funds.",,https://www.indeed.com/rc/clk?jk=162356f27a80085c&fccid=198b7374e1f8a26f&vjs=3,671
672,"Tax Senior, PSG Energy, Real Estate and Operating Partnerships",Deloitte,"New York, NY",25 days ago,2021-03-23,"In the ERO practice, PSG professionals counsel privately-held and publicly-traded partnerships across the United States on a wide range of federal tax issues…",,https://www.indeed.com/rc/clk?jk=8fcb26063c98d109&fccid=9e215d88a6b33622&vjs=3,672
673,Audit Senior Manager - SEC,Friedman LLP,"East Hanover, NJ",30+ days ago,2021-03-23,"Oversee Seniors and Staff coordinating the day-to-day duties of planning, fieldwork and wrap-up.
Keep current on technical and industry developments and…",,https://www.indeed.com/rc/clk?jk=5fd938454939df7f&fccid=c902b575d624a64b&vjs=3,673
674,Tax Services Senior - Business Tax Services - Tax Accounting & Risk Advisory Services,Ernst & Young,"New York, NY",29 days ago,2021-03-23,"As a Senior, you'll provide clients with tax guidance and consulting related to tax accounting and planning (internal restructurings, acquisitions, dispositions…",,https://www.indeed.com/rc/clk?jk=0cd766c528d2b5fc&fccid=1544766d4c2915b0&vjs=3,674
675,Senior Accountant - Publicly Traded Company,Vaco,"Morristown, NJ",11 days ago,2021-03-23,"This will be a hands-on role reporting into the CFO.
Their dynamic and forward-thinking leadership is always open to new ideas.
Ad-hoc requests, as necessary.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6spad3mTsGcQh4rbzJLO7hKeQOQpnUpYrzJcIO3kT5yKeTg5WrR7kxiEichVOFtryOs8yDctmfNQIdwulwKE81edEtVTUAOV8eLFd_fx9il9GpSXy2xlF5SCYV4qsiF6cIPTc8-JXWdH_15SVQOP0jXBGvrbfjdqUDU7J_Kp12tsSHJerqawPhflMSK4SIxOvAh2JKU1KZbJm8lcwCfEa3wjYiYc9eb2fBE1wsuSkHl6tWbGKlgXwmCib_3XBvftH1ZOu5L1Z-DTWfmVdNylYy966sitdKtblS8vbNSvqdx8LrvHnuwooG-XlEFzF9RBDYO0IUYdXY7Ia7tbYH_ndqkNnPnmh_jHBnkUZ_2ACTAZv18PwM3cbuhKIXEWaBsm4A1tFpoZCAFsKKoc064SIq0iU6oFFIHn8tSxUdAVX7Ot_6zJCwBOvUmyfTf-804YUE=&p=7&fvj=0&vjs=3,675
676,Multistate Tax - State Income and Franchise - Senior,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Assisting with various tax consulting projects including research and writing projects related to tax planning, restructuring, due diligence, audit defense, and…",,https://www.indeed.com/rc/clk?jk=12bfb038e2297bad&fccid=9e215d88a6b33622&vjs=3,676
677,"Manager/Senior Manager, Real Estate Tax",KPMG,"Stamford, CT",30+ days ago,2021-03-23,"Participate in and contribute to market and business activities external to the firm, presenting a positive image of KPMG and its leadership.",,https://www.indeed.com/rc/clk?jk=fbec1803b50cc5ad&fccid=2dd390c3a48a7ed0&vjs=3,677
678,"Senior Manager, Global Consolidations",Lyft,"New York, NY",30+ days ago,2021-03-23,The ideal candidate must have a talent for fostering teams and building a world class accounting organization that supports rapid growth.,,https://www.indeed.com/rc/clk?jk=3478f34ea33a8667&fccid=7dcf8477ac404a55&vjs=3,678
679,Audit Senior Associate,CBIZ,"New York, NY",30+ days ago,2021-03-23,"Demonstrate understanding of the client’s business including analysis and planning of client engagements.
MHM is an independent CPA firm that provides audit,…",,https://www.indeed.com/rc/clk?jk=97d0abd556e130ed&fccid=2bc6c14c68440d18&vjs=3,679
680,International Tax Services - Senior Manager - New York,PRICE WATERHOUSE COOPERS,"New York, NY",17 days ago,2021-03-23,"Managing resource requirements, project workflow, budgets, billing and collections; and,.
Encourage everyone to have a voice and invite opinion from all,…",,https://www.indeed.com/rc/clk?jk=1a86b72a5fd27b20&fccid=5e964c4afc56b180&vjs=3,680
681,Senior Tax Manager- Construction,Sax LLP,"Parsippany, NJ",30+ days ago,2021-03-23,"Prior experience should include tax preparation, review and planning.
Reviews research findings, tax returns and work papers, formulates conclusions consistent…",,https://www.indeed.com/rc/clk?jk=625c10a78d290cd1&fccid=a5867ddb1ad9911b&vjs=3,681
682,Audit Senior,Friedman LLP,"East Hanover, NJ",30+ days ago,2021-03-23,"Coordinate the day-to-day duties of planning, fieldwork and wrap-up.
Offering a competitive benefits package and 401k with a company match, including discounted…",,https://www.indeed.com/rc/clk?jk=2586e2f99f8f7461&fccid=c902b575d624a64b&vjs=3,682
683,"Alternative Investments Accountant, Senior - Hackensack, NJ",U.S. Bank,"Hackensack, NJ",27 days ago,2021-03-23,"Records trade information, income/expense activity and applies valuation of securities in the portfolio accounting system.",,https://www.indeed.com/rc/clk?jk=a5c903a23a41b804&fccid=ae5bfc395c530fbc&vjs=3,683
684,Senior Indirect Tax Analyst,"Bertelsmann, Inc.","New York, NY",30+ days ago,2021-03-23,"Keep informed of current tax developments and effectively apply tax knowledge to business transactions.
Lead tax audits as required, including requests for data…",,https://www.indeed.com/rc/clk?jk=07c45ffba80c70d2&fccid=b7077240c866145c&vjs=3,684
685,New York Internal Audit & Financial Advisory FSI Senior Consultant,Protiviti GmbH,"New York, NY",30+ days ago,2021-03-23,"The Senior Consultant coaches Interns, Consultants, and facilitates the successful completion of project work plan.
Mentoring and advising junior staff.",,https://www.indeed.com/rc/clk?jk=0e4492424ca82f35&fccid=07a0a254932506cf&vjs=3,685
686,"Senior Tax Manager, GSF Finance",Standard Chartered,"New York, NY",30+ days ago,2021-03-23,"Calculation/review of deferred tax asset schedules and quarterly/annual provision entries for the Group.
Serve a senior tax accounting role overseeing US tax…",,https://www.indeed.com/rc/clk?jk=e43819cb57dc4bee&fccid=5249cd8e17163cb5&vjs=3,686
687,Audit & Assurance Senior Assistant - Financial Services Industry,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Experience with a regional or Big 4 accounting firm preferred.
As an Audit & Assurance Senior Assistant, you will work closely with our clients to understand…",,https://www.indeed.com/rc/clk?jk=14fac67676b68e5f&fccid=9e215d88a6b33622&vjs=3,687
688,"CM, Senior Project Controller, Cost -SS",IPS-Integrated Project Services,"Somerset, NJ",30+ days ago,2021-03-23,"Provide cost planning leadership and integrate with engineering, procurement, schedule, technical & construction disciplines for seamless reporting to insure…",,https://www.indeed.com/rc/clk?jk=b327685b75e7f25a&fccid=f5e16cdab350eac4&vjs=3,688
689,"Senior Tax Accountant, Sales & Use Tax",Securitas USA - Corporate Services,"Parsippany, NJ",Active 20 days ago,2021-03-23,"Excellent planning, organization and time management skills.
Reporting to the Sales Tax Manager, this position will be responsible for the preparation of sales…",,https://www.indeed.com/company/Securitas/jobs/Senior-Tax-Accountant-bce6099f7a8c4aeb?fccid=842ec1ced0fea1d5&vjs=3,689
690,Audit & Assurance Analytics Specialist Senior,Deloitte,"New York, NY",13 days ago,2021-03-23,"Work with Industry Professional Practice Directors (IPPD's), Deloitte’s National Office, individual audit engagement teams, client personnel, and firm…",,https://www.indeed.com/rc/clk?jk=d327c2e4409a6f6a&fccid=9e215d88a6b33622&vjs=3,690
691,Senior Accountant (3-5 years’ experience),Traphagen CPAs & Wealth Advisors,"Oradell, NJ",25 days ago,2021-03-23,"Identify and execute tax planning opportunities.
Bachelor's degree in Accounting, Master's degree a plus • Minimum 3 - 5 years of public accounting experience •…",,https://www.indeed.com/rc/clk?jk=4e6bc661f29d01c9&fccid=d25de26f57b9bbc0&vjs=3,691
692,Advisory - Internal Audit - Business Process & Controls Senior Consultant,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Play a substantive role with project management by supporting engagement planning, economics, billing and staffing; providing regular status reports for the…",,https://www.indeed.com/rc/clk?jk=c1d5a6cb757b2c5e&fccid=9e215d88a6b33622&vjs=3,692
693,Senior Tax Accountant,Bell and Company CPAs PC,"New York, NY",Active 5 days ago,2021-03-23,Bell and Company CPA’s PC is a leading full-service personal financial and business management firm that caters to high net-worth individuals.,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ckp27J3ghhwsP09UkjH15C_Y92OikrsW7wBK_lEH0iAqWYwI8-0WTvSlbzd5RlpM--5mfymB3XA9SYFhFr6DbfPFJqpoC0qOzgQgpK-Bmv9aZcRMwP2HMMxpI8_BhBJVK-FDk-jbeHB_Sz4kQZjAJgDrmEeUwL2YZJrSs9j1i_q8T5DuBsN8LNnzFpLmyL2RAopx_5uE5Stk1ZrT3DFuZJcKBzc_DU60RL7COsWaCviwD3EQsi0PLxUK8Y-xxkXMvrRzi0w0A-AuQKDNZrNVcL4Ke2s-6BOZ-JnVrN8lybR3rDFPqq2JbX2hFQSiUpAj2wvR8jMh3yGTwV9CSEgOPp89Cams-_JZQCyWUBllOay2j0nGCkyEehC7i5MzB_yM3oeSEmkgElhDWLdtLcS2FIwD30XmgXvl5miJ-TZGDJTZJh1Itmqm2A5wUHl9_tdR769U-y0NXuIar8vWfIwzUPvYFMlY8tKGU=&p=10&fvj=1&vjs=3,693
694,Senior Accountant,Plesser's Appliance,"Babylon, NY",Active 4 days ago,2021-03-23,"3-5 years of proven experience in accounting as a senior accountant or accounting supervisor.
Prepare various year-end schedules and audit work-papers.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AI5oS5aFTiW9xgdJvOfF2GHlbvBe-VWrHLrRMcmviaKwYWuvqYea5KzFDGEfnNBDDWOWosmsSs8WNLHQUu-3p4Eellxb3DQnPBQKKyeMUN1I3bFIEByM6Xe4oIs0XxjSVlATN0I4Ckmw7wvuuvLFbLq0RefaT4pdWtbFwUfi7-PlhZ9Oc_omAZsI7qrgIGWysOIR1gn1dNr3CWhkmo6TqQGIAFUXWkAPeoGJyU5kKwqxjD5c-PPSg9F8eWAuMKfG5-VXAC5E05fJSj8MK9KaOJMudaDngPUPfxLCvY-nEYxuwZUakOSRPGyHyk_eVaSyGJC75SC_XiClAUeQUGBR_L6rrORNDDbRWm5mklVgfypkjm2jU5zJelzL_b83klAc06IkD-v4E4WufiE4NV9Ls1mRhILg073xoy122qtYzcP71k9eJsK-W9zkyq-2VBRwqlSMUWbkYDKurApgSFPQXb&p=11&fvj=1&vjs=3,694
695,Audit Analytics Senior - Data Extraction Specialist,Deloitte,"New York, NY",6 days ago,2021-03-23,"You will be part of a team working closely with the senior leadership.
In this role, the specialist will manage and drive the process of linking client data…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C_1PjIWpPqvEzqLqGcl2W049Cx6j9pLCMdIxGuzdyBlAqIk_HPC3KvUNcHo9fuGObydyvqrKpNSOfIu4r2EYKMJ0f6mUtUTE9mhBx1xF1Te_EW0IqYR3pPyVLUkMpvcoSunUD13712eeSlTMkp6RaFDsVRmtqzETxhzsT1qDSTvW0uSTqbdFtm14bxcL1XQslgrOyozPoQdRdV9iTlYJSVtFwz2X9pu21i5Rc2PXxlciht7dRl-5qSEQjKcxbPV7YpYHTT_BftxkY-jW5IkOAKQLRkZLW5E2J8VcwRhP7ZT6w5gAmfykdu64bXh7wUUBNjieSATOQLHicpQTkSK3f43mUICrqJKNFGoiYd1C6daerltwjtM-E6jVH__e6DdHvnN0igdxpEAps7pdpPKDS-l7CaaOWbmfkJpcqdk8fUUsj_Mt2fHmtATeAzwVQQ9fpTuWK2OsKgsgE6l0wAnj3UgM8DtN1om5x-WFmmI0MhVheWsmK-v_TM&p=12&fvj=0&vjs=3,695
696,Senior Accountant,Quality Branded,"New York, NY",Active 4 days ago,2021-03-23,"Prepare sales tax and commercial rent tax schedules and file tax payments monthly and quarterly.
Perform the reconciliation of bank accounts and credit card…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D99gI1XJg_GMoUcn54cXo4g5bXz-pkVE046ORhrmNjwDnnCWDys6Lu4eiQgNXPyhjDhihmTlDOtcCxWfzbq4Ik3EEO9sE88MPNZuiB1xkPipE6htOv07I3yiWWcr_yY68_0KWDsvn9_u57KTSghKFK7o4nx1k8TcE_RhypoXXZC0JzD5MDclfQ54WuX4iwWb3hNL3SWOcMMfS6FGoUd-IBWAa-yG_Q_0UGAAcmoSZNBjd93yv9k0KmWMtnZWrB7m3xfeRmgflQVxtNUYYidjpj-QScWHcBOXMXt5yceDqIbsTkWAmQZnp9MdQl-s3AGQBwYlhgzBs4fHYSzgp7wCbCJ8IYKH5TbLF2ogPvQsJjR_0vZ02QAJKC4nj6aWDkRJthT-q7yo3i8PvZT6iLbwnN0JkSvX7njaHM4TKWA-elN3WvqY3GPkoKIRwPfMUV6z20bH6sn0CT0jqMy8046iw-&p=13&fvj=1&vjs=3,696
697,Senior Property Accountant,Keller Augusta Partners,"New York, NY",Active 27 days ago,2021-03-23,"Maintain real estate tax escrow schedules.
Prepare journal entries (payroll, interest & mortgage payments).
Prepare monthly rent up (includes review tenant rent…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CJnnKFM_KeHpD-rULJkmU6t3JaHs0waZHOqMdNxO4-_eQf281E3xrNkqM96WmKc0TH1ZrUX6vJs9WSQEyjuiUTSYfnNxZsTMir7ae5t63Im528R_zXBLRPSVYSHJsikr_Ke_CUXd3S8TANdEL6njZG48jjRS-PAMsBQfE5gDoM50zyE-AZ4JBfa3mnoZRfReg5g9Q3ievuo3p7aEAa_F-OWK8lkHoYCbzO_0QFK3cefTcm5gjTJaeiMdF_85yohrAcmmYwHFgfQh_6A4X4NKQTS92BRxpDQyEhE2bRpkMoZq0eI4Rp5Zh1ISHPcR8r1eM2ltAyjUa3_RWWNl2_7jwP259izIBSE43FH2L-thm30vsoflUqT5-43bcu5Q86ZzzCne8EczxX0D342zbuiI0bpi6us87n14-asxVR2HnX5K9NCA9YUFl-ftfCJ8aIfL7qkS8lglk2hc1U9aV4Dvt5EQIcEw7baF7jJZQMR-I5VQ==&p=14&fvj=1&vjs=3,697
698,Senior Tax Manager,George Dimov CPA,"New York, NY",Active 3 days ago,2021-03-23,"-Experience with foreign entity reporting, 5471, FBARs, etc.
-CPA, EA, or degree in accounting.
-Accounting for RSUs, ESPP, or equity compensation on individual…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BkHtNCVSJHZG6C_NNDpRu26FC4yeFUJXxI0D3rI-UoaZv-hdZxxaXBr7GJbB7GjJhsin_HiefIsJh7m8dxKmTsMpAyBOrddtiWgx9vOSFYNp-Vt8joAALcito3KiW0_g-FzhizXOFDE76Q6cwY5RQUz4uWgdjd7RzM2Udklu6TLmqho5d6wW-pxKglIGSwwNQIIchoPyk4HFLSyE1cZjQX5dor-4aBNbhrirQ4jFGjghT_WDai5aWmatkkLdzck-Y-28g7t2SGDIKLHBB_WXBqoYtU-nipPlE83CxeBtohVty0_CM_bFXfJh--qknhuIvLUF1KG5VwyCI6Ly0Zwx-33Abr0ismDsD0La1P6MKoe8K7OXZWqIbn4b6OU-DiJXoMhHtEw_CykBXAF4veg_tVvqj86mlgVWvEN19BrCpYNMXUhrnN33S53lRKdsrwskzEAoZJl8mfuK_69_W6AUjOjU1_wRjLO84=&p=15&fvj=1&vjs=3,698
699,Senior Accountant,Juice Generation,"New York, NY",Active 3 days ago,2021-03-23,"Lead monthly financial reviews with senior operations team.
Assist in the annual review process with external firm.
Bachelor’s degree in Accounting.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bi-5CQquOZTqmyEimDJBNcBWnpgMujUg8xT5LcFJhBGBe3WQpTBLr6DfxWqLWhBjtfIDhNQHFXaWI0on-fRcjx7MbNuXpuzGHeSn7JpuGylbWbszEJ9-T2TzpijP6zegbuihU7r54rmumrlZwxbEcME3aRWf4xs7JE4qfmfArnjYiGwWAXCdmklwndTssn1n8XuZJIQ38GLSNzemxIfVw8oWEhxdETAwIIq8R_k7-sZaE5j1CkathOhMvbm4jKWZruoNIcZj7lYZq2erDlFMEp0HWjgxD-NJYOwHNcqqPPEL4RMHH79yGl8XdWrcelJnXF8X-xQsmeSY0IlDCDBXN7uSz8zozIZiCWXSyvUdRurZq5t-ORjW1CqLTEekHwZ32jUIznaEpZrJ_c1gRffpY_gRSku4elfFfCenQm_u4Xxwax80yi52Ga4BNEnGRinNx3Ge6gg4hSkz6epGUSfGrk&p=16&fvj=1&vjs=3,699
700,CPA FIRM--SENIOR OR MANAGER--TAX & AUDIT,Confidential,"New York, NY",Active 10 days ago,2021-03-23,"Knowledge of Prosystem Tax and Engagement is a plus.
Looking for sharp, quick-thinking, and knowledgeable individual.
Only full-time employees eligible.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3iThuUb7RD-qV9X3D0HOjOFEvznTKwKjqRGPw_Yj8ziaUqCuMies6eHBze1tH7PiqbFNBSD4rmNfFSik9u3vaXEPrxZqZanZuCy4DMJgG0SuW41U51F4rpApC-Q4IjcOHAjhdZQuaxxTa-xfnTmqSeHg3cwacaiVrgf1JsnKSH8OUYJfGsIAn5CuSHZL9WqY9TA8dtcn9ZoFyRbMGCjO3QSRtgto5_Ka1gtlnyuvc4Z2hxd4K5dkejCYa7qwX56qUHRmZkDGL3Ob2nhboZZVkUnSiXpu5oUThK8bFYD5Sq5Gom0FO6YDbsYWi83MiAaq-KSxw_5iky74dKeJq2kHQ6sSH9ZTE8Nyev4j3q9TgDTig7cbGYS5jQv1DyCqDi6cUz56tFkWbzTDod58XXSZ5woKX3GNxDc4PZJgtBEMRo2UDgbp25_DHBXxRDXfvp-MsHR8xe7XmIofNOKTEYuy36y_vr5FQDLSJSw5bgIskhzLI-mqtDjxG&p=17&fvj=1&vjs=3,700
701,Tax Senior Manager (Public Accounting Firm),VALiNTRY,"New York, NY",11 days ago,2021-03-23,"Strategizing with Managing Directors regarding tax planning.
Working closely with staff, and assisting senior management in mentoring, coaching, training,…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BzZvFdfx2slmwVakgIPwFmkLjo_9C6eRO4zaxDL-pFV93NVzDfq2vbw6b7jANzlX5yxIGPOF-BEwPmT2UbWo_PbDXcX8J6CoV3FKjBwUnW2Hd2N6KFPet8qqsvdDYH7mcbOrYmp85WtlueTdP9_oQz7ne66pEXZTLDPzzIm-5e4vIRriXvhhhzshf0msQ__vh0qBym_n4M0KX-dSd7UArrFtPlcPypA53XwIsPdYfKrTZaRajzgHZy5gWC3dB_kOIB8WEtz_q9k3UXMZg4QO_L5MAgWQF-f7JlzrTR_gEGyvn6dxqhgks9Df7sZpJ9ezGkX94haww2M6plYqoHXoX5Y0RcN1ZZri8I1QaPHVABKHkdXXhOtb3apkhmD4Y9PJTi27mQtGFie-UgeVBWzAYZQMm8iafHe_K6LcdQadpRglGvu7BMoYBokGZpNbphiPPMxeXST9PDvLXJ5jwQ_jWDEKSrGr7b1BVnAmXrvCIlkfKybEu8hJ--gvmA9SpMoyf5MAS6iqcJLm0taP6vH1uaee4NgmKzvrYtI6ERvhdS_oxEOO4JYSDeTSxpIbehRi--A_rkuh7hWBje2Ol82GjW_7R86_jvvwTHjktrUBxzYe9dxUtj1HRj03frXm8WQTMiAMaJFVgctkxbu59dMV5VGuxXa4D-tSc1mLjy1qwsCPigP0vvTIL9TXgyRr38k5_L0bjgbZ2-jawk6XAZYzoLFCH3a6SsPZVFyzLBpRy-_7YIOlUaeRu60LmJWE3SpC2d6L-MLYLc8_do4UHdyKZZOBcWL2usgQncfzDSaxDiqEvjKLMI6S3mxGK8FKI9nZ3n33fGYyNU1S_f0J0Pt4YHkKfVHijX6u1gXwGJsJCGvQE9nkqbnRusiE29cH6VVaAVrjCkmZOElGfsMq8ylPdByv6kdxPb_zRvZfvrTiY5inqWO1Slgt1xd9p3l99EZIfo39zuqwF4lmklKpgo5Urj&p=0&fvj=0&vjs=3,701
702,Senior Manager of Financial Reporting,The Execu|Search Group,"New York, NY",30+ days ago,2021-03-23,"Participates in the coordination, planning, and execution of all aspects of the quarterly reviews and the external audit process.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B-PqtJkJBxcFK4No1YgA2WlSENonneqf7HjiGu_Q0_hPh9jaf6ReQGRDQPxSx2IxzMUlYgeq11B6UU6hn17OV4468DtA5_bUH_kP58djP3zw_JXX-lxu90AVTRt_MZhfCu1EJqsgo0GySJb0bYDZYPpEkN6XtS4iK7SzKWqqjH10F2_1d3IOa-Y5KgxLUxuIzhvJ5038DXDGfF4foXGzdDX-aSiCDrH6NwYq6BEF8oK48e20xX3ZI0Bcy8pMj1CxNrQJuS58IMKA9Pvf2keIylUCBi7kPHrG-aX8fHKeiB4uGeuXnsiLpxthD4E95T1ye7FfLNiO8p1ftQP7Qj7-l8yaw57_aA2eJbH6lhymMNNZ9cUu4axfs45Ua3lHcVPz1j1WVxaqOIDl8mF0ffDUwPbQDWFsDyfd1rl_-ES9CZ0ucYqCqdDyuFEyOx_ueH1zXah8k6A7TRzI7oVT0pAQsbhWvEf3toIQ4=&p=1&fvj=0&vjs=3,702
703,Tax Senior / Manager,Kforce,"Woodbury, NY",30+ days ago,2021-03-23,"The successful candidate will be a generalist and will be responsible for corporate, partnership, high net worth and individual clientele - tax research,…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5IatSLh_Ak1q39eQQoPIxD737RW9NeiYGvIRXkrLjEBNGhZvRfJ827B_Ixj_Asi-NjG6aWYPlAvpA96jIWzgk6dzMAfOFr74tznSACEm2wePRCqu4pEzseVQ9YFFc_Cz9Q64VSSnqVq4wIUsPsuupzaaabGc-lODinODQllIPo20TTts1NKx438XLzwn0tvdJf0AllMVLH0RtPvGqawVpd2Mln_EtupKjiShfude8Azf-aZ_pIV8asW4eAPUHu3bfyozCZjGq-uC_QTpx2YJ344IS8rT8BNo32LQAvLheTy1c9qkxyBv7OEklFur8ZdCdH7QK31lA9x8Tw9qUWXjHBxAktXFsao9aZhaf6yyAutnmXYDEwQx4DYMdBI68GltlbHhqJbcKzEoXUNlusOlP29ODgA_rjVt-QnvMz1L6eTt2LYFtCpfCeFGi3TputdIJyEMscFYNCqbwnIQkdo6CLfjW2TNckgsxryLcZd4W0IRWdvSEmh6YGOP1k9ECtigtaaxxnlDftguVtLULNh2W0woNGibgFf1A6h2tdgkeepG8Tzp08issWkQxeUtgyjHpsN-fSAk61A==&p=2&fvj=0&vjs=3,703
704,Tax Sr. - Corporate,Robert Half,"Jericho, NY",15 days ago,2021-03-23,"Payroll Tax Accounting opportunity available with Suffolk County service company.
High visibility role will have you responsible for processing all Federal,…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpzDdaQkua3np5pkmj49lKioZwmwxQ-yx5plwbYmV_M73abVqcSOURoEhTYXuByKVDvkHc3D3wjnAhOQjU3rnYAGaB1oyuRNJwnVpcYdK4WE0guZ1LMCXGeR23ws8njQrxyUAE3lyPyQVymJkpARD5_u57mtoifmxc09luxWOLjO4DsFa4TLRzd0l46-2RYzeso1lByCZLZdfI1K7fUzonKgRqNUuAvnKWiJxyGXRXlOrLsD6dpicWSlgIZA80mZfBPHWnQD_JUa0GlQn-QDeVk7z18Krvcaz5BUVghfeMy-ZnQ0hE7pwBQ-e1ppPPiRFgEtXaXz-M0xOJSC6IRrCncJjC9sB0B46ULtPNA-vcOk0q_WJO2h1F0CM6hzKQMWC33ekwEFJS5DgLrt7_O2HG0EKYzXKDQ9aBhMcQSh6VEZd-soFsYHt4SNCmv8G1MzN2LVscaqpJbjP0D2zRjLeBWMOaIKUyKeNlgj6LfBjJ5okapPUk9ZQZhYGzXIdH9dtP_UjxJqvRbA==&p=3&fvj=0&vjs=3,704
705,Senior Tax Manager – Real Estate (Public Accounting Firm),VALiNTRY,"New York, NY",11 days ago,2021-03-23,"The position requires an experienced tax professional with strong interpersonal and supervisory skills.
Review real estate partnership/corporate returns.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BzZvFdfx2slmwVakgIPwFmkLjo_9C6eRO4zaxDL-pFV93NVzDfq2vbw6b7jANzlX5yxIGPOF-BE_DKyOYUo7uQvu1mwheVfDm7tUVbLOdI0uzK-TVH-da6faUpBME_9VxuMW4ATzPj88BXLB1a71jXSNZUdyEua7R2pCqkRPizLxPZKO8yAcqSo3bII6Ai0-hrzsPUW10v2hPEYrM0MtzA7WEaActI1zkasIBgZMulTxFBB0-vHc5mQzYRjxQJ6oc-8fed3a3NcPW2ir5FzryBQK4V868ZFeMYwxzQeHPy4v_ao9RUU_DvSvAghAsUtrPqyF-T2oFPN1KOfHcFN1hnEjijQGBuy2BaD38tEFMywYOH9oA-VIKjy0o8WlN5T5qM14KqwUGhdUp50j5IrRmZlLZI2M4cQPNNpWfaphf2jkPCNM8gCJXdov9uDuxU6dEfoygIy5ggC5r6FdfEbpUeIYuW6lqDYdEvE4uj4ydDpXTu-8qjJTbNMgAFhBLK8Xs4F_vwT17NDaynfpyzHiaihGcCBCVv2oHWKxJbTJR6mu0iF_rTHNLoZJzJvDLGbhER_F3QUgrcH6h_247MjIxAj6Fnbln67fxG8fr-cRAIzQIzgD9P9OjHUfyioWBQ8Dj9BNbOhHgLKG5uy1bZt8yvZ5Dk9sPI4aN23U4rDErSBUlgAOW94OlNGmLW8HWKryXYaHjEU26tr2-cSEA513u1vi18aV3G56kP7zAdQI1n8semY_Fm7-k0MD9KgFtrWrNZL_8xFCTTmimL7Z2Hel_pmFSx1f_hw-ZbRRLdO2Mln8Nt5k9ouebgjQva3sZvErViDfZKFIPe3ayh-6q_mLROwL5EyREC56Lg_EJ6Bv8-m1zXzq0lT4CpwOK-5vTiwuPJFGNn2XdF6HCwzNW9O4IwIkWd4zAIIP_pcaIcwCn5MV16dwdSKNywS8FliOz04k88WNWDRo3svSUFo209jmYFo6rheTzWw_PCG8VA0ojgng==&p=4&fvj=0&vjs=3,705
